ID_ORIGEN,NOMBRE_ORIGEN,ID_DESTINO,NOMBRE_DESTINO,CONTEO
1,UNIVALLE,1,UNIVALLE,0
1,UNIVALLE,2,BUITRERA,0
1,UNIVALLE,3,MELENDEZ,1
1,UNIVALLE,4,CAPRI,0
1,UNIVALLE,5,CALDAS,1
1,UNIVALLE,6,REFUGIO,0
1,UNIVALLE,7,PAMPALINDA,3
1,UNIVALLE,8,PLZ TOROS,0
1,UNIVALLE,9,LIDO,3
1,UNIVALLE,10,TEQUENDAMA,2
1,UNIVALLE,11,ESTADIO,3
1,UNIVALLE,12,MZ. SABER,1
1,UNIVALLE,13,ST LIBRADA,3
1,UNIVALLE,14,SAN BOSCO,1
1,UNIVALLE,15,SAN PASCUA,0
1,UNIVALLE,23,SUCRE,0
1,UNIVALLE,24,PETECUY,1
1,UNIVALLE,25,SAN PEDRO,0
1,UNIVALLE,26,T. CALI,1
1,UNIVALLE,27,FRAY DAMIAN,0
1,UNIVALLE,28,CENTRO,0
1,UNIVALLE,29,ERMITA,1
1,UNIVALLE,30,RIO CALI,0
1,UNIVALLE,31,SAN NICOLA,0
1,UNIVALLE,32,PILOTO,1
1,UNIVALLE,33,FATIMA,0
1,UNIVALLE,34,MANZANARES,0
1,UNIVALLE,35,POPULAR,0
1,UNIVALLE,36,SALOMIA,0
1,UNIVALLE,37,FLORA IND,1
1,UNIVALLE,38,CHIMINANGOS,0
1,UNIVALLE,39,UNIVERSIDA,9
1,UNIVALLE,40,UND DEPORT,1
1,UNIVALLE,42,CAICEDO,1
1,UNIVALLE,43,VERSALLES,0
1,UNIVALLE,44,AMERICAS,3
1,UNIVALLE,45,PRADOS,0
1,UNIVALLE,46,VIPASA,1
1,UNIVALLE,47,ALAMOS,0
1,UNIVALLE,56,TERMINAL MENGA,0
2,BUITRERA,1,UNIVALLE,0
2,BUITRERA,2,BUITRERA,24
2,BUITRERA,3,MELENDEZ,5
2,BUITRERA,4,CAPRI,10
2,BUITRERA,5,CALDAS,8
2,BUITRERA,6,REFUGIO,4
2,BUITRERA,7,PAMPALINDA,11
2,BUITRERA,8,PLZ TOROS,3
2,BUITRERA,9,LIDO,6
2,BUITRERA,10,TEQUENDAMA,27
2,BUITRERA,11,ESTADIO,28
2,BUITRERA,12,MZ. SABER,4
2,BUITRERA,13,ST LIBRADA,12
2,BUITRERA,14,SAN BOSCO,5
2,BUITRERA,15,SAN PASCUA,6
2,BUITRERA,23,SUCRE,0
2,BUITRERA,24,PETECUY,4
2,BUITRERA,25,SAN PEDRO,6
2,BUITRERA,26,T. CALI,10
2,BUITRERA,27,FRAY DAMIAN,0
2,BUITRERA,28,CENTRO,11
2,BUITRERA,29,ERMITA,7
2,BUITRERA,30,RIO CALI,1
2,BUITRERA,31,SAN NICOLA,1
2,BUITRERA,32,PILOTO,0
2,BUITRERA,33,FATIMA,1
2,BUITRERA,34,MANZANARES,0
2,BUITRERA,35,POPULAR,0
2,BUITRERA,36,SALOMIA,2
2,BUITRERA,37,FLORA IND,6
2,BUITRERA,38,CHIMINANGOS,10
2,BUITRERA,39,UNIVERSIDA,34
2,BUITRERA,40,UND DEPORT,21
2,BUITRERA,42,CAICEDO,11
2,BUITRERA,43,VERSALLES,7
2,BUITRERA,44,AMERICAS,16
2,BUITRERA,45,PRADOS,4
2,BUITRERA,46,VIPASA,0
2,BUITRERA,47,ALAMOS,6
2,BUITRERA,56,TERMINAL MENGA,3
3,MELENDEZ,1,UNIVALLE,5
3,MELENDEZ,2,BUITRERA,17
3,MELENDEZ,3,MELENDEZ,41
3,MELENDEZ,4,CAPRI,18
3,MELENDEZ,5,CALDAS,21
3,MELENDEZ,6,REFUGIO,30
3,MELENDEZ,7,PAMPALINDA,57
3,MELENDEZ,8,PLZ TOROS,18
3,MELENDEZ,9,LIDO,30
3,MELENDEZ,10,TEQUENDAMA,123
3,MELENDEZ,11,ESTADIO,105
3,MELENDEZ,12,MZ. SABER,46
3,MELENDEZ,13,ST LIBRADA,36
3,MELENDEZ,14,SAN BOSCO,75
3,MELENDEZ,15,SAN PASCUA,22
3,MELENDEZ,23,SUCRE,0
3,MELENDEZ,24,PETECUY,22
3,MELENDEZ,25,SAN PEDRO,22
3,MELENDEZ,26,T. CALI,76
3,MELENDEZ,27,FRAY DAMIAN,0
3,MELENDEZ,28,CENTRO,39
3,MELENDEZ,29,ERMITA,37
3,MELENDEZ,30,RIO CALI,4
3,MELENDEZ,31,SAN NICOLA,1
3,MELENDEZ,32,PILOTO,2
3,MELENDEZ,33,FATIMA,14
3,MELENDEZ,34,MANZANARES,10
3,MELENDEZ,35,POPULAR,24
3,MELENDEZ,36,SALOMIA,21
3,MELENDEZ,37,FLORA IND,13
3,MELENDEZ,38,CHIMINANGOS,41
3,MELENDEZ,39,UNIVERSIDA,220
3,MELENDEZ,40,UND DEPORT,39
3,MELENDEZ,42,CAICEDO,39
3,MELENDEZ,43,VERSALLES,21
3,MELENDEZ,44,AMERICAS,67
3,MELENDEZ,45,PRADOS,29
3,MELENDEZ,46,VIPASA,16
3,MELENDEZ,47,ALAMOS,29
3,MELENDEZ,56,TERMINAL MENGA,30
4,CAPRI,1,UNIVALLE,7
4,CAPRI,2,BUITRERA,36
4,CAPRI,3,MELENDEZ,5
4,CAPRI,4,CAPRI,40
4,CAPRI,5,CALDAS,7
4,CAPRI,6,REFUGIO,6
4,CAPRI,7,PAMPALINDA,21
4,CAPRI,8,PLZ TOROS,1
4,CAPRI,9,LIDO,20
4,CAPRI,10,TEQUENDAMA,46
4,CAPRI,11,ESTADIO,43
4,CAPRI,12,MZ. SABER,20
4,CAPRI,13,ST LIBRADA,27
4,CAPRI,14,SAN BOSCO,17
4,CAPRI,15,SAN PASCUA,4
4,CAPRI,23,SUCRE,0
4,CAPRI,24,PETECUY,7
4,CAPRI,25,SAN PEDRO,8
4,CAPRI,26,T. CALI,30
4,CAPRI,27,FRAY DAMIAN,0
4,CAPRI,28,CENTRO,19
4,CAPRI,29,ERMITA,39
4,CAPRI,30,RIO CALI,1
4,CAPRI,31,SAN NICOLA,0
4,CAPRI,32,PILOTO,2
4,CAPRI,33,FATIMA,2
4,CAPRI,34,MANZANARES,2
4,CAPRI,35,POPULAR,11
4,CAPRI,36,SALOMIA,11
4,CAPRI,37,FLORA IND,8
4,CAPRI,38,CHIMINANGOS,15
4,CAPRI,39,UNIVERSIDA,75
4,CAPRI,40,UND DEPORT,18
4,CAPRI,42,CAICEDO,27
4,CAPRI,43,VERSALLES,16
4,CAPRI,44,AMERICAS,36
4,CAPRI,45,PRADOS,13
4,CAPRI,46,VIPASA,2
4,CAPRI,47,ALAMOS,15
4,CAPRI,56,TERMINAL MENGA,15
5,CALDAS,1,UNIVALLE,16
5,CALDAS,2,BUITRERA,54
5,CALDAS,3,MELENDEZ,19
5,CALDAS,4,CAPRI,4
5,CALDAS,5,CALDAS,33
5,CALDAS,6,REFUGIO,5
5,CALDAS,7,PAMPALINDA,8
5,CALDAS,8,PLZ TOROS,4
5,CALDAS,9,LIDO,13
5,CALDAS,10,TEQUENDAMA,41
5,CALDAS,11,ESTADIO,34
5,CALDAS,12,MZ. SABER,19
5,CALDAS,13,ST LIBRADA,20
5,CALDAS,14,SAN BOSCO,23
5,CALDAS,15,SAN PASCUA,13
5,CALDAS,23,SUCRE,1
5,CALDAS,24,PETECUY,13
5,CALDAS,25,SAN PEDRO,14
5,CALDAS,26,T. CALI,14
5,CALDAS,27,FRAY DAMIAN,1
5,CALDAS,28,CENTRO,29
5,CALDAS,29,ERMITA,30
5,CALDAS,30,RIO CALI,2
5,CALDAS,31,SAN NICOLA,0
5,CALDAS,32,PILOTO,4
5,CALDAS,33,FATIMA,11
5,CALDAS,34,MANZANARES,3
5,CALDAS,35,POPULAR,7
5,CALDAS,36,SALOMIA,4
5,CALDAS,37,FLORA IND,9
5,CALDAS,38,CHIMINANGOS,12
5,CALDAS,39,UNIVERSIDA,119
5,CALDAS,40,UND DEPORT,17
5,CALDAS,42,CAICEDO,14
5,CALDAS,43,VERSALLES,20
5,CALDAS,44,AMERICAS,33
5,CALDAS,45,PRADOS,7
5,CALDAS,46,VIPASA,14
5,CALDAS,47,ALAMOS,12
5,CALDAS,56,TERMINAL MENGA,19
6,REFUGIO,1,UNIVALLE,9
6,REFUGIO,2,BUITRERA,18
6,REFUGIO,3,MELENDEZ,12
6,REFUGIO,4,CAPRI,10
6,REFUGIO,5,CALDAS,2
6,REFUGIO,6,REFUGIO,31
6,REFUGIO,7,PAMPALINDA,16
6,REFUGIO,8,PLZ TOROS,2
6,REFUGIO,9,LIDO,7
6,REFUGIO,10,TEQUENDAMA,39
6,REFUGIO,11,ESTADIO,48
6,REFUGIO,12,MZ. SABER,13
6,REFUGIO,13,ST LIBRADA,13
6,REFUGIO,14,SAN BOSCO,15
6,REFUGIO,15,SAN PASCUA,4
6,REFUGIO,23,SUCRE,0
6,REFUGIO,24,PETECUY,1
6,REFUGIO,25,SAN PEDRO,14
6,REFUGIO,26,T. CALI,18
6,REFUGIO,27,FRAY DAMIAN,0
6,REFUGIO,28,CENTRO,12
6,REFUGIO,29,ERMITA,23
6,REFUGIO,30,RIO CALI,1
6,REFUGIO,31,SAN NICOLA,0
6,REFUGIO,32,PILOTO,1
6,REFUGIO,33,FATIMA,1
6,REFUGIO,34,MANZANARES,2
6,REFUGIO,35,POPULAR,2
6,REFUGIO,36,SALOMIA,6
6,REFUGIO,37,FLORA IND,1
6,REFUGIO,38,CHIMINANGOS,11
6,REFUGIO,39,UNIVERSIDA,51
6,REFUGIO,40,UND DEPORT,12
6,REFUGIO,42,CAICEDO,5
6,REFUGIO,43,VERSALLES,13
6,REFUGIO,44,AMERICAS,11
6,REFUGIO,45,PRADOS,4
6,REFUGIO,46,VIPASA,2
6,REFUGIO,47,ALAMOS,5
6,REFUGIO,56,TERMINAL MENGA,12
7,PAMPALINDA,1,UNIVALLE,8
7,PAMPALINDA,2,BUITRERA,23
7,PAMPALINDA,3,MELENDEZ,13
7,PAMPALINDA,4,CAPRI,11
7,PAMPALINDA,5,CALDAS,6
7,PAMPALINDA,6,REFUGIO,3
7,PAMPALINDA,7,PAMPALINDA,28
7,PAMPALINDA,8,PLZ TOROS,2
7,PAMPALINDA,9,LIDO,5
7,PAMPALINDA,10,TEQUENDAMA,27
7,PAMPALINDA,11,ESTADIO,29
7,PAMPALINDA,12,MZ. SABER,13
7,PAMPALINDA,13,ST LIBRADA,8
7,PAMPALINDA,14,SAN BOSCO,9
7,PAMPALINDA,15,SAN PASCUA,3
7,PAMPALINDA,23,SUCRE,0
7,PAMPALINDA,24,PETECUY,3
7,PAMPALINDA,25,SAN PEDRO,20
7,PAMPALINDA,26,T. CALI,25
7,PAMPALINDA,27,FRAY DAMIAN,1
7,PAMPALINDA,28,CENTRO,11
7,PAMPALINDA,29,ERMITA,18
7,PAMPALINDA,30,RIO CALI,1
7,PAMPALINDA,31,SAN NICOLA,0
7,PAMPALINDA,32,PILOTO,1
7,PAMPALINDA,33,FATIMA,0
7,PAMPALINDA,34,MANZANARES,1
7,PAMPALINDA,35,POPULAR,3
7,PAMPALINDA,36,SALOMIA,4
7,PAMPALINDA,37,FLORA IND,2
7,PAMPALINDA,38,CHIMINANGOS,7
7,PAMPALINDA,39,UNIVERSIDA,55
7,PAMPALINDA,40,UND DEPORT,5
7,PAMPALINDA,42,CAICEDO,14
7,PAMPALINDA,43,VERSALLES,15
7,PAMPALINDA,44,AMERICAS,13
7,PAMPALINDA,45,PRADOS,3
7,PAMPALINDA,46,VIPASA,3
7,PAMPALINDA,47,ALAMOS,10
7,PAMPALINDA,56,TERMINAL MENGA,6
8,PLZ TOROS,1,UNIVALLE,2
8,PLZ TOROS,2,BUITRERA,10
8,PLZ TOROS,3,MELENDEZ,6
8,PLZ TOROS,4,CAPRI,4
8,PLZ TOROS,5,CALDAS,2
8,PLZ TOROS,6,REFUGIO,1
8,PLZ TOROS,7,PAMPALINDA,4
8,PLZ TOROS,8,PLZ TOROS,7
8,PLZ TOROS,9,LIDO,0
8,PLZ TOROS,10,TEQUENDAMA,17
8,PLZ TOROS,11,ESTADIO,11
8,PLZ TOROS,12,MZ. SABER,3
8,PLZ TOROS,13,ST LIBRADA,3
8,PLZ TOROS,14,SAN BOSCO,3
8,PLZ TOROS,15,SAN PASCUA,0
8,PLZ TOROS,23,SUCRE,1
8,PLZ TOROS,24,PETECUY,1
8,PLZ TOROS,25,SAN PEDRO,3
8,PLZ TOROS,26,T. CALI,6
8,PLZ TOROS,27,FRAY DAMIAN,0
8,PLZ TOROS,28,CENTRO,3
8,PLZ TOROS,29,ERMITA,15
8,PLZ TOROS,30,RIO CALI,1
8,PLZ TOROS,31,SAN NICOLA,0
8,PLZ TOROS,32,PILOTO,1
8,PLZ TOROS,33,FATIMA,0
8,PLZ TOROS,34,MANZANARES,1
8,PLZ TOROS,35,POPULAR,0
8,PLZ TOROS,36,SALOMIA,2
8,PLZ TOROS,37,FLORA IND,1
8,PLZ TOROS,38,CHIMINANGOS,3
8,PLZ TOROS,39,UNIVERSIDA,13
8,PLZ TOROS,40,UND DEPORT,0
8,PLZ TOROS,42,CAICEDO,5
8,PLZ TOROS,43,VERSALLES,0
8,PLZ TOROS,44,AMERICAS,4
8,PLZ TOROS,45,PRADOS,0
8,PLZ TOROS,46,VIPASA,2
8,PLZ TOROS,47,ALAMOS,3
8,PLZ TOROS,56,TERMINAL MENGA,0
9,LIDO,1,UNIVALLE,6
9,LIDO,2,BUITRERA,10
9,LIDO,3,MELENDEZ,5
9,LIDO,4,CAPRI,4
9,LIDO,5,CALDAS,0
9,LIDO,6,REFUGIO,3
9,LIDO,7,PAMPALINDA,3
9,LIDO,8,PLZ TOROS,1
9,LIDO,9,LIDO,12
9,LIDO,10,TEQUENDAMA,3
9,LIDO,11,ESTADIO,10
9,LIDO,12,MZ. SABER,4
9,LIDO,13,ST LIBRADA,10
9,LIDO,14,SAN BOSCO,8
9,LIDO,15,SAN PASCUA,1
9,LIDO,23,SUCRE,0
9,LIDO,24,PETECUY,3
9,LIDO,25,SAN PEDRO,2
9,LIDO,26,T. CALI,7
9,LIDO,27,FRAY DAMIAN,0
9,LIDO,28,CENTRO,5
9,LIDO,29,ERMITA,14
9,LIDO,30,RIO CALI,1
9,LIDO,31,SAN NICOLA,0
9,LIDO,32,PILOTO,1
9,LIDO,33,FATIMA,0
9,LIDO,34,MANZANARES,0
9,LIDO,35,POPULAR,1
9,LIDO,36,SALOMIA,2
9,LIDO,37,FLORA IND,4
9,LIDO,38,CHIMINANGOS,8
9,LIDO,39,UNIVERSIDA,22
9,LIDO,40,UND DEPORT,2
9,LIDO,42,CAICEDO,2
9,LIDO,43,VERSALLES,8
9,LIDO,44,AMERICAS,9
9,LIDO,45,PRADOS,3
9,LIDO,46,VIPASA,0
9,LIDO,47,ALAMOS,5
9,LIDO,56,TERMINAL MENGA,5
10,TEQUENDAMA,1,UNIVALLE,9
10,TEQUENDAMA,2,BUITRERA,23
10,TEQUENDAMA,3,MELENDEZ,14
10,TEQUENDAMA,4,CAPRI,17
10,TEQUENDAMA,5,CALDAS,4
