STOPID,SHORTNAME,LONGNAME,LONGITUDE,LATITUDE
516113,K41BC42A,Kr 41B entre Cl 42A y 42,-76.50776722,3.41218306
516114,K41BC41,Kr 41B entre Cl 41 y 42,-76.50835917,3.41245444
516115,K41BC44,Kr 44 entre Cl 44 y 45,-76.50666083,3.41061444
516119,K56C18,Kr 56 entre Cl 18 y 18A,-76.52529861,3.40166889
516120,C25K56,Cl 25 entre Kr 56 y 61,-76.52367556,3.40074861
516122,C10K50,Cl 10 entre Kr 50 y 53,-76.53942167,3.40891833
516124,K66C17,Kr 66 entre Cl 17 y 18,-76.52628500,3.39723056
516127,K56C18A,Kr 56 entre Cl 18A y 18,-76.52534694,3.40189833
516128,K56C16,Kr 56 entre Cl 16 y 15,-76.52832389,3.40287139
516129,C14K58,Cl 14 entre Kr 58 y 65,-76.53198861,3.40177056
516130,C14K65,Cl 14 entre Kr 65 y 65C,-76.53247083,3.39945194
516131,K50C9,Kr 50 entre Cl 9 y 9B,-76.54094333,3.41077500
516132,K50C12A,Kr 50 entre C12A y 13,-76.53547389,3.40894389
516133,K50C13E,Kr 50 entre Cl 13E,-76.53154750,3.40766944
516134,K42C26D,Kr 42 entre Cl 26D y 27,-76.51846194,3.41429889
516137,K44C12,Kr 44 entre Cl 12 y 12B,-76.53444694,3.41482722
516138,C25K70,Cl 25 entre Kr 70 y 69 Hacienda,-76.52368000,3.39286694
516139,C25K69A,Cl 25 entre Kr 69A y 70 Clinica Comfandi,-76.52437472,3.39277972
516140,C25K69,Cl 25 entre Kr 69 y 68B,-76.52345278,3.39583500
516141,K69C26,Kr 69 entre Cl 26 y 29,-76.52206472,3.39456139
516142,C42K69,Cl 42 entre Kr 69 y 68,-76.51877444,3.39460222
516143,C42K63,Cl 42 entre Kr 63 y 55,-76.51735583,3.39596306
516144,K50C41,Kr 50 entre Cl 41 y 40A,-76.51743194,3.39758333
516145,D65K50,Dg 65 entre Kr 50 y 33,-76.52138028,3.39916361
516146,C16K65,Cl 16 entre Kr 65 y 62,-76.52760111,3.39957500
516147,C16K56,Cl 16 entre Kr 56 y 53,-76.52732167,3.40421639
516148,C16K49A,Cl 16 entre Kr 49A y 49,-76.52655194,3.40764639
516149,C16K46A,Cl 16 entre Kr 46A y 46,-76.52558889,3.41068806
516150,C17K37A,Cl 17 entre Kr 37A y 36B,-76.52412639,3.42035222
516151,C17K33A,Cl 17 entre Kr 33A y 33,-76.52427833,3.42371556
516152,C17K32,Cl 17 entre Kr 32 y 31A,-76.52437667,3.42600528
516153,C17K29B,Cl 17 entre Kr 29B y 29A,-76.52449861,3.42827111
516154,K25C17,Kr 25 entre Cl 17A y 17,-76.52555583,3.43053556
516155,K25C18A,Kr 25 entre Cl 18A y 17A,-76.52492000,3.43099361
516156,C15K29A,Cl 15 entre Kr 29A y 30,-76.52605111,3.42624889
516157,C15K33,Cl 15 entre Kr 33 y 33A,-76.52597361,3.42373917
516158,K35C16,Kr 35 entre Cl 16 y 17,-76.52526000,3.42151389
516159,K35C18,Kr 35 entre Cl 18 y 19,-76.52279806,3.42163139
516160,C23K36C,Cl 23 entre Kr 36C y 39,-76.52199833,3.41987444
516161,C23K40A,Cl 23 entre Kr 40A y 40B,-76.52226250,3.41740722
516162,C23K42A,Cl 23 entre Kr 42A y 42B,-76.52274250,3.41312083
516163,C23K45,Cl 23 entre Kr 45 y 46,-76.52304139,3.41035583
516164,C23K49,Cl 23 entre Kr 49 y 49A,-76.52339583,3.40704083
516165,K50C18,Kr 50 entre Cl 18 y 17A,-76.52518611,3.40593222
516166,C16K53,Cl 16 entre Kr 53 y 56,-76.52752361,3.40420417
516167,C16K561,Cl 16 entre Kr 56 y 65,-76.52782028,3.40006361
516168,C36K40,Cl 36 entre Kr 40 y  40A,-76.51040528,3.41750639
516169,C36K41A,Cl 36 entre Kr 41A y 41B,-76.51178444,3.41617222
516170,C36K42A,Cl 36 entre Kr 42A y 42B,-76.51488222,3.41320556
516171,C36K44,Cl 36 entre Kr 43 y 44,-76.51695889,3.41120417
516177,C13K69,Cl 13 entre Kr 69 y 68,-76.53804861,3.39485778
516184,C16K69,Cl 16 con Kr 69,-76.52790778,3.39476083
516185,K66C13E,Kr 66 entre Cl 13E y 13D,-76.53400444,3.39810944
516186,K66C13B,Kr 66 entre Cl 13B y 13,-76.53662333,3.39813028
516187,K66C131,Kr 66 entre Cl 13 y 12,-76.53877889,3.39814389
516192,C25K731,Cl 25 entre Kr 73 y 70,-76.52398667,3.39068500
516193,C25K73,Cl 25 entre Kr 70 y 73,-76.52451667,3.39062667
516194,C25K68A,Cl 25 entre Kr 68A y 68,-76.52317333,3.39635167
516195,C25K66,Cl 25 entre Kr 66 y 68,-76.52438500,3.39563833
516196,C25D66,Cl 25 entre Dg 66 y 65,-76.52298667,3.39833333
516197,K66C18,Kr 66 entre Cl 25 y 18,-76.52628944,3.39736944
516198,K66C16,Kr 66 entre Cl 16 y 14C,-76.52869556,3.39766556
516200,K66C14C,Kr 66 entre Cl 14C y 14,-76.53117833,3.39799333
516202,C14K66,Cl 14 entre Kr 66 y 65,-76.53220556,3.39905306
516203,C14K64B,Cl 14 entre Kr 64Bis y 64A,-76.53168333,3.40189667
516204,C14K56,Cl 14 entre Kr 56 y 54,-76.53105611,3.40442583
516205,C14K54,Cl 14 entre Kr 54 y 56,-76.53120944,3.40462778
516206,C14K53,Cl 14 entre Kr 53 y 50,-76.53049944,3.40653528
516207,C14K50,Cl 14 entre Kr 50 y 53,-76.53065694,3.40684722
516209,C14K47,Cl 14 entre Kr 47 y 50,-76.52974361,3.40996611
516211,C14K442,Cl 14 entre Kr 44 y 45,-76.52905833,3.41242833
516212,C14K43,Cl 14 entre Kr 43 y 42,-76.52811528,3.41507111
516213,C14K42BS,Cl 14 entre Kr 42Bs y 43,-76.52831750,3.41508444
516214,C14K40A,Cl 14 entre Kr 40A y 40,-76.52761583,3.41698306
516215,C14K40,Cl 14 entre Kr 40 y 40A,-76.52769694,3.41733250
516216,C14K38A,Cl 14 entre Kr 38A y 37A,-76.52730556,3.41913417
516217,C14K37,Cl 14 entre Kr 37 y 39,-76.52749778,3.41941278
516218,C14K34,Cl 14 entre Kr 34 y 33A,-76.52749611,3.42289944
516219,C14K33A,Cl 14 entre Kr 33A y 34,-76.52769167,3.42273083
516220,C14K32,Cl 14 entre Kr 32 y 31,-76.52765250,3.42603000
516221,C14K31,Cl 14 entre Kr 31 y 32,-76.52788278,3.42602972
516224,C14K72,Cl 14 entre Kr 72 y 75,-76.53259333,3.39027833
516225,C14K76,Cl 14 entre Kr 76 y 73,-76.53241167,3.38989333
516226,C14K69A,Cl 14 entre Kr 69A y 70,-76.53254833,3.39391583
516227,C14K70,Cl 14 entre Kr 70 y 69A,-76.53233917,3.39407806
516228,C14K66A,Cl 14 entre Kr 66 y 66A,-76.53241167,3.39736000
516230,C25K561,Cl 25 entre Kr 56 y 61,-76.52347639,3.40091028
516231,K56C14,Kr 56 entre Cl 14 y 14C,-76.53036222,3.40333333
516232,K56C15,Kr 56 entre Cl 15 y 16,-76.52864833,3.40275778
516233,K56C7A,Kr 56 entre Cl 7A y 6A,-76.54489944,3.40825639
516234,C25K41,Cl 25 entre Kr 41 y 40B,-76.52285500,3.40130917
516235,C13K29B,Cl 13 entre Kr 29B y 31,-76.52851556,3.42748139
516236,C14K6867,Cl 14 entre Kr 68 y 67,-76.53229667,3.39672222
516237,C14K49,Cl 14 entre Kr 49 y 48,-76.52974500,3.40927111
516238,C14K46,Cl 14 entre Kr 46 y 45,-76.52898750,3.41201472
516239,K39C15,Kr 39 entre Cl 15 y 14C,-76.52633250,3.41838861
516240,K39C26C,Kr 39 entre Cl 26C y 26E,-76.51833944,3.41927361
516241,K39C13B,Kr 39 entre Cl 13B y 13A,-76.52975750,3.41900611
516242,K39C11B,Kr 39 entre Cl 11B y 10A,-76.53418306,3.42045750
516243,C27K40B,Cl 27 entre Kr 40B y 40A,-76.51738389,3.41784444
516244,C27K41,Cl 27 entre Kr 41 y 41A,-76.51761417,3.41675722
516245,C27K41C,Cl 27 entre Kr 41C y 41D,-76.51776139,3.41527639
516246,K66C13A,Kr 66 entre Cl 13A y 13B,-76.53661889,3.39795528
516247,K66C14,Kr 66 entre Cl 14C y 14,-76.53089667,3.39771222
516248,K66C15A,Kr 66 entre Cl 15A y 16,-76.52886528,3.39746861
516249,K50D66,Kr 50 con Dg 66,-76.51880056,3.39870250
516250,C16K68,Cl 16 entre Cr 68 y 66,-76.52782639,3.39651306
516251,C16K682,Cl 16 entre Cr 68,-76.52803222,3.39591361
516252,C16K692,Cl 16 entre Cr 69 y 70,-76.52817306,3.39377000
516253,K26C16,Kr 26 entre Cl 16 y 15,-76.52582917,3.42874778
516254,K80C13B,Kr 80 entre Cl 13B y 13A,-76.53624861,3.38728722
517002,C8K10,Cl 8 entre Kr 10 y 12,-76.53404833,3.44625333
517006,K56C82,Kr 56 entre Cl 8 y 9,-76.54341111,3.40760972
517007,C9K512,Cl 9 entre Kr 53 y  52A,-76.54198667,3.40969333
517008,C9K502,Cl 9 entre Kr 50 y 48,-76.54086667,3.41331000
517009,C9K462,Cl 9 entre Kr 46 y 44,-76.54021333,3.41548500
517011,K39C9A1,Kr 39 entre Cl 9A y 9,-76.53751556,3.42129306
517012,K39C61,Kr 39 entre Cl 6 y 5F,-76.54255750,3.42248528
517013,K39C5B1,Kr 39 entre Cl 5B y 5A,-76.54511500,3.42378833
517014,K52C31,Kr 52 entre Cl 3 y 2,-76.55280444,3.41547750
517015,K52C22,Kr 52 entre Cl 2 y 3,-76.55269611,3.41531000
517016,C1K521,Cl 1 entre Kr 52 y 53,-76.55512333,3.41515500
517017,C1K532,Cl 1 entre Kr 53 y 52,-76.55492917,3.41501833
517018,C1K55B1,Cl 1 entre Kr 55B y 56,-76.55575472,3.41138389
517020,C1K591,Cl 1 entre Kr 59 y 60,-76.55581000,3.40755000
517021,C1K592,Cl 1 entre Kr 60 y 59 2,-76.55563167,3.40738500
517023,C1K622,Cl 1 entre Kr 62 y 60,-76.55581583,3.40536639
517025,C1K641,Cl 1 entre Kr 64 y 64A,-76.55690056,3.40060639
517026,C1K64A2,Cl 1 entre Kr 65A y 64A,-76.55677000,3.40019972
517027,C1K66B1,Cl 1 entre Kr 66B y 67,-76.55712056,3.39495000
517028,C1K692,Cl 1 entre Kr 69 y 67,-76.55692667,3.39466833
517029,K70C1OE1,Kr 70 entre Cl 1Oe y 1AOe,-76.55730000,3.39256333
517030,C2OEK721,Cl 2Oe entre Kr 72 y 73B,-76.55796861,3.39058167
517031,C2AOK74C,Cl 2AOe entre Kr 74C y 74D,-76.55854833,3.38911667
517032,C2AOEK75,Cl 2AOe entre Kr 75 y 75A,-76.55878889,3.38760667
517033,C1AOEK75,Cl 1AOe entre Kr 75 y 74B,-76.55737500,3.38916667
517034,C3OD511,Cl 3O entre Dg 51 y 50,-76.55622861,3.41684167
517035,D50C61,Dg 50 entre Cl 6 y 7,-76.55800222,3.41618833
517037,K52D502,Kr 52 entre Dg 50 y 51,-76.55961917,3.41557472
517038,D51C82,Dg 51 entre Cl 8 y 7,-76.55850111,3.41541889
517039,D51C52,Dg 51 entre Cl 5 y 4,-76.55671750,3.41606222
517041,C2AK62B1,Cl 2A con Kr 62B,-76.55203833,3.40347500
517042,C2AK64A1,Cl 2A entre Kr 64 y 64A,-76.55233139,3.40082167
517043,C2AK65A1,Cl 2A entre Kr 65A y 66,-76.55238472,3.39835417
517045,C3K65A,Cl 3 entre Kr 65A y 65,-76.54979861,3.39934083
517046,C3K64,Cl 3 entre Kr 64 y 63A,-76.54974000,3.40124833
517050,C3K602,Cl 3 entre Kr 60 y 58,-76.54969056,3.40692056
517052,C2K532,Cl 2 entre Kr 53 y 52,-76.55345333,3.41298000
517058,C1K501,Cl 1 entre Kr 52 y 50,-76.55416333,3.41790500
517059,C1K502,Cl 1 entre Kr 50 y Dg 51,-76.55434500,3.41780333
517060,C1K461,Cl 1 entre Kr 46 y 45,-76.55308167,3.42086167
517061,C1K462,Cl 1 entre Kr 44 y 45,-76.55327722,3.42123472
517062,C1K441,Cl 1 entre Kr 44 y 42,-76.55276833,3.42342000
517063,C1K442,Cl 1 entre Kr 39 y 40,-76.55254333,3.42454333
517064,C1K42,Cl 1 entre Kr 42 y 40,-76.55256028,3.42430556
517065,D37C3A1,Dg 37 entre Cl 3A y 4,-76.54970194,3.42731611
517066,D37AC41,Dg 37A entre Cl 4 y 4B,-76.54748000,3.42855000
517067,C4BK36B1,Cl 4B entre Kr 36B y 36,-76.54644167,3.43116667
517068,K36C4D1,Kr 36 entre Cl 4D y 5,-76.54409667,3.43129833
517072,C5K38A2,Cl 5 entre Kr 38A y 38C,-76.54584333,3.42691500
517076,C5K701,Cl 5 entre Kr 70 y 73,-76.54596833,3.39290028
517083,C1AK73B1,Cl 1AOe entre Kr 73B y 73A,-76.55721667,3.39044500
517084,C1AOEK72,Cl 1AOe entre Kr 72 y 70,-76.55719833,3.39220000
517090,C2AK791,Cl 2A entre Kr 79 y 78,-76.55194000,3.38726056
517091,C1CK782,Cl 1C con Kr 77A y 78,-76.55381139,3.38690778
517093,C1CK74A2,Cl 1C entre Kr 74A y 74,-76.55383722,3.38988639
517096,K73C2B2,Kr 73 entre Cl 2A y 2C,-76.55109083,3.39129167
517097,K73C2C2,Kr 73 entre Cl 2C y 3,-76.54936750,3.39149833
517102,C9K65A,Cl 9 entre Kr 65A y 65,-76.54438167,3.39916333
517103,C9K63A,Cl 9 entre Kr 63 y 62C,-76.54407667,3.40228833
517104,C9K61A,Cl 9 entre Kr 61A y 61,-76.54336333,3.40492167
517105,C9K56,Cl 9 entre Kr 56 y 55,-76.54245167,3.40796000
517106,C9K43,Cl 9 entre Kr 43 y 42,-76.53928167,3.41861000
517107,C9K39,Cl 9 entre Kr 39 y 38,-76.53818333,3.42238833
517108,C9K37,Cl 9 entre Kr 37 y 36,-76.53760333,3.42557667
517109,C6K24A,Cl 6 entre Kr 24A y 25,-76.53880167,3.43541667
517110,C6K26,Cl 6 entre Kr 26 y 27,-76.53887167,3.43370833
517111,C6K29,Cl 6 entre Kr 29 y 30,-76.53895833,3.43145667
517113,C6K36,Cl 6 entre Kr 34 y 36,-76.53940167,3.42779833
517115,C6K42,Cl 6 entre Kr 42 y 43,-76.54298667,3.41957000
517117,C6K50,Cl 6 entre Kr 50 y Cl 5,-76.54639167,3.41372333
517119,K39C7A,Kr 39 entre Cl 7A y 7,-76.54041500,3.42188333
517121,K66C10,Kr 66 entre C 9 y 10,-76.54341806,3.39797944
517122,K66C12,Kr 66 entre Cl 11 y 12,-76.53942861,3.39796528
517123,K66C13B2,Kr 66 entre Cl 13B y 13E,-76.53418139,3.39792972
517125,C10K332,Cl 10 entre Kr 33 y 39,-76.53476833,3.42316750
517126,K67C1D,Kr 67 entre Cl 1D y 1C,-76.55349333,3.39529639
517129,C2AK76A,Cl 2A entre Kr 76A y 76,-76.55136361,3.38924056
517131,C5K7068,Cl 5 entre Kr 70 y 68,-76.54575167,3.39498833
517132,C1K37A,Cl 1 entre Kra 37A y 37,-76.55109167,3.42738306
517133,C10OEK37,Cl 10 Oe entre Kr 37 y 36C,-76.55130472,3.43087222
517134,C10OEK25,Cl 10 Oe con Kr 25D,-76.54960722,3.43416222
517143,K56C1AOE,Kr 56 entre Cl 1 y 2 Oe,-76.55679222,3.41109667
517144,K56C7OE,Kr 56 entre Cl 7 y 8 Oe,-76.55910806,3.41218806
517147,C13OEK55,Cl 13OE entre Kr 56 y 55,-76.56481944,3.40953778
517150,D52K54D,Dg 25 entre Kr 54D y 53,-76.56157861,3.41464528
517151,C1K54,Cl 1 entre Kr 52 y 54,-76.55563472,3.41351444
517152,C1K38C,Cl 1 entre Kr 38D y 38C,-76.55160278,3.42618361
517154,K57C3,Kr 57 entre Cl 3 y 2A,-76.55077139,3.40847306
517155,C2AK58,Cl 2A entre Kr 58 y 60,-76.55162000,3.40723556
517156,C2K66A,Cl 2 entre Kr 66A y 66B,-76.55324611,3.39680500
517159,C1CK70,Cl 1C entre Kr 70 y 71 Polideportivo,-76.55382306,3.39275583
517162,C3K67,Cl 3 entre Kr 67 y 66B,-76.54979611,3.39661000
517165,C3K69,Cl 3 entre Kr 69 y 68,-76.54952444,3.39470944
517166,K55BC3,Kr 55B entre Cl 3 y 1A,-76.55062083,3.41054167
517167,C3K61A,Cl 3 entre Kr 62 y 61A,-76.54975194,3.40464556
517168,K56C3,Kr 56 entre Cl 3 y 1B,-76.55188000,3.40955167
517169,K56C1B,Kr 56 entre Cl 3 y 1B,-76.55397056,3.40981528
517171,K39C5Y4,Kr 39 entre Cl 5 y 4,-76.54770222,3.42458917
517172,K39C2A,Kr 39 entre Cl 2A y 2,-76.55083000,3.42513639
517173,K56C8OE,Kr 56 entre Cl 7 Oe y 8 Oe,-76.56062639,3.41128583
517174,C13OC55A,Cl 13 Oe entre Kr 55A y 56,-76.56433139,3.40920889
517176,K56C2OE,Kr 56 entre Cl 2 Oe y 1A Oe,-76.55677417,3.41089611
517177,C1K561,Cl 1 entre Kr 56 y 55,-76.55563694,3.41114250
517178,K56C6A,Kr 56 entre Cl 6A y 5,-76.54621806,3.40869778
517179,K56C8O1,Kr 56 entre Cl 7 Oe y 8 Oe Vivero,-76.56276694,3.40976917
517180,K56BC1,Kr 56 Barrio Cañaveral 1,-76.56655639,3.40929611
517183,K56IDEAS,Colegio Ideas Crucerito,-76.57165250,3.40984417
517184,C13OEPPC,Kr 13 Oe Entrada Ppal Cementerio,-76.57035417,3.40821139
517185,K56BC2,Kr 56 Barrio Cañaveral 2,-76.56745778,3.40854083
517186,K56BC3,Kr 56 Barrio Cañaveral 3,-76.56623056,3.40952806
517187,K56C8O2,Kr 56 entre Cl 8 Oe y 7 Oe,-76.56252028,3.40985222
517188,K56C8O3,Kr 56 entre Cl 8 Oe y 7 Oe,-76.55980250,3.41179361
517189,K56C5OE,Kr 56 entre Cl 5 Oe y 3 Oe,-76.55803306,3.41176861
517190,C6KDG24,Cl 6 entre Kr 36 y Dg 24,-76.54018500,3.42596500
517195,K42C5,Kr 42 entre Cl 5 y 3A,-76.54872583,3.42261472
517196,K42C2A,Kr 42 entre Cl 2A y 2,-76.55123389,3.42341222
517200,K66C101,Kr 66 entre C10 y 9A,-76.54333417,3.39820500
517203,D51C13AO,Dg 51 entre Cl 13A Oe y 14 Oe,-76.56291028,3.41341139
517204,D51C14O,Dg 51 entre Cl 14 Oe y 13A Oe,-76.56344833,3.41283917
517205,D51K54D,Dg 51 entre Kr 54D y 53,-76.56141194,3.41463583
517208,C6K37A,Cl 6 entre 37A y 38,-76.54112000,3.42376833
517209,K50C5,Kr 50 entre Cl 5 y 6,-76.54628833,3.41462722
517210,K50C53,Kr 50 entre Cl 53 y 53A,-76.54395750,3.41293694
517211,C6K39T5,Cl 6 entre Kr 39 y Tr 5,-76.54208500,3.42159333
517212,K56C9C,Kr 56 entre Cl 9C y 9B,-76.54115944,3.40706111
517213,K56C9,Kr 56 entre Cl 9 y 10,-76.54151278,3.40700194
517214,K56C5Y3,Kr 56 entre Cl 5 y 3,-76.54835667,3.40911333
517215,C6K44,Cl 6 entre Kr 44 y 45A,-76.54405000,3.41720167
517216,C13OECJR,Cl 13 Oe Cementerio Jardines del Recuerd,-76.57060694,3.40830667
517217,K56IDEA1,Colegio Ideas Crucerito 1,-76.57163028,3.41003556
517218,SIRENA1,Via la sirena Quebrada las Pilas,-76.57268500,3.40960306
517219,SIRENA2,La Sirena Fin de Ruta,-76.57516250,3.40765000
517221,SIRENA4,Via la sirena Quebrada las Pilas 2,-76.57281306,3.40947083
517222,C7OK52,Cl 7 Oe entre Kr 52 y 51A,-76.55928500,3.41701889
517223,C7OK51A,Cl 7 Oe entre Kr 51A y 52,-76.56029333,3.41676472
517224,D51C14OE,Dg 51 con Cl 14 Oe Cementerio Jardines d,-76.56603667,3.41229750
517225,D51C14E,Dg 51 con Cl 14 Oe Escuela de Carabinero,-76.56599111,3.41224417
517226,K70C1C,Kr 70 entre Cl 1C y 2B,-76.55330278,3.39331306
517227,K70C2C,Kr 70 entre Cl 2C y 3,-76.55034972,3.39370111
517228,C1K55,Cl 1 entre Kr 55 y 54,-76.55557306,3.41279472
517229,PUEROJ,Via la sirena Puente Rojo,-76.57469750,3.40874167
517230,PUEROJ1,Via la sirena Puente Rojo 1,-76.57467611,3.40862028
517231,C1K56,Calle 1 entre Carrera 56 y 59,-76.55575972,3.40892278
517232,C1K562,Cl 1 entre Kr 59 y 56,-76.55565333,3.40879028
517245,K73C3C,Kr 73 entre Cl 3 y 3C,-76.54829750,3.39158833
517246,C4K73,Cl 4 entre Kr 73 y 72,-76.54652083,3.39252389
517247,C3K73,Cl 3 entre Kr 73 y 70,-76.54924389,3.39238333
517248,K52C1,Kr 52 con Cl 1,-76.55529139,3.41639833
517249,K73C4,Kr 73 entre Cl 4 y 3B,-76.54793167,3.39172639
517250,K73C3,Kr 73 entre Cl 3 y 2C,-76.54961444,3.39148167
517251,C2AK73B,Cl 2A entre Kr 73B y 73C,-76.55152139,3.39039583
517252,K74C2,Kr 74 entre Cl 2 y 1C,-76.55363417,3.39022611
517253,C1CK73,Cl 1C entre Kr 73 y 72,-76.55377611,3.39154000
517254,K70C1B,Kr 70 entre Cl 1B y 1A,-76.55522722,3.39303889
517255,K70C1A,Kr 70 entre Cl 1A y 1C,-76.55540806,3.39291389
517256,K70C3C,Kr 70 entre Cl 3C y 4,-76.54761028,3.39410250
517257,C5K39,Cl 5 entre Kr 39 y 40,-76.54699556,3.42396083
517258,C5K34A,Cl 5 entre Kr 34A y 35,-76.54332472,3.43182139
517259,C5K36,Cl 5 entre Kr 36 y 37A,-76.54450944,3.42958944
517261,K66C6,Kra 66 entre Cl 6 y 5,-76.54561667,3.39819861
517262,K66C5,Kra 66 entre Cl 5 y 4,-76.54698000,3.39816833
517263,K66C3A,Kra 66 entre Cl 3A y 3,-76.54969778,3.39819722
517264,K66C2B,Kra 66 entre Cl 2B y 2A,-76.55183333,3.39821500
517265,K66C2,Kra 66 con Cl 2,-76.55370083,3.39843083
517266,K66C21,Kra 66 con Cl 2,-76.55384889,3.39834472
517267,K66C2D,Kra 66 entre Cl 2B y 2DA,-76.55102778,3.39808111
517268,K66C5A,Kra 66 entre Cl 5 y 5A,-76.54591639,3.39803333
517269,C1K42A,Cl 1 entre Kr 42A y 43A,-76.55305611,3.42300528
518001,C8K141,Cl 8 entre Kr 14 y 14A,-76.53428500,3.44262000
518003,K39D301,Kr 39 entre Dg 30 y Cl 34C,-76.50895222,3.42001083
518004,K39C31,Kr 39 entre Cl 31 y 29,-76.51464139,3.41968667
518005,K39C312,Kr 39 entre Cl 31A y 32,-76.51380778,3.41946472
518006,K39C32A,Kr 39 entre Cl 32A y 32,-76.51201917,3.41983806
518009,K39C261,Kr 39 entre Cl 26A y 26,-76.51996306,3.41937389
518010,K39C262,Kr 39 entre Cl 25 y 26,-76.52055111,3.41907000
518012,K39C372,Kr 39 entre Cl 37 y 38,-76.50756861,3.41859833
518013,K39C29,Kr 39 entre Cl 29 y 30,-76.51583556,3.41936611
518016,K23C26B,Kr 23 entre Cl 26B y T25,-76.51619667,3.43585667
518018,K23C33C1,Kr 23 entre Cl 33C y D23,-76.51214500,3.43708833
518019,K23T29,Kr 23 entre Tr 29 y C33B,-76.51204667,3.43658250
518020,K23C33F,Kr 23 entre Cl 33F y 33C,-76.50925611,3.43782056
518021,K23C33C,Kr 23 entre Cl 33C y 33F,-76.50875667,3.43748333
518022,K23C361,Kr 23 entre Cl 36 y 34,-76.50675667,3.43862833
518023,K23C36,Kr 23 entre Cl 36 y 38,-76.50600500,3.43834333
518024,K23C40,Kr 23 entre Cl 41 y 39,-76.50491028,3.43921583
518025,K23C39,Kr 23 entre Cl 39 y 41,-76.50454000,3.43884833
518027,K23C43,Kr 23 entre Cl 43 y 44,-76.50191667,3.43975500
518028,K23C54,Kr 23 entre Cl 54 y 55,-76.49741278,3.44130167
518029,K23C60,Kr 23 entre Cl 60 y 61,-76.49348083,3.44273000
518030,C70D15,Cl 70 entre Dg 15 y 13,-76.48936889,3.44575250
518031,C52K20,Cl 52 entre Kr 20 y 22,-76.49946333,3.44193667
518032,C27K361,Cl 27 entre Kr 35 y 36,-76.51734333,3.42115889
518033,C27K362,Cl 27 entre Kr 36 y 35,-76.51718000,3.42104111
518034,C27K33A1,Cl 27 entre Kr 33 y 33B,-76.51722833,3.42281333
518035,C27K33A2,Cl 27 entre Kr 33A y 33,-76.51706472,3.42261028
518036,C27K31A1,Cl 27 entre Kr 31 y 31B,-76.51703056,3.42578722
518037,C27K31A2,Cl 27 entre Kr 31A y 31,-76.51683500,3.42597778
518045,C28T251,Cl 28 entre Tr 25 y 25C,-76.51474528,3.43463611
518046,C28K24B1,Cl 28 entre Kr 24B y 25,-76.51637333,3.43242167
518049,C70K26E2,Cl 70 entre Kr 26E y 26D,-76.49423500,3.43644167
518050,C70K26J,Cl 70 entre Kr 26J y 26K,-76.49641833,3.43393361
518051,C70D69,Cl 70 entre Dg 69 y 70,-76.49550667,3.43409667
518057,C70T28E,Cl 70 entre Tr 28E y 28D,-76.50098056,3.42590694
518058,C70K29,Cl 70 entre Kr 29 y 29A,-76.50324083,3.42432417
518060,C70K32,Cl 70 entre Kr 32 y 32B,-76.50524528,3.42247611
518061,C70K32A2,Cl 70 entre Kr 32A y32,-76.50471083,3.42236333
518063,C70K39,Cl 70 entre Kr 39 y 36,-76.50741361,3.41976167
518065,D30K33A1,Dg 30 entre Kr 33A y 33C,-76.50725972,3.42215278
518069,K32C34,Kr 32 entre Cl 34 y 35,-76.50854500,3.42429500
518071,K32C32,Kr 32 entre Cl 32 y 32A,-76.51128500,3.42464667
518074,K39C19,Kr 39 entre Cl 19 y 18 Occidental,-76.52273333,3.41908500
518075,K23C28A,Kr 23 entre Cl 28A y 28,-76.51498639,3.43648556
518076,K23C53,Kr 23 entre Cl 54 y 53,-76.49724472,3.44182000
518077,K23C49,Kr 23 entre Cl 49 y 48,-76.50100667,3.44057222
518082,K23T251,Kr 23 entre Tr 25 y Cl 25,-76.51699389,3.43620111
518083,C27K27,Cl 27 entre Kr 28 y 27,-76.51661167,3.42942111
518084,C27K25B,Cl 27 Kr 25B y 25A,-76.51638639,3.43150889
518085,C28K23C,Cl 28 entre Kr 23C y 23B,-76.51480333,3.43422222
518089,C32K31A,Cl 32entre Kr 31A y 31,-76.51188639,3.42540750
518090,C32K29AB,Cl 32 entre Kr 29A Bis y 29A,-76.51174583,3.42752861
518092,T29K26,Tr 29 entre Kr26 y 25,-76.51012222,3.43321694
518093,T29K24E,Tr 29 entre Kr 24E y 24B,-76.51188056,3.43497833
518097,T30C29,Tr 30 con Cl 29,-76.51640056,3.44290056
518098,T30C17F,Tr 30 entre Kr 17F y Dg 19,-76.51436167,3.43951139
518101,C44K29,Cl 44 entre Kr 29 y 29A,-76.50539583,3.42634861
518105,T30C17D,Tr 30 entre Kr 17D y 17F,-76.51501222,3.44098833
518109,C32K33C,Cl 32 entre Kr 33C y 33B,-76.51215444,3.42220056
518111,D22T25,Dg 22 entre Tr 25 y 26,-76.51420889,3.43511333
518112,C33CK24B,Cl 33C entre Kr 24B y 24C,-76.50983667,3.43564611
518113,C33CK25,Cl 33C entre Kr 25 y 26,-76.50924889,3.43347944
518114,K27C33E,Kr 27 entre Cl 33E y 33H,-76.50747222,3.43294139
518115,K27C34,Kr 27 entre Cl 34 y 36,-76.50525611,3.43349278
518116,K27C36A,Kr 27 entre Cl 36A y Dg 28B,-76.50309944,3.43362111
518117,K27C44,Kr 27 entre Cl 44 y 49,-76.50122639,3.43267139
