Hora,Hora_mat,Veh_ida,Veh_vuelta
06:00,21600,E31_1,E31_207
06:04,21894,E31_2,E31_208
06:09,22188,E31_3,E31_209
06:14,22482,E31_4,E31_210
06:19,22776,E31_5,E31_211
06:24,23070,E31_6,E31_212
06:29,23364,E31_7,E31_213
06:34,23658,E31_8,E31_214
06:39,23952,E31_9,E31_215
06:44,24246,E31_10,E31_216
06:49,24540,E31_11,E31_217
06:53,24834,E31_12,E31_218
06:58,25128,E31_13,E31_219
07:03,25422,E31_14,E31_220
07:08,25716,E31_15,E31_221
07:13,26010,E31_16,E31_222
07:18,26304,E31_17,E31_223
07:23,26598,E31_18,E31_224
07:28,26892,E31_19,E31_225
07:33,27186,E31_20,E31_226
07:38,27480,E31_21,E31_227
07:42,27774,E31_22,E31_228
07:47,28068,E31_23,E31_229
07:52,28362,E31_24,E31_230
07:57,28656,E31_25,E31_231
08:02,28950,E31_26,E31_232
08:09,29388,E31_27,E31_233
08:17,29826,E31_28,E31_234
08:24,30264,E31_29,E31_235
08:31,30702,E31_30,E31_236
08:39,31140,E31_31,E31_237
08:46,31578,E31_32,E31_238
08:53,32016,E31_33,E31_239
09:00,32454,E31_34,E31_240
09:10,33039,E31_35,E31_241
09:20,33624,E31_36,E31_242
09:30,34209,E31_37,E31_243
09:39,34794,E31_38,E31_244
09:49,35379,E31_39,E31_245
09:59,35964,E31_40,E31_246
10:09,36549,E31_41,E31_247
10:18,37134,E31_42,E31_248
10:28,37719,E31_43,E31_249
10:38,38304,E31_44,E31_250
10:48,38889,E31_45,E31_251
10:57,39474,E31_46,E31_252
11:07,40074,E31_47,E31_253
11:17,40674,E31_48,E31_254
11:27,41274,E31_49,E31_255
11:37,41874,E31_50,E31_256
11:47,42474,E31_51,E31_257
11:57,43074,E31_52,E31_258
12:07,43674,E31_53,E31_259
12:17,44274,E31_54,E31_260
12:27,44874,E31_55,E31_261
12:37,45474,E31_56,E31_262
12:47,46074,E31_57,E31_263
12:57,46674,E31_58,E31_264
13:07,47274,E31_59,E31_265
13:17,47874,E31_60,E31_266
13:27,48474,E31_61,E31_267
13:37,49074,E31_62,E31_268
13:47,49674,E31_63,E31_269
13:57,50274,E31_64,E31_270
14:07,50859,E31_65,E31_271
14:17,51444,E31_66,E31_272
14:27,52029,E31_67,E31_273
14:36,52614,E31_68,E31_274
14:46,53199,E31_69,E31_275
14:56,53784,E31_70,E31_276
15:06,54369,E31_71,E31_277
15:15,54954,E31_72,E31_278
15:25,55539,E31_73,E31_279
15:35,56124,E31_74,E31_280
15:45,56709,E31_75,E31_281
15:54,57294,E31_76,E31_282
16:04,57879,E31_77,E31_283
16:12,58353,E31_78,E31_284
16:20,58827,E31_79,E31_285
16:28,59301,E31_80,E31_286
16:36,59775,E31_81,E31_287
16:44,60249,E31_82,E31_288
16:52,60723,E31_83,E31_289
16:59,61197,E31_84,E31_290
17:04,61488,E31_85,E31_291
17:09,61779,E31_86,E31_292
17:14,62070,E31_87,E31_293
17:19,62361,E31_88,E31_294
17:24,62652,E31_89,E31_295
17:29,62943,E31_90,E31_296
17:33,63234,E31_91,E31_297
17:38,63525,E31_92,E31_298
17:43,63816,E31_93,E31_299
17:48,64107,E31_94,E31_300
17:53,64398,E31_95,E31_301
17:58,64689,E31_96,E31_302
18:03,64980,E31_97,E31_303
18:07,65271,E31_98,E31_304
18:12,65562,E31_99,E31_305
18:17,65853,E31_100,E31_306
18:22,66144,E31_101,E31_307
18:27,66435,E31_102,E31_308
18:32,66726,E31_103,E31_309
18:36,67017,E31_104,E31_310
18:41,67308,E31_105,E31_311
18:46,67599,E31_106,E31_312
18:51,67890,E31_107,E31_313
18:56,68181,E31_108,E31_314
19:01,68472,E31_109,E31_315
19:08,68937,E31_110,E31_316
19:16,69402,E31_111,E31_317
19:24,69867,E31_112,E31_318
19:32,70332,E31_113,E31_319
19:39,70797,E31_114,E31_320
19:47,71262,E31_115,E31_321
19:55,71727,E31_116,E31_322
20:03,72192,E31_117,E31_323
