ID,LINEA,SENTIDO,PUNTO_INI,INI_LONGITUDE,INI_LATITUDE,PUNTO_FIN,FIN_LONGITUDE,FIN_LATITUDE,CONCAT_SHT,LENGTH
1,A02,Ida,C9K15,-76.53318861,3.44231083,C9K12,-76.5332325,3.44472972,C9K15-C9K12,260
2,A02,Ida,C9K12,-76.5332325,3.44472972,C9K8,-76.53400056,3.44949056,C9K12-C9K8,508
3,A02,Ida,C9K8,-76.53400056,3.44949056,K4C9,-76.5348625,3.45110417,C9K8-K4C9,242
4,A02,Ida,K4C9,-76.5348625,3.45110417,K4C5,-76.53802944,3.44960139,K4C9-K4C5,351
5,A02,Ida,K4C5,-76.53802944,3.44960139,K3C1OE,-76.54140083,3.44969611,K4C5-K3C1OE,405
6,A02,Ida,K3C1OE,-76.54140083,3.44969611,K2C2OE,-76.54239944,3.45083889,K3C1OE-K2C2OE,220
7,A02,Ida,K2C2OE,-76.54239944,3.45083889,A4NC5,-76.54614361,3.45380278,K2C2OE-A4NC5,624
8,A02,Ida,A4NC5,-76.54614361,3.45380278,A4NC6,-76.54863861,3.45444972,A4NC5-A4NC6,338
9,A02,Ida,A4NC6,-76.54863861,3.45444972,C7OEAV1,-76.54957278,3.45327,A4NC6-C7OEAV1,222
10,A02,Ida,C7OEAV1,-76.54957278,3.45327,K1C9OE,-76.55072389,3.45201361,C7OEAV1-K1C9OE,310
11,A02,Ida,K1C9OE,-76.55072389,3.45201361,K1C11OE,-76.55344833,3.45068861,K1C9OE-K1C11OE,337
12,A02,Ida,K1C11OE,-76.55344833,3.45068861,K2OEC14,-76.55675944,3.447825,K1C11OE-K2OEC14,523
13,A02,Ida,K2OEC14,-76.55675944,3.447825,AV2OE,-76.55883028,3.44707056,K2OEC14-AV2OE,249
14,A02,Ida,AV2OE,-76.55883028,3.44707056,AV2OEC20,-76.56153583,3.44764917,AV2OE-AV2OEC20,311
15,A02,Ida,AV2OEC20,-76.56153583,3.44764917,AV2OEATE,-76.56373722,3.44793167,AV2OEC20-AV2OEATE,250
16,A02,Vuelta,AV2OEATE,-76.56373722,3.44793167,AV2OC201,-76.56176583,3.44761583,AV2OEATE-AV2OC201,426
17,A02,Vuelta,AV2OC201,-76.56176583,3.44761583,AV2OEBEL,-76.55918056,3.44703694,AV2OC201-AV2OEBEL,298
18,A02,Vuelta,AV2OEBEL,-76.55918056,3.44703694,K2OEC141,-76.55651,3.44791056,AV2OEBEL-K2OEC141,320
19,A02,Vuelta,K2OEC141,-76.55651,3.44791056,K2C13OE,-76.55392833,3.44956556,K2OEC141-K2C13OE,418
20,A02,Vuelta,K2C13OE,-76.55392833,3.44956556,K2C11OE,-76.55094111,3.45099,K2C13OE-K2C11OE,367
21,A02,Vuelta,K2C11OE,-76.55094111,3.45099,K2C8OE,-76.54887278,3.45178556,K2C11OE-K2C8OE,250
22,A02,Vuelta,K2C8OE,-76.54887278,3.45178556,C5OEK1A,-76.54669139,3.4530925,K2C8OE-C5OEK1A,554
23,A02,Vuelta,C5OEK1A,-76.54669139,3.4530925,K1C5OE,-76.54495556,3.45056472,C5OEK1A-K1C5OE,402
24,A02,Vuelta,K1C5OE,-76.54495556,3.45056472,A1K2,-76.54231306,3.45108306,K1C5OE-A1K2,302
25,A02,Vuelta,A1K2,-76.54231306,3.45108306,K1C2A,-76.53986917,3.45042083,A1K2-K1C2A,303
26,A02,Vuelta,K1C2A,-76.53986917,3.45042083,C5K6Y9,-76.53693167,3.44742833,K1C2A-C5K6Y9,567
27,A02,Vuelta,C5K6Y9,-76.53693167,3.44742833,C5K14Y13,-76.536535,3.444355,C5K6Y9-C5K14Y13,959
28,A02,Vuelta,C5K14Y13,-76.536535,3.444355,K10C7,-76.53459611,3.44648028,C5K14Y13-K10C7,410
29,A02,Vuelta,K10C7,-76.53459611,3.44648028,C10K10,-76.53263528,3.44650806,K10C7-C10K10,255
30,A02,Vuelta,C10K10,-76.53263528,3.44650806,C10K13,-76.53220611,3.44368472,C10K10-C10K13,287
31,A02,Vuelta,C10K13,-76.53220611,3.44368472,C9K15,-76.53318861,3.44231083,C10K13-C9K15,321
32,A03,Ida,C5K19,-76.53711417,3.44053417,K23C5,-76.53817167,3.43909333,C5K19-K23C5,239
33,A03,Ida,K23C5,-76.53817167,3.43909333,K23C2,-76.54066333,3.44064583,K23C5-K23C2,291
34,A03,Ida,K23C2,-76.54066333,3.44064583,K24CC4OE,-76.54412417,3.44097694,K23C2-K24CC4OE,403
35,A03,Ida,K24CC4OE,-76.54412417,3.44097694,K24CC6,-76.54588139,3.44189778,K24CC4OE-K24CC6,226
36,A03,Ida,K24CC6,-76.54588139,3.44189778,K24CC61,-76.54818972,3.44286056,K24CC6-K24CC61,281
37,A03,Ida,K24CC61,-76.54818972,3.44286056,K14C9,-76.54797167,3.44433,K24CC61-K14C9,259
38,A03,Ida,K14C9,-76.54797167,3.44433,K14C6,-76.54538667,3.44421667,K14C9-K14C6,301
39,A03,Ida,K14C6,-76.54538667,3.44421667,K14C3,-76.54249083,3.44343583,K14C6-K14C3,345
40,A03,Ida,K14C3,-76.54249083,3.44343583,C1K13A,-76.54127917,3.44420583,K14C3-C1K13A,219
41,A03,Ida,C1K13A,-76.54127917,3.44420583,K14C2Y2A,-76.54034472,3.44341417,C1K13A-K14C2Y2A,231
42,A03,Ida,K14C2Y2A,-76.54034472,3.44341417,K14C31,-76.53860361,3.44374083,K14C2Y2A-K14C31,199
43,A03,Ida,K14C31,-76.53860361,3.44374083,C5K15,-76.5367725,3.44262028,K14C31-C5K15,297
44,A03,Ida,C5K15,-76.5367725,3.44262028,C5K19,-76.53711417,3.44053417,C5K15-C5K19,266
45,A04,Ida,C4BK27,-76.54219111,3.43393222,K34C4,-76.54462667,3.434605,C4BK27-K34C4,337
46,A04,Ida,K34C4,-76.54462667,3.434605,C3OK34,-76.54539639,3.43667528,K34C4-C3OK34,277
47,A04,Ida,C3OK34,-76.54539639,3.43667528,K27C4,-76.54581889,3.43810417,C3OK34-K27C4,180
48,A04,Ida,K27C4,-76.54581889,3.43810417,K27C5O,-76.54679444,3.43966083,K27C4-K27C5O,217
49,A04,Ida,K27C5O,-76.54679444,3.43966083,K27C9O2,-76.54847861,3.44337944,K27C5O-K27C9O2,466
50,A04,Ida,K27C9O2,-76.54847861,3.44337944,K6C8O,-76.54723861,3.44532806,K27C9O2-K6C8O,368
51,A04,Ida,K6C8O,-76.54723861,3.44532806,K4C6O,-76.54714806,3.44693139,K6C8O-K4C6O,1174
52,A04,Ida,K4C6O,-76.54714806,3.44693139,K4C8O2,-76.54865,3.44687167,K4C6O-K4C8O2,166
53,A04,Ida,K4C8O2,-76.54865,3.44687167,K4C11O,-76.55056528,3.44617639,K4C8O2-K4C11O,260
54,A04,Ida,K4C11O,-76.55056528,3.44617639,K4C12AO,-76.55279972,3.44522111,K4C11O-K4C12AO,273
55,A04,Ida,K4C12AO,-76.55279972,3.44522111,C13OK15,-76.55386528,3.44360083,K4C12AO-C13OK15,277
56,A04,Ida,C13OK15,-76.55386528,3.44360083,C14OK24B,-76.55283722,3.44206806,C13OK15-C14OK24B,283
57,A04,Ida,C14OK24B,-76.55283722,3.44206806,C14OK23C,-76.55206472,3.44155889,C14OK24B-C14OK23C,109
58,A04,Vuelta,C14OK23C,-76.55206472,3.44155889,C14OK24C,-76.55232389,3.4419675,C14OK23C-C14OK24C,135
59,A04,Vuelta,C14OK24C,-76.55232389,3.4419675,C14OK15,-76.55394528,3.443345,C14OK24C-C14OK15,294
60,A04,Vuelta,C14OK15,-76.55394528,3.443345,K4C13O,-76.5527275,3.44518722,C14OK15-K4C13O,316
61,A04,Vuelta,K4C13O,-76.5527275,3.44518722,K4C12O,-76.55047222,3.44616611,K4C13O-K4C12O,276
62,A04,Vuelta,K4C12O,-76.55047222,3.44616611,K4C9O,-76.54869667,3.44681417,K4C12O-K4C9O,246
63,A04,Vuelta,K4C9O,-76.54869667,3.44681417,K4C7O,-76.54733944,3.4468425,K4C9O-K4C7O,150
64,A04,Vuelta,K4C7O,-76.54733944,3.4468425,K6C8O1,-76.54794833,3.44542056,K4C7O-K6C8O1,412
65,A04,Vuelta,K6C8O1,-76.54794833,3.44542056,K27C9O1,-76.54849889,3.44306194,K6C8O1-K27C9O1,347
66,A04,Vuelta,K27C9O1,-76.54849889,3.44306194,C5OK24E,-76.5474325,3.44025833,K27C9O1-C5OK24E,338
67,A04,Vuelta,C5OK24E,-76.5474325,3.44025833,K27C5OE,-76.54590972,3.43822056,C5OK24E-K27C5OE,294
68,A04,Vuelta,K27C5OE,-76.54590972,3.43822056,K27C3O,-76.5449925,3.43665528,K27C5OE-K27C3O,203
69,A04,Vuelta,K27C3O,-76.5449925,3.43665528,K27C3,-76.54366444,3.43543944,K27C3O-K27C3,201
70,A04,Vuelta,K27C3,-76.54366444,3.43543944,C4BK27,-76.54219111,3.43393222,K27C3-C4BK27,291
71,A05,Ida,L.AMERI1,-76.52530833,3.46351667,VERSALL1,-76.52710167,3.46115167,L.AMERI1-VERSALL1,331
72,A05,Ida,VERSALL1,-76.52710167,3.46115167,A1NC10,-76.53427833,3.45501167,VERSALL1-A1NC10,1076
73,A05,Ida,A1NC10,-76.53427833,3.45501167,A1NC71,-76.53710333,3.45182667,A1NC10-A1NC71,494
74,A05,Ida,A1NC71,-76.53710333,3.45182667,A4NC3,-76.54405167,3.45142917,A1NC71-A4NC3,871
75,A05,Ida,A4NC3,-76.54405167,3.45142917,A4NC5,-76.54614361,3.45380278,A4NC3-A4NC5,405
76,A05,Ida,A4NC5,-76.54614361,3.45380278,A4NC6,-76.54863861,3.45444972,A4NC5-A4NC6,338
77,A05,Ida,A4NC6,-76.54863861,3.45444972,C7OEAV1,-76.54957278,3.45327,A4NC6-C7OEAV1,222
78,A05,Vuelta,C7OEAV1,-76.54957278,3.45327,K1C7OE,-76.54798944,3.45359833,C7OEAV1-K1C7OE,247
79,A05,Vuelta,K1C7OE,-76.54798944,3.45359833,C5OEK1A,-76.54669139,3.4530925,K1C7OE-C5OEK1A,240
80,A05,Vuelta,C5OEK1A,-76.54669139,3.4530925,K1C5OE,-76.54495556,3.45056472,C5OEK1A-K1C5OE,402
81,A05,Vuelta,K1C5OE,-76.54495556,3.45056472,A1K2,-76.54231306,3.45108306,K1C5OE-A1K2,302
82,A05,Vuelta,A1K2,-76.54231306,3.45108306,K1C2A,-76.53986917,3.45042083,A1K2-K1C2A,303
83,A05,Vuelta,K1C2A,-76.53986917,3.45042083,A2NA1,-76.5392125,3.4519675,K1C2A-A2NA1,606
84,A05,Vuelta,A2NA1,-76.5392125,3.4519675,C8AV3,-76.53677583,3.454055,A2NA1-C8AV3,475
85,A05,Vuelta,C8AV3,-76.53677583,3.454055,A4NC10,-76.5353625,3.45518333,C8AV3-A4NC10,200
86,A05,Vuelta,A4NC10,-76.5353625,3.45518333,A6NC13,-76.53353667,3.45739,A4NC10-A6NC13,342
87,A05,Vuelta,A6NC13,-76.53353667,3.45739,A6NC16,-76.53129,3.460475,A6NC13-A6NC16,397
88,A05,Vuelta,A6NC16,-76.53129,3.460475,A4NC21,-76.52786667,3.46161,A6NC16-A4NC21,641
89,A05,Vuelta,A4NC21,-76.52786667,3.46161,A4NC23,-76.52638722,3.46396056,A4NC21-A4NC23,319
90,A05,Vuelta,A4NC23,-76.52638722,3.46396056,L.AMERI1,-76.52530833,3.46351667,A4NC23-L.AMERI1,424
94,A06,Ida,C9K14A,-76.53318889,3.44284028,C9K8,-76.53400056,3.44949056,C9K14A-C9K8,747
95,A06,Ida,C9K8,-76.53400056,3.44949056,K4C9,-76.5348625,3.45110417,C9K8-K4C9,242
96,A06,Ida,K4C9,-76.5348625,3.45110417,K4C5,-76.53802944,3.44960139,K4C9-K4C5,351
97,A06,Ida,K4C5,-76.53802944,3.44960139,K3C1OE,-76.54140083,3.44969611,K4C5-K3C1OE,405
98,A06,Ida,K3C1OE,-76.54140083,3.44969611,K2C2OE,-76.54239944,3.45083889,K3C1OE-K2C2OE,220
99,A06,Ida,K2C2OE,-76.54239944,3.45083889,A4NC3,-76.54405167,3.45142917,K2C2OE-A4NC3,222
100,A06,Ida,A4NC3,-76.54405167,3.45142917,A4NC5,-76.54614361,3.45380278,A4NC3-A4NC5,405
101,A06,Ida,A4NC5,-76.54614361,3.45380278,A4OEC5,-76.5481925,3.45532472,A4NC5-A4OEC5,300
102,A06,Ida,A4OEC5,-76.5481925,3.45532472,A15OEC7,-76.54958222,3.45799556,A4OEC5-A15OEC7,355
103,A06,Ida,A15OEC7,-76.54958222,3.45799556,A15OEC9A,-76.55101917,3.45950528,A15OEC7-A15OEC9A,231
104,A06,Ida,A15OEC9A,-76.55101917,3.45950528,A15OC9A2,-76.55322139,3.46018444,A15OEC9A-A15OC9A2,274
105,A06,Ida,A15OC9A2,-76.55322139,3.46018444,PRAUSA1,-76.55562056,3.45965944,A15OC9A2-PRAUSA1,272
106,A06,Ida,PRAUSA1,-76.55562056,3.45965944,C11OEK15,-76.55908472,3.46191722,PRAUSA1-C11OEK15,472
107,A06,Ida,C11OEK15,-76.55908472,3.46191722,C14OEK12,-76.55998139,3.46131889,C11OEK15-C14OEK12,191
108,A06,Ida,C14OEK12,-76.55998139,3.46131889,A9OE,-76.5614,3.45960972,C14OEK12-A9OE,256
109,A06,Ida,A9OE,-76.5614,3.45960972,A9OE2,-76.56317056,3.4575775,A9OE-A9OE2,303
110,A06,Ida,A9OE2,-76.56317056,3.4575775,A9AOE22A,-76.5646125,3.455775,A9OE2-A9AOE22A,273
111,A06,Ida,A9AOE22A,-76.5646125,3.455775,A9AOE24,-76.56520722,3.4559325,A9AOE22A-A9AOE24,68
112,A06,Ida,A9AOE24,-76.56520722,3.4559325,A9AOE241,-76.5655325,3.455865,A9AOE24-A9AOE241,107
113,A06,Vuelta,A9AOE241,-76.5655325,3.455865,A9AOE23B,-76.56439,3.45561722,A9AOE241-A9AOE23B,129
114,A06,Vuelta,A9AOE23B,-76.56439,3.45561722,A9OE1,-76.56279889,3.45778389,A9AOE23B-A9OE1,313
115,A06,Vuelta,A9OE1,-76.56279889,3.45778389,A9OE3,-76.56087111,3.460115,A9OE1-A9OE3,339
116,A06,Vuelta,A9OE3,-76.56087111,3.460115,C14OK121,-76.55997333,3.4607725,A9OE3-C14OK121,125
117,A06,Vuelta,C14OK121,-76.55997333,3.4607725,C11OK15A,-76.55905861,3.46155667,C14OK121-C11OK15A,264
118,A06,Vuelta,C11OK15A,-76.55905861,3.46155667,PRAUSA2,-76.55552361,3.45951556,C11OK15A-PRAUSA2,470
119,A06,Vuelta,PRAUSA2,-76.55552361,3.45951556,A15OC9A1,-76.55323972,3.46005333,PRAUSA2-A15OC9A1,260
120,A06,Vuelta,A15OC9A1,-76.55323972,3.46005333,A15OC9A3,-76.5513575,3.45964389,A15OC9A1-A15OC9A3,230
121,A06,Vuelta,A15OC9A3,-76.5513575,3.45964389,A15OEC71,-76.54968583,3.45784667,A15OC9A3-A15OEC71,272
122,A06,Vuelta,A15OEC71,-76.54968583,3.45784667,A40OEC51,-76.5481375,3.45514694,A15OEC71-A40OEC51,362
123,A06,Vuelta,A40OEC51,-76.5481375,3.45514694,C7OEAV1,-76.54957278,3.45327,A40OEC51-C7OEAV1,358
124,A06,Vuelta,C7OEAV1,-76.54957278,3.45327,C5OEK1A,-76.54669139,3.4530925,C7OEAV1-C5OEK1A,418
125,A06,Vuelta,C5OEK1A,-76.54669139,3.4530925,K1C5OE,-76.54495556,3.45056472,C5OEK1A-K1C5OE,402
126,A06,Vuelta,K1C5OE,-76.54495556,3.45056472,A1K2,-76.54231306,3.45108306,K1C5OE-A1K2,302
127,A06,Vuelta,A1K2,-76.54231306,3.45108306,K1C2A,-76.53986917,3.45042083,A1K2-K1C2A,303
128,A06,Vuelta,K1C2A,-76.53986917,3.45042083,C5K5,-76.53725333,3.44856333,K1C2A-C5K5,432
129,A06,Vuelta,C5K5,-76.53725333,3.44856333,K10C7,-76.53459611,3.44648028,C5K5-K10C7,467
130,A06,Vuelta,K10C7,-76.53459611,3.44648028,C10K10,-76.53263528,3.44650806,K10C7-C10K10,255
131,A06,Vuelta,C10K10,-76.53263528,3.44650806,C9K14A,-76.53318889,3.44284028,C10K10-C9K14A,677
135,A11,Ida,UNIV3,-76.52896,3.36682167,C25UAUT,-76.52350167,3.35325056,UNIV3-C25UAUT,1768
136,A11,Ida,C25UAUT,-76.52350167,3.35325056,C25K1251,-76.52466528,3.33829056,C25UAUT-C25K1251,1684
137,A11,Ida,C25K1251,-76.52466528,3.33829056,K127C36,-76.52475333,3.33503833,C25K1251-K127C36,426
138,A11,Ida,K127C36,-76.52475333,3.33503833,K127C21A,-76.52858167,3.33518167,K127C36-K127C21A,397
139,A11,Ida,K127C21A,-76.52858167,3.33518167,K127C18A,-76.5320575,3.33343611,K127C21A-K127C18A,457
140,A11,Ida,K127C18A,-76.5320575,3.33343611,C18K1272,-76.53150167,3.33764833,K127C18A-C18K1272,483
141,A11,Ida,C18K1272,-76.53150167,3.33764833,C18ICESI,-76.53101833,3.34078139,C18K1272-C18ICESI,362
142,A11,Ida,C18ICESI,-76.53101833,3.34078139,C18CARU1,-76.53080889,3.34381083,C18ICESI-C18CARU1,337
143,A11,Ida,C18CARU1,-76.53080889,3.34381083,C18UJAV2,-76.53047806,3.3480875,C18CARU1-C18UJAV2,476
144,A11,Ida,C18UJAV2,-76.53047806,3.3480875,C18K114A,-76.53015917,3.35314278,C18UJAV2-C18K114A,563
145,A11,Ida,C18K114A,-76.53015917,3.35314278,C18K1121,-76.53031306,3.35568972,C18K114A-C18K1121,286
146,A11,Ida,C18K1121,-76.53031306,3.35568972,C18K111,-76.53042583,3.35799611,C18K1121-C18K111,256
147,A11,Ida,C18K111,-76.53042583,3.35799611,C18K108,-76.530905,3.36102333,C18K111-C18K108,375
148,A11,Ida,C18K108,-76.530905,3.36102333,C16K103,-76.53140667,3.36469,C18K108-C16K103,434
149,A11,Ida,C16K103,-76.53140667,3.36469,UNIV3,-76.52896,3.36682167,C16K103-UNIV3,436
153,A18,Ida,UNIVCOM2,-76.52821,3.36666667,C25K101,-76.524445,3.36230833,UNIVCOM2-C25K101,879
154,A18,Ida,C25K101,-76.524445,3.36230833,C25K1051,-76.52408417,3.35915583,C25K101-C25K1051,347
155,A18,Ida,C25K1051,-76.52408417,3.35915583,C25UAUT,-76.52350167,3.35325056,C25K1051-C25UAUT,645
156,A18,Ida,C25UAUT,-76.52350167,3.35325056,C25K122,-76.52439389,3.34407444,C25UAUT-C25K122,1015
157,A18,Ida,C25K122,-76.52439389,3.34407444,C25K1251,-76.52466528,3.33829056,C25K122-C25K1251,643
158,A18,Ida,C25K1251,-76.52466528,3.33829056,C25K127,-76.52356167,3.33334667,C25K1251-C25K127,563
159,A18,Ida,C25K127,-76.52356167,3.33334667,C36K128,-76.52289139,3.33020833,C25K127-C36K128,356
160,A18,Ida,C36K128,-76.52289139,3.33020833,LABESTE,-76.52248667,3.32267556,C36K128-LABESTE,797
161,A18,Ida,LABESTE,-76.52248667,3.32267556,AUT-JAM1,-76.52286722,3.31779028,LABESTE-AUT-JAM1,545
162,A18,Ida,AUT-JAM1,-76.52286722,3.31779028,C36K146,-76.52311583,3.313855,AUT-JAM1-C36K146,438
163,A18,Ida,C36K146,-76.52311583,3.313855,CMETROP,-76.52296917,3.31182639,C36K146-CMETROP,273
164,A18,Ida,CMETROP,-76.52296917,3.31182639,K168C36,-76.52312778,3.29753639,CMETROP-K168C36,1763
165,A18,Ida,K168C36,-76.52312778,3.29753639,K180HCA,-76.52381583,3.29059556,K168C36-K180HCA,1964
166,A18,Ida,K180HCA,-76.52381583,3.29059556,C36K170,-76.52238778,3.29623417,K180HCA-C36K170,646
167,A18,Ida,C36K170,-76.52238778,3.29623417,UANARIÑO,-76.52281278,3.31381917,C36K170-UANARIÑO,2082
168,A18,Ida,UANARIÑO,-76.52281278,3.31381917,LESTELA,-76.52218389,3.32333222,UANARIÑO-LESTELA,1087
169,A18,Ida,LESTELA,-76.52218389,3.32333222,C36K134,-76.52269611,3.33035889,LESTELA-C36K134,783
170,A18,Ida,C36K134,-76.52269611,3.33035889,PTROBRAS,-76.52342972,3.33344194,C36K134-PTROBRAS,339
171,A18,Ida,PTROBRAS,-76.52342972,3.33344194,C25K1222,-76.52411889,3.3447425,PTROBRAS-C25K1222,1276
172,A18,Ida,C25K1222,-76.52411889,3.3447425,C25K118,-76.52411667,3.3467925,C25K1222-C25K118,209
173,A18,Ida,C25K118,-76.52411667,3.3467925,C25UAUT2,-76.52330611,3.353175,C25K118-C25UAUT2,754
174,A18,Ida,C25UAUT2,-76.52330611,3.353175,C25K1052,-76.52390889,3.35915611,C25UAUT2-C25K1052,649
175,A18,Ida,C25K1052,-76.52390889,3.35915611,UNIVCOM2,-76.52821,3.36666667,C25K1052-UNIVCOM2,1300
176,A18,Ida,UNIVCOM2,-76.52821,3.36666667,C25K101,-76.524445,3.36230833,UNIVCOM2-C25K101,879
177,A18,Ida,C25K101,-76.524445,3.36230833,C25K1051,-76.52408417,3.35915583,C25K101-C25K1051,347
178,A18,Ida,C25K1051,-76.52408417,3.35915583,C25UAUT,-76.52350167,3.35325056,C25K1051-C25UAUT,645
179,A18,Ida,C25UAUT,-76.52350167,3.35325056,C25K122,-76.52439389,3.34407444,C25UAUT-C25K122,1015
180,A18,Ida,C25K122,-76.52439389,3.34407444,C25K1251,-76.52466528,3.33829056,C25K122-C25K1251,643
181,A18,Ida,C25K1251,-76.52466528,3.33829056,C25K127,-76.52356167,3.33334667,C25K1251-C25K127,563
182,A18,Ida,C25K127,-76.52356167,3.33334667,C36K128,-76.52289139,3.33020833,C25K127-C36K128,356
183,A18,Ida,C36K128,-76.52289139,3.33020833,LABESTE,-76.52248667,3.32267556,C36K128-LABESTE,797
184,A18,Ida,LABESTE,-76.52248667,3.32267556,AUT-JAM1,-76.52286722,3.31779028,LABESTE-AUT-JAM1,545
185,A18,Ida,AUT-JAM1,-76.52286722,3.31779028,C36K146,-76.52311583,3.313855,AUT-JAM1-C36K146,438
186,A18,Ida,C36K146,-76.52311583,3.313855,CMETROP,-76.52296917,3.31182639,C36K146-CMETROP,273
187,A18,Ida,CMETROP,-76.52296917,3.31182639,K168C36,-76.52312778,3.29753639,CMETROP-K168C36,1763
188,A18,Ida,K168C36,-76.52312778,3.29753639,K168CREC,-76.53121056,3.30131,K168C36-K168CREC,1016
189,A18,Ida,K168CREC,-76.53121056,3.30131,K180HCA,-76.52381583,3.29059556,K168CREC-K180HCA,2800
190,A18,Ida,K180HCA,-76.52381583,3.29059556,C36K170,-76.52238778,3.29623417,K180HCA-C36K170,646
191,A18,Ida,C36K170,-76.52238778,3.29623417,UANARIÑO,-76.52281278,3.31381917,C36K170-UANARIÑO,2082
192,A18,Ida,UANARIÑO,-76.52281278,3.31381917,LESTELA,-76.52218389,3.32333222,UANARIÑO-LESTELA,1087
193,A18,Ida,LESTELA,-76.52218389,3.32333222,C36K134,-76.52269611,3.33035889,LESTELA-C36K134,783
194,A18,Ida,C36K134,-76.52269611,3.33035889,PTROBRAS,-76.52342972,3.33344194,C36K134-PTROBRAS,339
195,A18,Ida,PTROBRAS,-76.52342972,3.33344194,C25K1222,-76.52411889,3.3447425,PTROBRAS-C25K1222,1276
196,A18,Ida,C25K1222,-76.52411889,3.3447425,C25K118,-76.52411667,3.3467925,C25K1222-C25K118,209
197,A18,Ida,C25K118,-76.52411667,3.3467925,C25UAUT2,-76.52330611,3.353175,C25K118-C25UAUT2,754
198,A18,Ida,C25UAUT2,-76.52330611,3.353175,C25K1052,-76.52390889,3.35915611,C25UAUT2-C25K1052,649
199,A18,Ida,C25K1052,-76.52390889,3.35915611,UNIVCOM2,-76.52821,3.36666667,C25K1052-UNIVCOM2,1300
203,A21,Ida,TMENGA8,-76.50890639,3.48945833,C70A2BS,-76.50621333,3.48929333,TMENGA8-C70A2BS,787
204,A21,Ida,C70A2BS,-76.50621333,3.48929333,C70K6N,-76.50119,3.48723333,C70A2BS-C70K6N,611
205,A21,Ida,C70K6N,-76.50119,3.48723333,K4ANC70,-76.49866889,3.48759194,C70K6N-K4ANC70,353
206,A21,Ida,K4ANC70,-76.49866889,3.48759194,K4NC71G,-76.49756083,3.49005833,K4ANC70-K4NC71G,242
207,A21,Ida,K4NC71G,-76.49756083,3.49005833,K4NC72B,-76.49666389,3.49142389,K4NC71G-K4NC72B,277
208,A21,Ida,K4NC72B,-76.49666389,3.49142389,K4NC72H,-76.49484333,3.494215,K4NC72B-K4NC72H,275
209,A21,Ida,K4NC72H,-76.49484333,3.494215,K4NC77,-76.493495,3.49663333,K4NC72H-K4NC77,306
210,A21,Ida,K4NC77,-76.493495,3.49663333,K4NC83,-76.49262333,3.49815722,K4NC77-K4NC83,199
211,A21,Ida,K4NC83,-76.49262333,3.49815722,K4NC841,-76.49230333,3.49886333,K4NC83-K4NC841,360
212,A21,Vuelta,K4NC841,-76.49230333,3.49886333,K4NC771,-76.49339833,3.49694833,K4NC841-K4NC771,246
213,A21,Vuelta,K4NC771,-76.49339833,3.49694833,K4NC72K1,-76.49434,3.49521667,K4NC771-K4NC72K1,224
214,A21,Vuelta,K4NC72K1,-76.49434,3.49521667,K4NC72B1,-76.49537972,3.49342639,K4NC72K1-K4NC72B1,193
215,A21,Vuelta,K4NC72B1,-76.49537972,3.49342639,K4NC721,-76.49697833,3.49109167,K4NC72B1-K4NC721,322
216,A21,Vuelta,K4NC721,-76.49697833,3.49109167,K4NC71D1,-76.49807833,3.48947167,K4NC721-K4NC71D1,218
217,A21,Vuelta,K4NC71D1,-76.49807833,3.48947167,K4NC70,-76.4993125,3.48769056,K4NC71D1-K4NC70,217
218,A21,Vuelta,K4NC70,-76.4993125,3.48769056,C70A2N1,-76.506795,3.48986333,K4NC70-C70A2N1,881
219,A21,Vuelta,C70A2N1,-76.506795,3.48986333,C70A2BIS,-76.508785,3.49023333,C70A2N1-C70A2BIS,222
220,A21,Vuelta,C70A2BIS,-76.508785,3.49023333,TMENGA6,-76.50823611,3.48930028,C70A2BIS-TMENGA6,747
224,A22,Ida,TMENGA11,-76.5081075,3.48953639,C73A3N,-76.50841,3.49351,TMENGA11-C73A3N,2443
225,A22,Ida,C73A3N,-76.50841,3.49351,C73A2BN,-76.5052175,3.49248194,C73A3N-C73A2BN,344
226,A22,Ida,C73A2BN,-76.5052175,3.49248194,A2BBSN,-76.50352889,3.49322028,C73A2BN-A2BBSN,249
227,A22,Ida,A2BBSN,-76.50352889,3.49322028,C74NA2BN,-76.50392333,3.49465667,A2BBSN-C74NA2BN,175
228,A22,Ida,C74NA2BN,-76.50392333,3.49465667,A2CNC74,-76.50358278,3.49550583,C74NA2BN-A2CNC74,151
229,A22,Ida,A2CNC74,-76.50358278,3.49550583,A2BNC75C,-76.5020075,3.49502556,A2CNC74-A2BNC75C,263
230,A22,Ida,A2BNC75C,-76.5020075,3.49502556,C75A2B,-76.50198306,3.493865,A2BNC75C-C75A2B,147
231,A22,Ida,C75A2B,-76.50198306,3.493865,A2NC75AN,-76.50103472,3.49305778,C75A2B-A2NC75AN,147
232,A22,Ida,A2NC75AN,-76.50103472,3.49305778,A2NC75C,-76.49986667,3.49447333,A2NC75AN-A2NC75C,203
233,A22,Ida,A2NC75C,-76.49986667,3.49447333,A2NC75IN,-76.49971167,3.49477278,A2NC75C-A2NC75IN,70
234,A22,Ida,A2NC75IN,-76.49971167,3.49477278,C75CNA2A,-76.50175833,3.49515,A2NC75IN-C75CNA2A,337
235,A22,Ida,C75CNA2A,-76.50175833,3.49515,A2CNC75C,-76.50266972,3.49598472,C75CNA2A-A2CNC75C,154
