ID,LINEA,SENTIDO,PUNTO_INI,INI_LONGITUDE,INI_LATITUDE,PUNTO_FIN,FIN_LONGITUDE,FIN_LATITUDE,CONCAT_SHT,LENGTH
3445,P40A,Vuelta,SANPED2,-76.52995,3.4541,ERMI1,-76.53168167,3.45364833,SANPED2-ERMI1,472
3446,P40A,Vuelta,ERMI1,-76.53168167,3.45364833,CENTRO3,-76.53000333,3.44811333,ERMI1-CENTRO3,641
3447,P40A,Vuelta,CENTRO3,-76.53000333,3.44811333,K10C15,-76.5270225,3.44796639,CENTRO3-K10C15,382
3448,P40A,Vuelta,K10C15,-76.5270225,3.44796639,K10C19,-76.52370833,3.44885,K10C15-K10C19,381
3449,P40A,Vuelta,K10C19,-76.52370833,3.44885,K10C22A,-76.52061139,3.44961806,K10C19-K10C22A,354
3450,P40A,Vuelta,K10C22A,-76.52061139,3.44961806,C25K11,-76.51840722,3.44916556,K10C22A-C25K11,322
3451,P40A,Vuelta,C25K11,-76.51840722,3.44916556,C25K12,-76.51861333,3.44572333,C25K11-C25K12,383
3452,P40A,Vuelta,C25K12,-76.51861333,3.44572333,C26K13,-76.51795833,3.44689667,C25K12-C26K13,1009
3453,P40A,Vuelta,C26K13,-76.51795833,3.44689667,C26K11B,-76.51779722,3.44952,C26K13-C26K11B,330
3454,P40A,Vuelta,C26K11B,-76.51779722,3.44952,K10C27,-76.51684972,3.45048694,C26K11B-K10C27,201
3455,P40A,Vuelta,K10C27,-76.51684972,3.45048694,K10C32,-76.51269139,3.45124806,K10C27-K10C32,469
3456,P40A,Vuelta,K10C32,-76.51269139,3.45124806,K10C34,-76.51027944,3.45133861,K10C32-K10C34,268
3457,P40A,Vuelta,K10C34,-76.51027944,3.45133861,K10C38,-76.50785417,3.45140917,K10C34-K10C38,269
3458,P40A,Vuelta,K10C38,-76.50785417,3.45140917,K8C392,-76.50712167,3.45346667,K10C38-K8C392,312
3459,P40A,Vuelta,K8C392,-76.50712167,3.45346667,C44K8A1,-76.5050575,3.45191444,K8C392-C44K8A1,339
3460,P40A,Vuelta,C44K8A1,-76.5050575,3.45191444,C44K11D,-76.50440889,3.44933389,C44K8A1-C44K11D,295
3461,P40A,Vuelta,C44K11D,-76.50440889,3.44933389,K12C45,-76.50228167,3.44875333,C44K11D-K12C45,329
3462,P40A,Vuelta,K12C45,-76.50228167,3.44875333,K12C522,-76.49848,3.44826167,K12C45-K12C522,422
3463,P40A,Vuelta,K12C522,-76.49848,3.44826167,K12C55,-76.49645333,3.44804,K12C522-K12C55,225
3464,P40A,Vuelta,K12C55,-76.49645333,3.44804,K12C58,-76.49432028,3.44766444,K12C55-K12C58,240
3465,P40A,Vuelta,K12C58,-76.49432028,3.44766444,C59K10A,-76.49332083,3.44975056,K12C58-C59K10A,303
3466,P40A,Vuelta,C59K10A,-76.49332083,3.44975056,C59K8A,-76.49293167,3.45186667,C59K10A-C59K8A,239
3467,P40A,Vuelta,C59K8A,-76.49293167,3.45186667,K8C592,-76.49023167,3.45250833,C59K8A-K8C592,341
3468,P40A,Vuelta,K8C592,-76.49023167,3.45250833,K8C703,-76.48679167,3.45207111,K8C592-K8C703,385
3469,P40A,Vuelta,K8C703,-76.48679167,3.45207111,C73K8A,-76.48335833,3.45064194,K8C703-C73K8A,493
3470,P40A,Vuelta,C73K8A,-76.48335833,3.45064194,C73K11,-76.48413306,3.44727361,C73K8A-C73K11,384
3471,P40A,Vuelta,C73K11,-76.48413306,3.44727361,A.SANIN1,-76.48254306,3.44380222,C73K11-A.SANIN1,751
3475,P40B,Ida,A.SANI12,-76.48273083,3.44371222,7AGO1,-76.48706667,3.44531167,A.SANI12-7AGO1,1358
3476,P40B,Ida,7AGO1,-76.48706667,3.44531167,C70D15,-76.48936889,3.4457525,7AGO1-C70D15,472
3477,P40B,Ida,C70D15,-76.48936889,3.4457525,C70K11C,-76.48864917,3.44737028,C70D15-C70K11C,277
3478,P40B,Ida,C70K11C,-76.48864917,3.44737028,C70K11P1,-76.48764694,3.44981556,C70K11C-C70K11P1,293
3479,P40B,Ida,C70K11P1,-76.48764694,3.44981556,C70K7RP2,-76.48501694,3.45483722,C70K11P1-C70K7RP2,630
3480,P40B,Ida,C70K7RP2,-76.48501694,3.45483722,C70K7L7J,-76.48313194,3.45795778,C70K7RP2-C70K7L7J,411
3481,P40B,Ida,C70K7L7J,-76.48313194,3.45795778,C70K7EB2,-76.48277472,3.46116833,C70K7L7J-C70K7EB2,365
3482,P40B,Ida,C70K7EB2,-76.48277472,3.46116833,C70K7C,-76.48342667,3.46375333,C70K7EB2-C70K7C,296
3483,P40B,Ida,C70K7C,-76.48342667,3.46375333,C70K7,-76.48452167,3.46723167,C70K7C-C70K7,395
3484,P40B,Ida,C70K7,-76.48452167,3.46723167,C70K3D,-76.48532528,3.4694625,C70K7-C70K3D,263
3485,P40B,Ida,C70K3D,-76.48532528,3.4694625,K2C70,-76.48753722,3.47255917,C70K3D-K2C70,877
3486,P40B,Ida,K2C70,-76.48753722,3.47255917,K2C671,-76.48938667,3.472095,K2C70-K2C671,214
3487,P40B,Ida,K2C671,-76.48938667,3.472095,K2C641,-76.491085,3.47155,K2C671-K2C641,214
3488,P40B,Ida,K2C641,-76.491085,3.47155,K2C621,-76.49318167,3.47096,K2C641-K2C621,228
3489,P40B,Ida,K2C621,-76.49318167,3.47096,K2C60,-76.49521167,3.47035333,K2C621-K2C60,252
3490,P40B,Ida,K2C60,-76.49521167,3.47035333,K2C571,-76.49829167,3.46936333,K2C60-K2C571,376
3491,P40B,Ida,K2C571,-76.49829167,3.46936333,K2C53,-76.500565,3.46866167,K2C571-K2C53,256
3492,P40B,Ida,K2C53,-76.500565,3.46866167,C52K2B2,-76.50157333,3.46607667,K2C53-C52K2B2,504
3493,P40B,Ida,C52K2B2,-76.50157333,3.46607667,C52K3Y4B,-76.50127444,3.46471,C52K2B2-C52K3Y4B,160
3494,P40B,Ida,C52K3Y4B,-76.50127444,3.46471,K5C52,-76.50204,3.46244667,C52K3Y4B-K5C52,301
3495,P40B,Ida,K5C52,-76.50204,3.46244667,K5C45C,-76.50512889,3.4614525,K5C52-K5C45C,360
3496,P40B,Ida,K5C45C,-76.50512889,3.4614525,K5C44,-76.50768,3.46075333,K5C45C-K5C44,293
3497,P40B,Ida,K5C44,-76.50768,3.46075333,K5C38,-76.510865,3.459725,K5C44-K5C38,319
3498,P40B,Ida,K5C38,-76.510865,3.459725,K5C35,-76.51305667,3.45899,K5C38-K5C35,326
3499,P40B,Ida,K5C35,-76.51305667,3.45899,C34K6A,-76.51288,3.45719667,K5C35-C34K6A,239
3500,P40B,Ida,C34K6A,-76.51288,3.45719667,C34K7,-76.51222333,3.45514833,C34K6A-C34K7,239
3501,P40B,Ida,C34K7,-76.51222333,3.45514833,K8C34,-76.51542306,3.45367917,C34K7-K8C34,423
3502,P40B,Ida,K8C34,-76.51542306,3.45367917,K8C27,-76.51712278,3.45332861,K8C34-K8C27,193
3503,P40B,Ida,K8C27,-76.51712278,3.45332861,K8C25,-76.519765,3.452715,K8C27-K8C25,301
3504,P40B,Ida,K8C25,-76.519765,3.452715,K8C21,-76.52341833,3.45166056,K8C25-K8C21,485
3505,P40B,Ida,K8C21,-76.52341833,3.45166056,K8C16,-76.52799333,3.450215,K8C21-K8C16,463
3506,P40B,Ida,K8C16,-76.52799333,3.450215,SANPED6,-76.53029,3.45491333,K8C16-SANPED6,582
3507,P40B,Vuelta,SANPED6,-76.53029,3.45491333,ERMI3,-76.53150333,3.453235,SANPED6-ERMI3,498
3508,P40B,Vuelta,ERMI3,-76.53150333,3.453235,K5C15,-76.52896472,3.45299639,ERMI3-K5C15,451
3509,P40B,Vuelta,K5C15,-76.52896472,3.45299639,K5C19,-76.5257,3.45454333,K5C15-K5C19,362
3510,P40B,Vuelta,K5C19,-76.5257,3.45454333,K5C21,-76.52421972,3.45518389,K5C19-K5C21,231
3511,P40B,Vuelta,K5C21,-76.52421972,3.45518389,K5C24,-76.520755,3.456755,K5C21-K5C24,377
3512,P40B,Vuelta,K5C24,-76.520755,3.456755,K5C28,-76.517575,3.457585,K5C24-K5C28,358
3513,P40B,Vuelta,K5C28,-76.517575,3.457585,K5C32,-76.514305,3.458485,K5C28-K5C32,370
3514,P40B,Vuelta,K5C32,-76.514305,3.458485,K5C34,-76.51286167,3.45896,K5C32-K5C34,222
3515,P40B,Vuelta,K5C34,-76.51286167,3.45896,K5C37,-76.51056,3.45968,K5C34-K5C37,293
3516,P40B,Vuelta,K5C37,-76.51056,3.45968,K5C44B,-76.506795,3.46084556,K5C37-K5C44B,437
3517,P40B,Vuelta,K5C44B,-76.506795,3.46084556,K5C46,-76.50351778,3.46183333,K5C44B-K5C46,385
3518,P40B,Vuelta,K5C46,-76.50351778,3.46183333,C52K5,-76.50062722,3.4632825,K5C46-C52K5,545
3519,P40B,Vuelta,C52K5,-76.50062722,3.4632825,C52K3,-76.50126167,3.46604833,C52K5-C52K3,308
3520,P40B,Vuelta,C52K3,-76.50126167,3.46604833,C52K2,-76.50164583,3.46738861,C52K3-C52K2,157
3521,P40B,Vuelta,C52K2,-76.50164583,3.46738861,K2C52,-76.500605,3.46848,C52K2-K2C52,271
3522,P40B,Vuelta,K2C52,-76.500605,3.46848,K2C572,-76.49764833,3.46934667,K2C52-K2C572,263
3523,P40B,Vuelta,K2C572,-76.49764833,3.46934667,K2C592,-76.495345,3.47009,K2C572-K2C592,279
3524,P40B,Vuelta,K2C592,-76.495345,3.47009,K2C61A2,-76.49293667,3.47086333,K2C592-K2C61A2,286
3525,P40B,Vuelta,K2C61A2,-76.49293667,3.47086333,K2C64,-76.49057833,3.47160167,K2C61A2-K2C64,266
3526,P40B,Vuelta,K2C64,-76.49057833,3.47160167,K2C65,-76.48882167,3.472125,K2C64-K2C65,210
3527,P40B,Vuelta,K2C65,-76.48882167,3.472125,C70K2-2,-76.48701694,3.47225139,K2C65-C70K2-2,200
3528,P40B,Vuelta,C70K2-2,-76.48701694,3.47225139,C70K3,-76.485985,3.46907833,C70K2-2-C70K3,372
3529,P40B,Vuelta,C70K3,-76.485985,3.46907833,C70K5,-76.48526833,3.46683833,C70K3-C70K5,254
3530,P40B,Vuelta,C70K5,-76.48526833,3.46683833,K7CC70,-76.48293167,3.46336,C70K5-K7CC70,532
3531,P40B,Vuelta,K7CC70,-76.48293167,3.46336,K7CC72A,-76.480605,3.46414833,K7CC70-K7CC72A,278
3532,P40B,Vuelta,K7CC72A,-76.480605,3.46414833,C73K7F,-76.48093167,3.46074667,K7CC72A-C73K7F,433
3533,P40B,Vuelta,C73K7F,-76.48093167,3.46074667,C73K7LB,-76.48186833,3.45705,C73K7F-C73K7LB,410
3534,P40B,Vuelta,C73K7LB,-76.48186833,3.45705,C73K7RB,-76.48254667,3.45410333,C73K7LB-C73K7RB,336
3535,P40B,Vuelta,C73K7RB,-76.48254667,3.45410333,C73K81,-76.4831,3.4515,C73K7RB-C73K81,282
3536,P40B,Vuelta,C73K81,-76.4831,3.4515,C73K11,-76.48413306,3.44727361,C73K81-C73K11,456
3537,P40B,Vuelta,C73K11,-76.48413306,3.44727361,A.SANI12,-76.48273083,3.44371222,C73K11-A.SANI12,751
3541,P47A,Ida,A.SANIN2,-76.48310333,3.44387611,C73D18,-76.48377361,3.44516389,A.SANIN2-C73D18,208
3542,P47A,Ida,C73D18,-76.48377361,3.44516389,C73D191,-76.48438194,3.44367889,C73D18-C73D191,386
3543,P47A,Ida,C73D191,-76.48438194,3.44367889,C73K25S1,-76.484395,3.44085833,C73D191-C73K25S1,294
3544,P47A,Ida,C73K25S1,-76.484395,3.44085833,C73K25C,-76.48430444,3.43787139,C73K25S1-C73K25C,326
3545,P47A,Ida,C73K25C,-76.48430444,3.43787139,C73K26G6,-76.48423361,3.43334167,C73K25C-C73K26G6,504
3546,P47A,Ida,C73K26G6,-76.48423361,3.43334167,C73D26H,-76.48414444,3.43151528,C73K26G6-C73D26H,203
3547,P47A,Ida,C73D26H,-76.48414444,3.43151528,C73K26H3,-76.484055,3.42972667,C73D26H-C73K26H3,199
3548,P47A,Ida,C73K26H3,-76.484055,3.42972667,C73K26M,-76.48467611,3.42679972,C73K26H3-C73K26M,331
3549,P47A,Ida,C73K26M,-76.48467611,3.42679972,C72YK27A,-76.48610861,3.42337333,C73K26M-C72YK27A,333
3550,P47A,Ida,C72YK27A,-76.48610861,3.42337333,C79K28D,-76.48648528,3.420075,C72YK27A-C79K28D,369
3551,P47A,Ida,C79K28D,-76.48648528,3.420075,C83K28D,-76.48680833,3.41719806,C79K28D-C83K28D,326
3552,P47A,Ida,C83K28D,-76.48680833,3.41719806,C83K28E1,-76.48863167,3.41533861,C83K28D-C83K28E1,291
3553,P47A,Ida,C83K28E1,-76.48863167,3.41533861,C55K291,-76.49201083,3.41212917,C83K28E1-C55K291,514
3554,P47A,Ida,C55K291,-76.49201083,3.41212917,C55K32A1,-76.49368944,3.41045222,C55K291-C55K32A1,278
3555,P47A,Ida,C55K32A1,-76.49368944,3.41045222,C55K331,-76.49489861,3.40920667,C55K32A1-C55K331,223
3556,P47A,Ida,C55K331,-76.49489861,3.40920667,K39C541,-76.49735417,3.40828194,C55K331-K39C541,266
3557,P47A,Ida,K39C541,-76.49735417,3.40828194,K39C511,-76.49902528,3.41003417,K39C541-K39C511,168
3558,P47A,Ida,K39C511,-76.49902528,3.41003417,K39C461,-76.50193806,3.41299694,K39C511-K39C461,496
3559,P47A,Ida,K39C461,-76.50193806,3.41299694,K39C42B,-76.50421583,3.41543139,K39C461-K39C42B,370
3560,P47A,Ida,K39C42B,-76.50421583,3.41543139,K39C401,-76.50596917,3.41731944,K39C42B-K39C401,286
3561,P47A,Ida,K39C401,-76.50596917,3.41731944,K39C38,-76.50732778,3.41871083,K39C401-K39C38,216
3562,P47A,Ida,K39C38,-76.50732778,3.41871083,K39D301,-76.50895222,3.42001083,K39C38-K39D301,237
3563,P47A,Ida,K39D301,-76.50895222,3.42001083,K39C32A,-76.51201917,3.41983806,K39D301-K39C32A,397
3564,P47A,Ida,K39C32A,-76.51201917,3.41983806,K39C31,-76.51464139,3.41968667,K39C32A-K39C31,122
3565,P47A,Ida,K39C31,-76.51464139,3.41968667,K39C26D,-76.51843639,3.41944722,K39C31-K39C26D,422
3566,P47A,Ida,K39C26D,-76.51843639,3.41944722,K39C261,-76.51996306,3.41937389,K39C26D-K39C261,185
3567,P47A,Ida,K39C261,-76.51996306,3.41937389,K39C19,-76.52273333,3.419085,K39C261-K39C19,294
3568,P47A,Ida,K39C19,-76.52273333,3.419085,K39C171,-76.524625,3.41873,K39C19-K39C171,209
3569,P47A,Ida,K39C171,-76.524625,3.41873,K39C15,-76.5263325,3.41838861,K39C171-K39C15,193
3570,P47A,Ida,K39C15,-76.5263325,3.41838861,K39C13B,-76.5297575,3.41900611,K39C15-K39C13B,398
3571,P47A,Ida,K39C13B,-76.5297575,3.41900611,K39C11B,-76.53418306,3.4204575,K39C13B-K39C11B,517
3572,P47A,Ida,K39C11B,-76.53418306,3.4204575,K39C9A1,-76.53751556,3.42129306,K39C11B-K39C9A1,381
3573,P47A,Ida,K39C9A1,-76.53751556,3.42129306,K39C7A,-76.540415,3.42188333,K39C9A1-K39C7A,321
3574,P47A,Ida,K39C7A,-76.540415,3.42188333,K39C61,-76.5425575,3.42248528,K39C7A-K39C61,341
3575,P47A,Ida,K39C61,-76.5425575,3.42248528,K39C5B1,-76.545115,3.42378833,K39C61-K39C5B1,216
3576,P47A,Ida,K39C5B1,-76.545115,3.42378833,TEQUE3,-76.547205,3.423135,K39C5B1-TEQUE3,339
3577,P47A,Ida,TEQUE3,-76.547205,3.423135,UDP1,-76.54840167,3.41527167,TEQUE3-UDP1,1040
3578,P47A,Vuelta,UDP1,-76.54840167,3.41527167,K56C82,-76.54341111,3.40760972,UDP1-K56C82,1186
3579,P47A,Vuelta,K56C82,-76.54341111,3.40760972,C9K512,-76.54198667,3.40969333,K56C82-C9K512,328
3580,P47A,Vuelta,C9K512,-76.54198667,3.40969333,C9K502,-76.54086667,3.41331,C9K512-C9K502,408
3581,P47A,Vuelta,C9K502,-76.54086667,3.41331,C9K462,-76.54021333,3.415485,C9K502-C9K462,252
3582,P47A,Vuelta,C9K462,-76.54021333,3.415485,K44C12,-76.53444694,3.41482722,C9K462-K44C12,737
3583,P47A,Vuelta,K44C12,-76.53444694,3.41482722,K44C132,-76.53225917,3.41410778,K44C12-K44C132,242
3584,P47A,Vuelta,K44C132,-76.53225917,3.41410778,K44C142,-76.52820056,3.41288889,K44C132-K44C142,471
3585,P47A,Vuelta,K44C142,-76.52820056,3.41288889,K44C152,-76.52583333,3.41214722,K44C142-K44C152,280
3586,P47A,Vuelta,K44C152,-76.52583333,3.41214722,K44C182,-76.52311,3.41160917,K44C152-K44C182,289
3587,P47A,Vuelta,K44C182,-76.52311,3.41160917,C25K42C2,-76.52133806,3.41305278,K44C182-C25K42C2,325
3588,P47A,Vuelta,C25K42C2,-76.52133806,3.41305278,K42C26,-76.52057917,3.414235,C25K42C2-K42C26,193
3589,P47A,Vuelta,K42C26,-76.52057917,3.414235,K42C26D,-76.51846194,3.41429889,K42C26-K42C26D,235
3590,P47A,Vuelta,K42C26D,-76.51846194,3.41429889,C27K42B1,-76.51800167,3.41272833,K42C26D-C27K42B1,243
3591,P47A,Vuelta,C27K42B1,-76.51800167,3.41272833,C36K46,-76.51748278,3.41002472,C27K42B1-C36K46,433
3592,P47A,Vuelta,C36K46,-76.51748278,3.41002472,C36K43,-76.51537583,3.41204778,C36K46-C36K43,324
3593,P47A,Vuelta,C36K43,-76.51537583,3.41204778,C36K42,-76.51367778,3.4136675,C36K43-C36K42,260
3594,P47A,Vuelta,C36K42,-76.51367778,3.4136675,C36K41E,-76.5117175,3.4155525,C36K42-C36K41E,302
3595,P47A,Vuelta,C36K41E,-76.5117175,3.4155525,C36K39E,-76.50934667,3.41783667,C36K41E-C36K39E,365
3596,P47A,Vuelta,C36K39E,-76.50934667,3.41783667,K39C372,-76.50756861,3.41859833,C36K39E-K39C372,285
3597,P47A,Vuelta,K39C372,-76.50756861,3.41859833,K39C40,-76.505775,3.41676028,K39C372-K39C40,285
3598,P47A,Vuelta,K39C40,-76.505775,3.41676028,K39C421,-76.50439778,3.41532861,K39C40-K39C421,100
3599,P47A,Vuelta,K39C421,-76.50439778,3.41532861,K39C45A,-76.50214306,3.41299139,K39C421-K39C45A,360
3600,P47A,Vuelta,K39C45A,-76.50214306,3.41299139,K39C482,-76.50018,3.41089417,K39C45A-K39C482,319
3601,P47A,Vuelta,K39C482,-76.50018,3.41089417,C54K392,-76.49659583,3.40803639,K39C482-C54K392,572
3602,P47A,Vuelta,C54K392,-76.49659583,3.40803639,C55K34,-76.49489806,3.4088125,C54K392-C55K34,209
3603,P47A,Vuelta,C55K34,-76.49489806,3.4088125,C55K332,-76.49340972,3.41023139,C55K34-C55K332,228
3604,P47A,Vuelta,C55K332,-76.49340972,3.41023139,C54K30,-76.49157861,3.41191278,C55K332-C54K30,263
3605,P47A,Vuelta,C54K30,-76.49157861,3.41191278,C83K28E3,-76.48833472,3.41515861,C54K30-C83K28E3,531
3606,P47A,Vuelta,C83K28E3,-76.48833472,3.41515861,C79K28D2,-76.48616278,3.41869944,C83K28E3-C79K28D2,462
3607,P47A,Vuelta,C79K28D2,-76.48616278,3.41869944,C73K27,-76.48498667,3.42468333,C79K28D2-C73K27,691
3608,P47A,Vuelta,C73K27,-76.48498667,3.42468333,C73K26R,-76.48434333,3.42637,C73K27-C73K26R,197
3609,P47A,Vuelta,C73K26R,-76.48434333,3.42637,C73D26I2,-76.48357167,3.428345,C73K26R-C73D26I2,233
3610,P47A,Vuelta,C73D26I2,-76.48357167,3.428345,C73K26H2,-76.483525,3.43015667,C73D26I2-C73K26H2,197
3611,P47A,Vuelta,C73K26H2,-76.483525,3.43015667,C73D26G9,-76.48367,3.43255194,C73K26H2-C73D26G9,266
3612,P47A,Vuelta,C73D26G9,-76.48367,3.43255194,C73K26G4,-76.48370806,3.43434194,C73D26G9-C73K26G4,199
3613,P47A,Vuelta,C73K26G4,-76.48370806,3.43434194,C73K26F1,-76.48373528,3.43616444,C73K26G4-C73K26F1,196
3614,P47A,Vuelta,C73K26F1,-76.48373528,3.43616444,C73K26B2,-76.48377111,3.43907028,C73K26F1-C73K26B2,319
3615,P47A,Vuelta,C73K26B2,-76.48377111,3.43907028,C73K25U,-76.48386417,3.44077944,C73K26B2-C73K25U,184
3616,P47A,Vuelta,C73K25U,-76.48386417,3.44077944,A.SANIN2,-76.48310333,3.44387611,C73K25U-A.SANIN2,576
3620,P47B,Ida,A.SANIN4,-76.48253694,3.44368472,K15C74,-76.48322333,3.44645833,A.SANIN4-K15C74,944
3621,P47B,Ida,K15C74,-76.48322333,3.44645833,7AGO1,-76.48706667,3.44531167,K15C74-7AGO1,451
3622,P47B,Ida,7AGO1,-76.48706667,3.44531167,C70K25,-76.49343972,3.43948306,7AGO1-C70K25,1729
3623,P47B,Ida,C70K25,-76.49343972,3.43948306,C70K26F,-76.49539639,3.43590194,C70K25-C70K26F,453
3624,P47B,Ida,C70K26F,-76.49539639,3.43590194,C70K26J,-76.49641833,3.43393361,C70K26F-C70K26J,246
3625,P47B,Ida,C70K26J,-76.49641833,3.43393361,C70K26P,-76.49777417,3.4312825,C70K26J-C70K26P,330
3626,P47B,Ida,C70K26P,-76.49777417,3.4312825,C70D28EK,-76.50070083,3.42675611,C70K26P-C70D28EK,608
3627,P47B,Ida,C70D28EK,-76.50070083,3.42675611,C70K29,-76.50324083,3.42432417,C70D28EK-C70K29,390
3628,P47B,Ida,C70K29,-76.50324083,3.42432417,C70K32,-76.50524528,3.42247611,C70K29-C70K32,298
3629,P47B,Ida,C70K32,-76.50524528,3.42247611,C70K34,-76.50727944,3.42047444,C70K32-C70K34,317
3630,P47B,Ida,C70K34,-76.50727944,3.42047444,K39D301,-76.50895222,3.42001083,C70K34-K39D301,240
3631,P47B,Ida,K39D301,-76.50895222,3.42001083,K39C32A,-76.51201917,3.41983806,K39D301-K39C32A,397
3632,P47B,Ida,K39C32A,-76.51201917,3.41983806,K39C31,-76.51464139,3.41968667,K39C32A-K39C31,122
3633,P47B,Ida,K39C31,-76.51464139,3.41968667,K39C26D,-76.51843639,3.41944722,K39C31-K39C26D,422
3634,P47B,Ida,K39C26D,-76.51843639,3.41944722,K39C261,-76.51996306,3.41937389,K39C26D-K39C261,185
3635,P47B,Ida,K39C261,-76.51996306,3.41937389,K39C19,-76.52273333,3.419085,K39C261-K39C19,294
3636,P47B,Ida,K39C19,-76.52273333,3.419085,K39C171,-76.524625,3.41873,K39C19-K39C171,209
3637,P47B,Ida,K39C171,-76.524625,3.41873,K39C15,-76.5263325,3.41838861,K39C171-K39C15,193
3638,P47B,Ida,K39C15,-76.5263325,3.41838861,K39C13B,-76.5297575,3.41900611,K39C15-K39C13B,398
3639,P47B,Ida,K39C13B,-76.5297575,3.41900611,K39C11B,-76.53418306,3.4204575,K39C13B-K39C11B,517
3640,P47B,Ida,K39C11B,-76.53418306,3.4204575,K39C9A1,-76.53751556,3.42129306,K39C11B-K39C9A1,381
3641,P47B,Ida,K39C9A1,-76.53751556,3.42129306,K39C7A,-76.540415,3.42188333,K39C9A1-K39C7A,321
3642,P47B,Ida,K39C7A,-76.540415,3.42188333,K39C61,-76.5425575,3.42248528,K39C7A-K39C61,341
3643,P47B,Ida,K39C61,-76.5425575,3.42248528,K39C5B1,-76.545115,3.42378833,K39C61-K39C5B1,216
3644,P47B,Ida,K39C5B1,-76.545115,3.42378833,LIDO3,-76.54834833,3.41843333,K39C5B1-LIDO3,879
3645,P47B,Ida,LIDO3,-76.54834833,3.41843333,UDP1,-76.54840167,3.41527167,LIDO3-UDP1,500
3646,P47B,Vuelta,UDP1,-76.54840167,3.41527167,PLATOR1,-76.54746333,3.40960417,UDP1-PLATOR1,644
3647,P47B,Vuelta,PLATOR1,-76.54746333,3.40960417,K56C82,-76.54341111,3.40760972,PLATOR1-K56C82,528
3648,P47B,Vuelta,K56C82,-76.54341111,3.40760972,C9K512,-76.54198667,3.40969333,K56C82-C9K512,328
3649,P47B,Vuelta,C9K512,-76.54198667,3.40969333,K50C9,-76.54094333,3.410775,C9K512-K50C9,232
3650,P47B,Vuelta,K50C9,-76.54094333,3.410775,K50C12A,-76.53547389,3.40894389,K50C9-K50C12A,640
3651,P47B,Vuelta,K50C12A,-76.53547389,3.40894389,K50C13E,-76.5315475,3.40766944,K50C12A-K50C13E,458
3652,P47B,Vuelta,K50C13E,-76.5315475,3.40766944,C14K49,-76.529745,3.40927111,K50C13E-C14K49,358
3653,P47B,Vuelta,C14K49,-76.529745,3.40927111,K44C142,-76.52820056,3.41288889,C14K49-K44C142,494
3654,P47B,Vuelta,K44C142,-76.52820056,3.41288889,K44C152,-76.52583333,3.41214722,K44C142-K44C152,280
3655,P47B,Vuelta,K44C152,-76.52583333,3.41214722,K44C182,-76.52311,3.41160917,K44C152-K44C182,289
3656,P47B,Vuelta,K44C182,-76.52311,3.41160917,C25K42C2,-76.52133806,3.41305278,K44C182-C25K42C2,325
3657,P47B,Vuelta,C25K42C2,-76.52133806,3.41305278,C25K42,-76.52124972,3.41458028,C25K42C2-C25K42,167
3658,P47B,Vuelta,C25K42,-76.52124972,3.41458028,C25K41A2,-76.52119722,3.41656056,C25K42-C25K41A2,236
3659,P47B,Vuelta,C25K41A2,-76.52119722,3.41656056,K39C262,-76.52055111,3.41907,C25K41A2-K39C262,328
3660,P47B,Vuelta,K39C262,-76.52055111,3.41907,K39C26C,-76.51833944,3.41927361,K39C262-K39C26C,246
3661,P47B,Vuelta,K39C26C,-76.51833944,3.41927361,K39C29,-76.51583556,3.41936611,K39C26C-K39C29,278
3662,P47B,Vuelta,K39C29,-76.51583556,3.41936611,K39C312,-76.51380778,3.41946472,K39C29-K39C312,218
3663,P47B,Vuelta,K39C312,-76.51380778,3.41946472,K39C32A2,-76.51087583,3.41956139,K39C312-K39C32A2,365
3664,P47B,Vuelta,K39C32A2,-76.51087583,3.41956139,C70K39,-76.50741361,3.41976167,K39C32A2-C70K39,424
3665,P47B,Vuelta,C70K39,-76.50741361,3.41976167,C70K32A2,-76.50471083,3.42236333,C70K39-C70K32A2,377
3666,P47B,Vuelta,C70K32A2,-76.50471083,3.42236333,C70T28E,-76.50098056,3.42590694,C70K32A2-C70T28E,616
3667,P47B,Vuelta,C70T28E,-76.50098056,3.42590694,C70K28C,-76.49800528,3.42913861,C70T28E-C70K28C,492
3668,P47B,Vuelta,C70K28C,-76.49800528,3.42913861,C70K28B,-76.49724694,3.43062,C70K28C-C70K28B,184
3669,P47B,Vuelta,C70K28B,-76.49724694,3.43062,C70D69,-76.49550667,3.43409667,C70K28B-C70D69,432
3670,P47B,Vuelta,C70D69,-76.49550667,3.43409667,C70K26E2,-76.494235,3.43644167,C70D69-C70K26E2,298
3671,P47B,Vuelta,C70K26E2,-76.494235,3.43644167,C70K26,-76.49304306,3.43871444,C70K26E2-C70K26,346
3672,P47B,Vuelta,C70K26,-76.49304306,3.43871444,C70K24A,-76.49174083,3.44132667,C70K26-C70K24A,332
3673,P47B,Vuelta,C70K24A,-76.49174083,3.44132667,7AGO4,-76.486725,3.44535833,C70K24A-7AGO4,761
3674,P47B,Vuelta,7AGO4,-76.486725,3.44535833,K15C73,-76.4829525,3.44627806,7AGO4-K15C73,436
3675,P47B,Vuelta,K15C73,-76.4829525,3.44627806,A.SANIN4,-76.48253694,3.44368472,K15C73-A.SANIN4,562
3679,P47C,Ida,A.SANIN5,-76.48306028,3.44375639,C73D191,-76.48438194,3.44367889,A.SANIN5-C73D191,626
