id,entering,leaving,passthrough,totalVolume
38,1753,0,0,1753
37,936,8,1745,2681
36,425,20,2660,3086
35,222,15,3071,3293
26,477,560,2733,3210
14,136,1110,2100,2236
11,147,517,1719,1866
10,82,486,1380,1462
40,58,158,1304,1362
8,0,0,1362,1362
7,75,286,1076,1151
4,52,261,890,942
3,87,124,818,905
2,17,320,585,601
39,0,601,0,0
