id,entering,leaving,passthrough,totalVolume
39,683,0,0,683
2,417,84,600,1017
3,160,94,923,1083
4,146,33,1050,1196
7,243,200,996,1239
40,121,275,964,1085
10,594,60,1025,1618
11,351,113,1505,1856
15,435,57,1799,2235
26,720,509,1726,2446
35,13,331,2114,2127
36,9,295,1832,1841
37,3,608,1233,1236
38,0,1236,0,0
