id,entering,leaving,passthrough,totalVolume
39,282,0,0,282
2,190,8,273,464
3,131,13,450,582
4,94,13,568,662
7,159,68,594,753
40,73,73,681,753
10,202,94,659,861
11,174,83,778,952
15,204,40,912,1116
26,167,555,561,728
35,4,58,670,674
36,2,95,579,581
37,1,208,373,374
38,0,374,0,0
