time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_transit_walk	arrivals_transit_walk	stuck_transit_walk	en-route_transit_walk
00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0	0	0	0	0
01:05:00	3900	0	0	0	0	0	0	0	0	0	0	0	0
01:10:00	4200	0	0	0	0	0	0	0	0	0	0	0	0
01:15:00	4500	2	1	0	1	1	0	0	1	1	1	0	0
01:20:00	4800	0	0	0	1	0	0	0	1	0	0	0	0
01:25:00	5100	0	0	0	1	0	0	0	1	0	0	0	0
01:30:00	5400	2	1	0	2	1	0	0	2	1	1	0	0
01:35:00	5700	1	0	0	3	0	0	0	2	1	0	0	1
01:40:00	6000	1	1	0	3	1	0	0	3	0	1	0	0
01:45:00	6300	0	0	0	3	0	0	0	3	0	0	0	0
01:50:00	6600	5	2	0	6	2	0	0	5	3	2	0	1
01:55:00	6900	0	0	0	6	0	0	0	5	0	0	0	1
02:00:00	7200	4	2	0	8	2	0	0	7	2	2	0	1
02:05:00	7500	2	1	0	9	1	0	0	8	1	1	0	1
02:10:00	7800	0	0	0	9	0	0	0	8	0	0	0	1
02:15:00	8100	4	2	0	11	2	0	0	10	2	2	0	1
02:20:00	8400	6	2	0	15	2	0	0	12	4	2	0	3
02:25:00	8700	1	1	0	15	0	0	0	12	1	1	0	3
02:30:00	9000	6	4	0	17	3	0	0	15	3	4	0	2
02:35:00	9300	2	1	0	18	1	0	0	16	1	1	0	2
02:40:00	9600	1	0	0	19	0	0	0	16	1	0	0	3
02:45:00	9900	4	1	0	22	1	0	0	17	3	1	0	5
02:50:00	10200	10	4	0	28	4	0	0	21	6	4	0	7
02:55:00	10500	13	6	0	35	5	0	0	26	8	6	0	9
03:00:00	10800	16	10	0	41	8	0	0	34	8	10	0	7
03:05:00	11100	12	8	0	45	5	0	0	39	7	8	0	6
03:10:00	11400	25	10	0	60	9	0	0	48	16	10	0	12
03:15:00	11700	26	13	0	73	12	0	0	60	14	13	0	13
03:20:00	12000	30	17	0	86	14	0	0	74	16	17	0	12
03:25:00	12300	32	20	0	98	14	0	0	88	18	20	0	10
