time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_transit_walk	arrivals_transit_walk	stuck_transit_walk	en-route_transit_walk
00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0
00:05:00	300	0	0	0	0	0	0	0	0	0	0	0	0
00:10:00	600	0	0	0	0	0	0	0	0	0	0	0	0
00:15:00	900	0	0	0	0	0	0	0	0	0	0	0	0
00:20:00	1200	0	0	0	0	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0	0	0	0	0
00:30:00	1800	1	1	0	0	0	0	0	0	1	1	0	0
00:35:00	2100	0	0	0	0	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0	0	0	0	0
01:05:00	3900	0	0	0	0	0	0	0	0	0	0	0	0
01:10:00	4200	2	1	0	1	1	0	0	1	1	1	0	0
01:15:00	4500	0	0	0	1	0	0	0	1	0	0	0	0
01:20:00	4800	1	0	0	2	0	0	0	1	1	0	0	1
01:25:00	5100	1	1	0	2	1	0	0	2	0	1	0	0
01:30:00	5400	2	1	0	3	1	0	0	3	1	1	0	0
01:35:00	5700	1	1	0	3	0	0	0	3	1	1	0	0
01:40:00	6000	2	1	0	4	1	0	0	4	1	1	0	0
01:45:00	6300	0	0	0	4	0	0	0	4	0	0	0	0
01:50:00	6600	0	0	0	4	0	0	0	4	0	0	0	0
01:55:00	6900	2	1	0	5	1	0	0	5	1	1	0	0
02:00:00	7200	1	0	0	6	0	0	0	5	1	0	0	1
02:05:00	7500	3	2	0	7	1	0	0	6	2	2	0	1
02:10:00	7800	0	0	0	7	0	0	0	6	0	0	0	1
02:15:00	8100	5	1	0	11	1	0	0	7	4	1	0	4
02:20:00	8400	3	3	0	11	2	0	0	9	1	3	0	2
02:25:00	8700	3	2	0	12	1	0	0	10	2	2	0	2
02:30:00	9000	2	1	0	13	1	0	0	11	1	1	0	2
02:35:00	9300	6	3	0	16	1	0	0	12	5	3	0	4
02:40:00	9600	5	3	0	18	3	0	0	15	2	3	0	3
02:45:00	9900	4	2	0	20	2	0	0	17	2	2	0	3
02:50:00	10200	10	6	0	24	3	0	0	20	7	6	0	4
02:55:00	10500	7	4	0	27	3	0	0	23	4	4	0	4
03:00:00	10800	11	5	0	33	3	0	0	26	8	5	0	7
03:05:00	11100	17	9	0	41	7	0	0	33	10	9	0	8
03:10:00	11400	19	10	0	50	8	0	0	41	11	10	0	9
03:15:00	11700	20	14	0	56	7	0	0	48	13	14	0	8
03:20:00	12000	22	11	0	67	9	0	0	57	13	11	0	10
03:25:00	12300	29	15	0	81	12	0	0	69	17	15	0	12
