id,entering,leaving,passthrough,totalVolume
CHIMI3,0.35560035560053344,0.0,0.0,0.35560035560053344
FLORAI1,0.5224753596034531,0.0,0.35560035560053344,0.5879447357921312
SALOM1,0.6099942813304187,0.0,0.5910804632890487,0.8125885406684296
POPU1,2.6439644861757863,1.4142135623730951,0.7397267214553092,1.9967326399796295
TORRE3,0.3373738848983159,0.7440916048338274,1.8594494804785744,1.7226365361021514
SANBO3,0.10286889997472794,1.0514994558491724,1.4253932901995967,1.398004275535649
ESTAD3,0.44280744277004763,0.5996253511966891,1.2649863183175933,1.3402480575205495
TEQUE1,0.0973584767022471,0.3086066999241838,1.3215652286078605,1.2874597729503965
UDP3,0.0,0.6298897789321866,1.1430011430017144,1.1094003924504583
PAMPA1,0.1318760946791574,1.0464091298527103,0.7441611006409121,0.753592220347252
CAPRI3,0.0,0.3713906763541037,0.6653369121142344,0.6534265774628634
MELEN1,0.0,0.3302891295379082,0.5725705645651037,0.5628285773640648
BUITRE1,0.3481553119113957,0.3563483225498992,0.4458396641562629,0.5241067207263767
UNIV1,0.0,0.5241067207263767,0.0,0.0
