id,entering,leaving,passthrough,totalVolume
CHIMI3,384,0,0,384
FLORAI1,176,0,384,560
SALOM1,168,6,554,722
POPU1,243,1,721,964
TORRE3,427,85,879,1306
SANBO3,94,196,1110,1204
ESTAD3,125,174,1030,1155
TEQUE1,105,166,989,1094
UDP3,61,120,974,1035
PAMPA1,57,172,863,920
CAPRI3,30,114,806,836
MELEN1,18,327,509,527
BUITRE1,32,124,403,435
UNIV1,0,435,0,0
