id,entering,leaving,passthrough,totalVolume
TMENGA7,314,0,0,314
ALAMOS1,274,0,314,588
VIPASA1,130,13,575,705
PRADNOR1,161,3,702,863
L.AMERI1,417,21,842,1259
VERSALL1,247,26,1233,1480
TORRE3,178,213,1267,1445
CAICED1,420,99,1346,1766
SANBO3,92,302,1464,1556
ESTAD3,174,150,1406,1580
TEQUE1,179,214,1366,1545
UDP3,75,123,1422,1497
PAMPA1,70,237,1260,1330
CALDAS1,42,229,1101,1143
CAPRI3,33,174,969,1002
MELEN1,22,407,595,617
BUITRE1,63,138,479,542
UNIV1,0,542,0,0
