id,entering,leaving,passthrough,totalVolume
UNIV4,476,0,0,476
BUITRE2,241,18,458,699
MELEN2,97,56,643,740
CAPRI2,115,17,723,838
PAMPA2,221,66,772,993
UDP4,186,105,888,1074
TEQUE4,319,75,999,1318
ESTAD2,270,110,1208,1478
SANPAS2,115,18,1460,1575
TORRE2,198,198,1377,1575
POPU4,13,163,1412,1425
SALOM2,8,193,1232,1240
FLORAI2,5,407,833,838
CHIMI2,0,838,0,0
