id,entering,leaving,passthrough,totalVolume
CHIMI3,391,0,0,391
FLORAI1,183,0,391,574
SALOM1,176,6,568,744
POPU1,286,3,741,1027
TORRE3,434,92,935,1369
SANBO3,95,211,1158,1253
ESTAD3,130,182,1071,1201
TEQUE1,106,170,1031,1137
UDP3,61,127,1010,1071
PAMPA1,58,186,885,943
CAPRI3,30,118,825,855
MELEN1,18,333,522,540
BUITRE1,34,128,412,446
UNIV1,0,446,0,0
