PRODUCTO,VEH_ID,QPAX,CRD_SNR,O_ESTACION,D_ESTACION,O_ID_ESTACION,D_ID_ESTACION,TRONCAL,HORA_MATSIM,1_USO,START,END
UNIVIAJE-II,1203,1,36272,TEQUENDAMA,BUITRERA,10,2,YES,52200,0,0,0
UNIVIAJE-II,1203,1,36272,TEQUENDAMA,MELENDEZ,10,3,YES,65400,0,0,YES
UNIVIAJE-II,1601,1,36274,SAN BOSCO,MELENDEZ,14,3,YES,21780,0,YES,0
UNIVIAJE-II,1603,1,36274,SAN BOSCO,MELENDEZ,14,3,YES,36240,0,0,0
UNIVIAJE-II,1601,1,36274,SAN BOSCO,MELENDEZ,14,3,YES,51000,0,0,0
UNIVIAJE-II,1601,1,36274,SAN BOSCO,MELENDEZ,14,3,YES,72600,0,0,YES
UNIVIAJE-II,803,1,36280,PAMPALINDA,MELENDEZ,7,3,YES,42360,0,YES,0
UNIVIAJE-II,803,1,36280,PAMPALINDA,MELENDEZ,7,3,YES,64140,0,0,0
UNIVIAJE-II,803,1,36280,PAMPALINDA,MELENDEZ,7,3,YES,74760,0,0,YES
UNIVIAJE-II,4602,1,36281,VIPASA,TEQUENDAMA,46,10,YES,35880,0,YES,0
UNIVIAJE-II,4602,1,36281,VIPASA,MELENDEZ,46,3,YES,50940,0,0,0
UNIVIAJE-II,4601,1,36281,VIPASA,CALDAS,46,5,YES,62640,0,0,0
UNIVIAJE-II,4602,1,36281,VIPASA,CAPRI,46,4,YES,64980,0,0,0
UNIVIAJE-II,4602,1,36281,VIPASA,REFUGIO,46,6,YES,78600,0,0,YES
UNIVIAJE-II,2003,1,36283,SAN PEDRO,CAPRI,25,4,YES,36960,0,YES,0
UNIVIAJE-II,2003,1,36283,SAN PEDRO,MELENDEZ,25,3,YES,67440,0,0,YES
UNIVIAJE-II,1203,1,36285,TEQUENDAMA,MELENDEZ,10,3,YES,34560,0,YES,0
UNIVIAJE-II,1203,1,36285,TEQUENDAMA,MELENDEZ,10,3,YES,46860,0,0,YES
UNIVIAJE-II,1202,1,36287,TEQUENDAMA,MELENDEZ,10,3,YES,40680,0,YES,0
UNIVIAJE-II,1202,1,36287,TEQUENDAMA,MELENDEZ,10,3,YES,61440,0,0,YES
UNIVIAJE-II,104,1,36289,UNIVERSIDA,BUITRERA,39,2,YES,25740,0,YES,0
UNIVIAJE-II,104,1,36289,UNIVERSIDA,MELENDEZ,39,3,YES,31980,0,0,0
UNIVIAJE-II,104,1,36289,UNIVERSIDA,BUITRERA,39,2,YES,35340,0,0,0
UNIVIAJE-II,104,1,36289,UNIVERSIDA,MELENDEZ,39,3,YES,44460,0,0,0
UNIVIAJE-II,104,1,36289,UNIVERSIDA,BUITRERA,39,2,YES,57120,0,0,0
UNIVIAJE-II,104,1,36289,UNIVERSIDA,BUITRERA,39,2,YES,66360,0,0,0
UNIVIAJE-II,104,1,36289,UNIVERSIDA,MELENDEZ,39,3,YES,72120,0,0,YES
UNIVIAJE-II,3001,1,36291,CENTRO,MELENDEZ,28,3,YES,49080,0,YES,0
UNIVIAJE-II,3002,1,36291,CENTRO,MELENDEZ,28,3,YES,61980,0,0,YES
UNIVIAJE-II,4403,1,36295,VERSALLES,CAPRI,43,4,YES,58560,0,YES,0
UNIVIAJE-II,4403,1,36295,VERSALLES,CAPRI,43,4,YES,74700,0,0,YES
UNIVIAJE-II,504,1,36296,CAPRI,MELENDEZ,4,3,YES,23700,0,YES,0
UNIVIAJE-II,504,1,36296,CAPRI,MELENDEZ,4,3,YES,59640,0,0,0
UNIVIAJE-II,504,1,36296,CAPRI,MELENDEZ,4,3,YES,62640,0,0,0
UNIVIAJE-II,504,1,36296,CAPRI,MELENDEZ,4,3,YES,64140,0,0,0
UNIVIAJE-II,503,1,36296,CAPRI,MELENDEZ,4,3,YES,73140,0,0,YES
UNIVIAJE-II,1906,1,36299,PETECUY,MELENDEZ,24,3,YES,35580,0,YES,0
UNIVIAJE-II,1904,1,36299,PETECUY,CAPRI,24,4,YES,65820,0,0,YES
UNIVIAJE-II,1906,1,36302,PETECUY,MELENDEZ,24,3,YES,53100,0,YES,0
UNIVIAJE-II,1906,1,36302,PETECUY,CAPRI,24,4,YES,65160,0,0,YES
UNIVIAJE-II,104,1,36304,UNIVERSIDA,BUITRERA,39,2,YES,26100,0,YES,0
UNIVIAJE-II,104,1,36304,UNIVERSIDA,MELENDEZ,39,3,YES,28980,0,0,0
UNIVIAJE-II,104,1,36304,UNIVERSIDA,BUITRERA,39,2,YES,39000,0,0,0
UNIVIAJE-II,104,1,36304,UNIVERSIDA,MELENDEZ,39,3,YES,41520,0,0,0
UNIVIAJE-II,104,1,36304,UNIVERSIDA,BUITRERA,39,2,YES,57240,0,0,0
UNIVIAJE-II,104,1,36304,UNIVERSIDA,BUITRERA,39,2,YES,65580,0,0,0
UNIVIAJE-II,104,1,36304,UNIVERSIDA,MELENDEZ,39,3,YES,76320,0,0,YES
UNIVIAJE-II,4401,1,36312,VERSALLES,MELENDEZ,43,3,YES,42420,0,YES,0
UNIVIAJE-II,4403,1,36312,VERSALLES,CAPRI,43,4,YES,48480,0,0,YES
UNIVIAJE-II,3603,1,36317,POPULAR,MELENDEZ,35,3,YES,25140,0,YES,0
UNIVIAJE-II,3603,1,36317,POPULAR,CAPRI,35,4,YES,35700,0,0,0
UNIVIAJE-II,3603,1,36317,POPULAR,CALDAS,35,5,YES,49140,0,0,YES
UNIVIAJE-II,1202,1,36321,TEQUENDAMA,BUITRERA,10,2,YES,50940,0,YES,0
UNIVIAJE-II,1203,1,36321,TEQUENDAMA,MELENDEZ,10,3,YES,59880,0,0,YES
UNIVIAJE-II,3204,1,36324,ERMITA,MELENDEZ,29,3,YES,40020,0,YES,0
UNIVIAJE-II,3203,1,36324,ERMITA,MELENDEZ,29,3,YES,50760,0,0,0
UNIVIAJE-II,3203,1,36324,ERMITA,MELENDEZ,29,3,YES,59940,0,0,0
UNIVIAJE-II,3203,1,36324,ERMITA,MELENDEZ,29,3,YES,64500,0,0,YES
UNIVIAJE-II,1203,1,36327,TEQUENDAMA,BUITRERA,10,2,YES,54840,0,YES,0
UNIVIAJE-II,1203,1,36327,TEQUENDAMA,MELENDEZ,10,3,YES,58260,0,0,0
UNIVIAJE-II,1203,1,36327,TEQUENDAMA,MELENDEZ,10,3,YES,66480,0,0,YES
UNIVIAJE-II,3603,1,36331,POPULAR,CAPRI,35,4,YES,26520,0,YES,0
UNIVIAJE-II,3603,1,36331,POPULAR,CAPRI,35,4,YES,33540,0,0,0
UNIVIAJE-II,3603,1,36331,POPULAR,CALDAS,35,5,YES,53220,0,0,YES
UNIVIAJE-II,3202,1,36340,ERMITA,MELENDEZ,29,3,YES,39720,0,YES,0
UNIVIAJE-II,3202,1,36340,ERMITA,MELENDEZ,29,3,YES,40680,0,0,0
UNIVIAJE-II,3202,1,36340,ERMITA,MELENDEZ,29,3,YES,64500,0,0,YES
UNIVIAJE-II,903,1,36346,PLZ TOROS,MELENDEZ,8,3,YES,46860,0,YES,0
UNIVIAJE-II,903,1,36346,PLZ TOROS,CALDAS,8,5,YES,58020,0,0,0
UNIVIAJE-II,903,1,36346,PLZ TOROS,MELENDEZ,8,3,YES,64560,0,0,YES
UNIVIAJE-II,1306,1,36347,ESTADIO,BUITRERA,11,2,YES,51900,0,YES,0
UNIVIAJE-II,1304,1,36347,ESTADIO,BUITRERA,11,2,YES,77100,0,0,YES
UNIVIAJE-II,903,1,36350,PLZ TOROS,MELENDEZ,8,3,YES,42060,0,YES,0
UNIVIAJE-II,903,1,36350,PLZ TOROS,MELENDEZ,8,3,YES,61380,0,0,0
UNIVIAJE-II,903,1,36350,PLZ TOROS,CAPRI,8,4,YES,65400,0,0,YES
UNIVIAJE-II,1203,1,36354,TEQUENDAMA,CALDAS,10,5,YES,21180,0,YES,0
UNIVIAJE-II,1203,1,36354,TEQUENDAMA,MELENDEZ,10,3,YES,45720,0,0,YES
UNIVIAJE-II,2003,1,36356,SAN PEDRO,CAPRI,25,4,YES,40680,0,YES,0
UNIVIAJE-II,2003,1,36356,SAN PEDRO,CAPRI,25,4,YES,55380,0,0,YES
UNIVIAJE-II,4602,1,36357,VIPASA,MELENDEZ,46,3,YES,29820,0,YES,0
UNIVIAJE-II,4602,1,36357,VIPASA,TEQUENDAMA,46,10,YES,33540,0,0,0
UNIVIAJE-II,4602,1,36357,VIPASA,MELENDEZ,46,3,YES,52680,0,0,0
UNIVIAJE-II,4601,1,36357,VIPASA,CAPRI,46,4,YES,61080,0,0,0
UNIVIAJE-II,4602,1,36357,VIPASA,CAPRI,46,4,YES,64920,0,0,0
UNIVIAJE-II,4602,1,36357,VIPASA,CALDAS,46,5,YES,78780,0,0,YES
UNIVIAJE-II,1403,1,36361,MZ. SABER,MELENDEZ,12,3,YES,38340,0,YES,0
UNIVIAJE-II,1401,1,36361,MZ. SABER,MELENDEZ,12,3,YES,43080,0,0,0
UNIVIAJE-II,1403,1,36361,MZ. SABER,MELENDEZ,12,3,YES,55440,0,0,0
UNIVIAJE-II,1401,1,36361,MZ. SABER,MELENDEZ,12,3,YES,58380,0,0,0
UNIVIAJE-II,1403,1,36361,MZ. SABER,BUITRERA,12,2,YES,81540,0,0,YES
UNIVIAJE-II,903,1,36364,PLZ TOROS,MELENDEZ,8,3,YES,41940,0,YES,0
UNIVIAJE-II,903,1,36364,PLZ TOROS,MELENDEZ,8,3,YES,61500,0,0,0
UNIVIAJE-II,903,1,36364,PLZ TOROS,CAPRI,8,4,YES,67020,0,0,YES
UNIVIAJE-II,4403,1,36365,VERSALLES,CAPRI,43,4,YES,32580,0,YES,0
UNIVIAJE-II,4403,1,36365,VERSALLES,CAPRI,43,4,YES,59940,0,0,0
UNIVIAJE-II,4401,1,36365,VERSALLES,REFUGIO,43,6,YES,76620,0,0,YES
UNIVIAJE-II,1201,1,36368,TEQUENDAMA,MELENDEZ,10,3,YES,35040,0,YES,0
UNIVIAJE-II,1201,1,36368,TEQUENDAMA,MELENDEZ,10,3,YES,76920,0,0,YES
UNIVIAJE-II,1601,1,36369,SAN BOSCO,MELENDEZ,14,3,YES,59520,0,YES,0
UNIVIAJE-II,1601,1,36369,SAN BOSCO,MELENDEZ,14,3,YES,68220,0,0,0
UNIVIAJE-II,1601,1,36369,SAN BOSCO,CALDAS,14,5,YES,80580,0,0,YES
UNIVIAJE-II,803,1,36373,PAMPALINDA,MELENDEZ,7,3,YES,36900,0,YES,0
UNIVIAJE-II,803,1,36373,PAMPALINDA,MELENDEZ,7,3,YES,60660,0,0,YES
UNIVIAJE-II,1103,1,36374,LIDO,PAMPALINDA,9,7,YES,20880,0,YES,0
UNIVIAJE-II,1101,1,36374,LIDO,MELENDEZ,9,3,YES,45420,0,0,0
UNIVIAJE-II,1103,1,36374,LIDO,BUITRERA,9,2,YES,50400,0,0,0
UNIVIAJE-II,1103,1,36374,LIDO,MELENDEZ,9,3,YES,67560,0,0,0
UNIVIAJE-II,1103,1,36374,LIDO,PAMPALINDA,9,7,YES,72240,0,0,YES
UNIVIAJE-II,1403,1,36378,MZ. SABER,MELENDEZ,12,3,YES,46920,0,YES,0
UNIVIAJE-II,1403,1,36378,MZ. SABER,MELENDEZ,12,3,YES,66300,0,0,YES
UNIVIAJE-II,4403,1,36380,VERSALLES,MELENDEZ,43,3,YES,36120,0,YES,0
UNIVIAJE-II,4401,1,36380,VERSALLES,CAPRI,43,4,YES,60540,0,0,YES
UNIVIAJE-II,3002,1,36381,CENTRO,MELENDEZ,28,3,YES,67560,0,YES,0
UNIVIAJE-II,3001,1,36381,CENTRO,CAPRI,28,4,YES,73440,0,0,YES
UNIVIAJE-II,4602,1,36383,VIPASA,MELENDEZ,46,3,YES,29520,0,YES,0
UNIVIAJE-II,4602,1,36383,VIPASA,TEQUENDAMA,46,10,YES,32460,0,0,0
UNIVIAJE-II,4601,1,36383,VIPASA,MELENDEZ,46,3,YES,53820,0,0,0
UNIVIAJE-II,4602,1,36383,VIPASA,CALDAS,46,5,YES,63300,0,0,0
UNIVIAJE-II,4602,1,36383,VIPASA,CALDAS,46,5,YES,72060,0,0,YES
UNIVIAJE-II,1906,1,36386,PETECUY,CAPRI,24,4,YES,43380,0,YES,0
UNIVIAJE-II,1906,1,36386,PETECUY,CAPRI,24,4,YES,58980,0,0,YES
UNIVIAJE-II,4403,1,36387,VERSALLES,MELENDEZ,43,3,YES,42300,0,YES,0
UNIVIAJE-II,4403,1,36387,VERSALLES,CAPRI,43,4,YES,66120,0,0,0
UNIVIAJE-II,4401,1,36387,VERSALLES,CAPRI,43,4,YES,72600,0,0,YES
UNIVIAJE-II,2003,1,36393,SAN PEDRO,MELENDEZ,25,3,YES,36180,0,YES,0
UNIVIAJE-II,2001,1,36393,SAN PEDRO,MELENDEZ,25,3,YES,67680,0,0,YES
UNIVIAJE-II,3002,1,36394,CENTRO,MELENDEZ,28,3,YES,41220,0,YES,0
UNIVIAJE-II,3002,1,36394,CENTRO,BUITRERA,28,2,YES,56040,0,0,YES
UNIVIAJE-II,3202,1,36398,ERMITA,MELENDEZ,29,3,YES,34920,0,YES,0
UNIVIAJE-II,3202,1,36398,ERMITA,MELENDEZ,29,3,YES,42360,0,0,0
UNIVIAJE-II,3202,1,36398,ERMITA,MELENDEZ,29,3,YES,53820,0,0,0
UNIVIAJE-II,3202,1,36398,ERMITA,MELENDEZ,29,3,YES,61680,0,0,YES
UNIVIAJE-II,1906,1,36399,PETECUY,MELENDEZ,24,3,YES,55500,0,YES,0
UNIVIAJE-II,1906,1,36399,PETECUY,CAPRI,24,4,YES,59040,0,0,YES
UNIVIAJE-II,1704,1,36402,SAN PASCUA,CALDAS,15,5,YES,28440,0,YES,0
UNIVIAJE-II,1704,1,36402,SAN PASCUA,CAPRI,15,4,YES,41520,0,0,0
UNIVIAJE-II,1704,1,36402,SAN PASCUA,CAPRI,15,4,YES,55680,0,0,YES
UNIVIAJE-II,903,1,36405,PLZ TOROS,MELENDEZ,8,3,YES,26040,0,YES,0
UNIVIAJE-II,903,1,36405,PLZ TOROS,MELENDEZ,8,3,YES,38160,0,0,0
UNIVIAJE-II,903,1,36405,PLZ TOROS,MELENDEZ,8,3,YES,62940,0,0,0
UNIVIAJE-II,903,1,36405,PLZ TOROS,MELENDEZ,8,3,YES,64440,0,0,YES
UNIVIAJE-II,1805,1,36411,SUCRE,SAN PASCUA,23,15,YES,50160,0,YES,0
UNIVIAJE-II,1805,1,36411,SUCRE,MZ. SABER,23,12,YES,66180,0,0,YES
UNIVIAJE-II,903,1,36415,PLZ TOROS,CAPRI,8,4,YES,45660,0,YES,0
UNIVIAJE-II,903,1,36415,PLZ TOROS,CALDAS,8,5,YES,59460,0,0,0
UNIVIAJE-II,903,1,36415,PLZ TOROS,CAPRI,8,4,YES,75600,0,0,YES
UNIVIAJE-II,3203,1,36417,ERMITA,MELENDEZ,29,3,YES,45360,0,YES,0
UNIVIAJE-II,3204,1,36417,ERMITA,MELENDEZ,29,3,YES,61620,0,0,0
UNIVIAJE-II,3204,1,36417,ERMITA,MELENDEZ,29,3,YES,67080,0,0,0
UNIVIAJE-II,3204,1,36417,ERMITA,MELENDEZ,29,3,YES,69960,0,0,YES
UNIVIAJE-II,1103,1,36418,LIDO,PAMPALINDA,9,7,YES,21480,0,YES,0
UNIVIAJE-II,1103,1,36418,LIDO,MELENDEZ,9,3,YES,45300,0,0,0
UNIVIAJE-II,1103,1,36418,LIDO,BUITRERA,9,2,YES,53940,0,0,0
UNIVIAJE-II,1103,1,36418,LIDO,MELENDEZ,9,3,YES,64140,0,0,YES
UNIVIAJE-II,4502,1,36420,PRADOS,MELENDEZ,45,3,YES,25680,0,YES,0
UNIVIAJE-II,4502,1,36420,PRADOS,TEQUENDAMA,45,10,YES,45900,0,0,0
UNIVIAJE-II,4501,1,36420,PRADOS,CALDAS,45,5,YES,60120,0,0,0
UNIVIAJE-II,4502,1,36420,PRADOS,CAPRI,45,4,YES,66240,0,0,YES
UNIVIAJE-II,302,1,36428,BUITRERA,MELENDEZ,2,3,YES,61740,0,YES,0
UNIVIAJE-II,302,1,36428,BUITRERA,MELENDEZ,2,3,YES,67440,0,0,YES
UNIVIAJE-II,1906,1,36432,PETECUY,MELENDEZ,24,3,YES,55800,0,YES,0
UNIVIAJE-II,1906,1,36432,PETECUY,MELENDEZ,24,3,YES,61200,0,0,0
UNIVIAJE-II,1906,1,36432,PETECUY,MELENDEZ,24,3,YES,71760,0,0,YES
UNIVIAJE-II,1202,1,36433,TEQUENDAMA,BUITRERA,10,2,YES,52980,0,YES,0
UNIVIAJE-II,1203,1,36433,TEQUENDAMA,MELENDEZ,10,3,YES,60960,0,0,YES
UNIVIAJE-II,3006,1,36434,CENTRO,MELENDEZ,28,3,YES,28440,0,YES,0
UNIVIAJE-II,3006,1,36434,CENTRO,MELENDEZ,28,3,YES,33540,0,0,0
UNIVIAJE-II,3006,1,36434,CENTRO,MELENDEZ,28,3,YES,38820,0,0,0
UNIVIAJE-II,3006,1,36434,CENTRO,BUITRERA,28,2,YES,44520,0,0,0
UNIVIAJE-II,3006,1,36434,CENTRO,MELENDEZ,28,3,YES,52140,0,0,0
UNIVIAJE-II,3006,1,36434,CENTRO,MELENDEZ,28,3,YES,67560,0,0,0
UNIVIAJE-II,3006,1,36434,CENTRO,CALDAS,28,5,YES,78120,0,0,YES
UNIVIAJE-II,1303,1,36435,ESTADIO,BUITRERA,11,2,YES,34620,0,YES,0
UNIVIAJE-II,1303,1,36435,ESTADIO,BUITRERA,11,2,YES,41220,0,0,0
UNIVIAJE-II,1302,1,36435,ESTADIO,BUITRERA,11,2,YES,44880,0,0,0
UNIVIAJE-II,1303,1,36435,ESTADIO,BUITRERA,11,2,YES,54900,0,0,0
UNIVIAJE-II,1303,1,36435,ESTADIO,MELENDEZ,11,3,YES,69900,0,0,0
UNIVIAJE-II,1303,1,36435,ESTADIO,BUITRERA,11,2,YES,78960,0,0,YES
UNIVIAJE-II,3006,1,36436,CENTRO,TEQUENDAMA,28,10,YES,21000,0,YES,0
UNIVIAJE-II,3006,1,36436,CENTRO,MELENDEZ,28,3,YES,34560,0,0,0
UNIVIAJE-II,3006,1,36436,CENTRO,MELENDEZ,28,3,YES,37980,0,0,0
UNIVIAJE-II,3006,1,36436,CENTRO,BUITRERA,28,2,YES,46260,0,0,0
UNIVIAJE-II,3006,1,36436,CENTRO,MELENDEZ,28,3,YES,50280,0,0,0
UNIVIAJE-II,3006,1,36436,CENTRO,BUITRERA,28,2,YES,57540,0,0,0
UNIVIAJE-II,3006,1,36436,CENTRO,MELENDEZ,28,3,YES,69900,0,0,YES
UNIVIAJE-II,3002,1,36437,CENTRO,MELENDEZ,28,3,YES,51900,0,YES,0
UNIVIAJE-II,3002,1,36437,CENTRO,MELENDEZ,28,3,YES,69000,0,0,YES
UNIVIAJE-II,3001,1,36441,CENTRO,MELENDEZ,28,3,YES,35340,0,YES,0
UNIVIAJE-II,3001,1,36441,CENTRO,MELENDEZ,28,3,YES,66720,0,0,YES
UNIVIAJE-II,4701,1,36443,ALAMOS,MELENDEZ,47,3,YES,23100,0,YES,0
UNIVIAJE-II,4703,1,36443,ALAMOS,MELENDEZ,47,3,YES,24540,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,BUITRERA,47,2,YES,28200,0,0,0
UNIVIAJE-II,4701,1,36443,ALAMOS,MELENDEZ,47,3,YES,30240,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,MELENDEZ,47,3,YES,34440,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,MELENDEZ,47,3,YES,36660,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,MELENDEZ,47,3,YES,40380,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,CAPRI,47,4,YES,43380,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,MELENDEZ,47,3,YES,51300,0,0,0
UNIVIAJE-II,4703,1,36443,ALAMOS,MELENDEZ,47,3,YES,55140,0,0,0
UNIVIAJE-II,4701,1,36443,ALAMOS,CAPRI,47,4,YES,65100,0,0,0
UNIVIAJE-II,4701,1,36443,ALAMOS,CAPRI,47,4,YES,67200,0,0,0
UNIVIAJE-II,4701,1,36443,ALAMOS,PAMPALINDA,47,7,YES,75960,0,0,YES
UNIVIAJE-II,302,1,36446,BUITRERA,MELENDEZ,2,3,YES,62340,0,YES,0
UNIVIAJE-II,302,1,36446,BUITRERA,MELENDEZ,2,3,YES,67320,0,0,YES
UNIVIAJE-II,3101,1,36452,CAICEDO,BUITRERA,42,2,YES,42000,0,YES,0
UNIVIAJE-II,3101,1,36452,CAICEDO,MELENDEZ,42,3,YES,49740,0,0,0
UNIVIAJE-II,3101,1,36452,CAICEDO,MELENDEZ,42,3,YES,54180,0,0,0
UNIVIAJE-II,3203,1,36452,ERMITA,MELENDEZ,29,3,YES,64320,0,0,YES
UNIVIAJE-II,1303,1,36460,ESTADIO,BUITRERA,11,2,YES,31860,0,YES,0
UNIVIAJE-II,1302,1,36460,ESTADIO,BUITRERA,11,2,YES,38460,0,0,0
UNIVIAJE-II,1303,1,36460,ESTADIO,BUITRERA,11,2,YES,43140,0,0,0
UNIVIAJE-II,1303,1,36460,ESTADIO,BUITRERA,11,2,YES,56520,0,0,0
UNIVIAJE-II,1303,1,36460,ESTADIO,BUITRERA,11,2,YES,65820,0,0,YES
UNIVIAJE-II,3603,1,36463,POPULAR,CAPRI,35,4,YES,31140,0,YES,0
UNIVIAJE-II,3603,1,36463,POPULAR,CALDAS,35,5,YES,50880,0,0,YES
UNIVIAJE-II,1504,1,36464,ST LIBRADA,MELENDEZ,13,3,YES,47640,0,YES,0
UNIVIAJE-II,1506,1,36464,ST LIBRADA,MELENDEZ,13,3,YES,58920,0,0,0
UNIVIAJE-II,1504,1,36464,ST LIBRADA,MELENDEZ,13,3,YES,66660,0,0,0
UNIVIAJE-II,1506,1,36464,ST LIBRADA,BUITRERA,13,2,YES,71820,0,0,YES
UNIVIAJE-II,4703,1,36470,ALAMOS,MELENDEZ,47,3,YES,24180,0,YES,0
UNIVIAJE-II,4703,1,36470,ALAMOS,BUITRERA,47,2,YES,28020,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,MELENDEZ,47,3,YES,29280,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,MELENDEZ,47,3,YES,30060,0,0,0
UNIVIAJE-II,4701,1,36470,ALAMOS,MELENDEZ,47,3,YES,33120,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,MELENDEZ,47,3,YES,37620,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,MELENDEZ,47,3,YES,39480,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,CAPRI,47,4,YES,45600,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,MELENDEZ,47,3,YES,55800,0,0,0
UNIVIAJE-II,4701,1,36470,ALAMOS,MELENDEZ,47,3,YES,62460,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,CAPRI,47,4,YES,66060,0,0,0
UNIVIAJE-II,4703,1,36470,ALAMOS,CAPRI,47,4,YES,70380,0,0,YES
UNIVIAJE-II,3006,1,36472,CENTRO,MELENDEZ,28,3,YES,28200,0,YES,0
UNIVIAJE-II,3006,1,36472,CENTRO,BUITRERA,28,2,YES,56880,0,0,YES
UNIVIAJE-II,3001,1,36478,CENTRO,BUITRERA,28,2,YES,45480,0,YES,0
UNIVIAJE-II,3002,1,36478,CENTRO,MELENDEZ,28,3,YES,63840,0,0,YES
UNIVIAJE-II,3503,1,36483,SALOMIA,CALDAS,36,5,YES,46680,0,YES,0
UNIVIAJE-II,3503,1,36483,SALOMIA,CALDAS,36,5,YES,57960,0,0,0
UNIVIAJE-II,3503,1,36483,SALOMIA,CAPRI,36,4,YES,65040,0,0,YES
UNIVIAJE-II,1002,1,36485,UND DEPORT,MELENDEZ,40,3,YES,41580,0,YES,0
UNIVIAJE-II,1002,1,36485,UND DEPORT,MELENDEZ,40,3,YES,58800,0,0,0
UNIVIAJE-II,1003,1,36485,UND DEPORT,MELENDEZ,40,3,YES,68760,0,0,YES
UNIVIAJE-II,1203,1,36487,TEQUENDAMA,MELENDEZ,10,3,YES,26340,0,YES,0
UNIVIAJE-II,1203,1,36487,TEQUENDAMA,BUITRERA,10,2,YES,54900,0,0,0
UNIVIAJE-II,1202,1,36487,TEQUENDAMA,MELENDEZ,10,3,YES,65940,0,0,YES
UNIVIAJE-II,1302,1,36488,ESTADIO,BUITRERA,11,2,YES,75300,0,YES,0
UNIVIAJE-II,1303,1,36488,ESTADIO,BUITRERA,11,2,YES,79980,0,0,YES
UNIVIAJE-II,4403,1,36493,VERSALLES,MELENDEZ,43,3,YES,46380,0,YES,0
UNIVIAJE-II,4401,1,36493,VERSALLES,CAPRI,43,4,YES,57660,0,0,0
UNIVIAJE-II,4403,1,36493,VERSALLES,CAPRI,43,4,YES,68280,0,0,YES
UNIVIAJE-II,2006,1,36498,SAN PEDRO,SAN PEDRO,25,25,YES,27240,0,YES,0
UNIVIAJE-II,2006,1,36498,SAN PEDRO,MELENDEZ,25,3,YES,61260,0,0,0
UNIVIAJE-II,2006,1,36498,SAN PEDRO,CAPRI,25,4,YES,68820,0,0,YES
UNIVIAJE-II,3002,1,36500,CENTRO,MELENDEZ,28,3,YES,48060,0,YES,0
UNIVIAJE-II,3002,1,36500,CENTRO,MELENDEZ,28,3,YES,66900,0,0,0
UNIVIAJE-II,3002,1,36500,CENTRO,MELENDEZ,28,3,YES,71820,0,0,YES
UNIVIAJE-II,3101,1,36501,CAICEDO,BUITRERA,42,2,YES,42000,0,YES,0
UNIVIAJE-II,3102,1,36501,CAICEDO,MELENDEZ,42,3,YES,65700,0,0,0
UNIVIAJE-II,3102,1,36501,CAICEDO,CAPRI,42,4,YES,76380,0,0,YES
UNIVIAJE-II,803,1,36502,PAMPALINDA,MELENDEZ,7,3,YES,28500,0,YES,0
UNIVIAJE-II,803,1,36502,PAMPALINDA,MELENDEZ,7,3,YES,61320,0,0,0
UNIVIAJE-II,803,1,36502,PAMPALINDA,MELENDEZ,7,3,YES,76800,0,0,YES
UNIVIAJE-II,302,1,36504,BUITRERA,MELENDEZ,2,3,YES,32520,0,YES,0
UNIVIAJE-II,302,1,36504,BUITRERA,MELENDEZ,2,3,YES,58320,0,0,0
UNIVIAJE-II,302,1,36504,BUITRERA,MELENDEZ,2,3,YES,76080,0,0,YES
UNIVIAJE-II,1906,1,36507,PETECUY,CAPRI,24,4,YES,44940,0,YES,0
UNIVIAJE-II,1906,1,36507,PETECUY,MELENDEZ,24,3,YES,62400,0,0,0
UNIVIAJE-II,1904,1,36507,PETECUY,CHIMINANGOS,24,38,YES,72480,0,0,YES
UNIVIAJE-II,4403,1,36509,VERSALLES,MELENDEZ,43,3,YES,43620,0,YES,0
UNIVIAJE-II,4403,1,36509,VERSALLES,CAPRI,43,4,YES,58860,0,0,0
UNIVIAJE-II,4401,1,36509,VERSALLES,CAPRI,43,4,YES,73380,0,0,YES
UNIVIAJE-II,3002,1,36511,CENTRO,MELENDEZ,28,3,YES,50340,0,YES,0
UNIVIAJE-II,3002,1,36511,CENTRO,MELENDEZ,28,3,YES,64500,0,0,YES
UNIVIAJE-II,1904,1,36514,PETECUY,MELENDEZ,24,3,YES,55080,0,YES,0
UNIVIAJE-II,1906,1,36514,PETECUY,CAPRI,24,4,YES,58320,0,0,0
UNIVIAJE-II,1904,1,36514,PETECUY,CAPRI,24,4,YES,66540,0,0,YES
UNIVIAJE-II,3006,1,36517,CENTRO,CAPRI,28,4,YES,24720,0,YES,0
UNIVIAJE-II,3006,1,36517,CENTRO,MELENDEZ,28,3,YES,34920,0,0,0
