PRODUCTO,VEH_ID,QPAX,CRD_SNR,O_ESTACION,D_ESTACION,O_ID_ESTACION,D_ID_ESTACION,TRONCAL,HORA_MATSIM,1_USO,START,END
UNIVIAJE-II,4703,1,43112,ALAMOS,MELENDEZ,47,3,YES,63480,0,0,0
UNIVIAJE-II,4703,1,43112,ALAMOS,MELENDEZ,47,3,YES,72480,0,0,YES
UNIVIAJE-II,1303,1,43115,ESTADIO,BUITRERA,11,2,YES,37020,0,YES,0
UNIVIAJE-II,1303,1,43115,ESTADIO,BUITRERA,11,2,YES,46620,0,0,0
UNIVIAJE-II,1303,1,43115,ESTADIO,BUITRERA,11,2,YES,56400,0,0,0
UNIVIAJE-II,1302,1,43115,ESTADIO,BUITRERA,11,2,YES,66300,0,0,YES
UNIVIAJE-II,2003,1,43119,SAN PEDRO,CAPRI,25,4,YES,30720,0,YES,0
UNIVIAJE-II,2001,1,43119,SAN PEDRO,MELENDEZ,25,3,YES,60480,0,0,YES
UNIVIAJE-II,104,1,43120,UNIVERSIDA,BUITRERA,39,2,YES,25320,0,YES,0
UNIVIAJE-II,104,1,43120,UNIVERSIDA,BUITRERA,39,2,YES,29820,0,0,0
UNIVIAJE-II,104,1,43120,UNIVERSIDA,MELENDEZ,39,3,YES,42960,0,0,0
UNIVIAJE-II,104,1,43120,UNIVERSIDA,BUITRERA,39,2,YES,53520,0,0,0
UNIVIAJE-II,104,1,43120,UNIVERSIDA,MELENDEZ,39,3,YES,61380,0,0,0
UNIVIAJE-II,104,1,43120,UNIVERSIDA,BUITRERA,39,2,YES,67920,0,0,0
UNIVIAJE-II,104,1,43120,UNIVERSIDA,MELENDEZ,39,3,YES,73980,0,0,YES
UNIVIAJE-II,1203,1,43122,TEQUENDAMA,MELENDEZ,10,3,YES,22800,0,YES,0
UNIVIAJE-II,1202,1,43122,TEQUENDAMA,BUITRERA,10,2,YES,54780,0,0,0
UNIVIAJE-II,1203,1,43122,TEQUENDAMA,MELENDEZ,10,3,YES,65580,0,0,YES
UNIVIAJE-II,104,1,43123,UNIVERSIDA,BUITRERA,39,2,YES,26280,0,YES,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,BUITRERA,39,2,YES,31320,0,0,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,BUITRERA,39,2,YES,38520,0,0,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,MELENDEZ,39,3,YES,41040,0,0,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,BUITRERA,39,2,YES,51840,0,0,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,BUITRERA,39,2,YES,57960,0,0,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,BUITRERA,39,2,YES,66000,0,0,0
UNIVIAJE-II,104,1,43123,UNIVERSIDA,MELENDEZ,39,3,YES,79800,0,0,YES
UNIVIAJE-II,1906,1,43124,PETECUY,TEQUENDAMA,24,10,YES,22440,0,YES,0
UNIVIAJE-II,1906,1,43124,PETECUY,MELENDEZ,24,3,YES,61440,0,0,YES
UNIVIAJE-II,3703,1,43130,MANZANARES,TEQUENDAMA,34,10,YES,26040,0,YES,0
UNIVIAJE-II,3703,1,43130,MANZANARES,CAPRI,34,4,YES,37560,0,0,0
UNIVIAJE-II,3703,1,43130,MANZANARES,LIDO,34,9,YES,57060,0,0,0
UNIVIAJE-II,3703,1,43130,MANZANARES,PAMPALINDA,34,7,YES,64800,0,0,YES
UNIVIAJE-II,903,1,43132,PLZ TOROS,MELENDEZ,8,3,YES,48180,0,YES,0
UNIVIAJE-II,903,1,43132,PLZ TOROS,MELENDEZ,8,3,YES,55680,0,0,0
UNIVIAJE-II,903,1,43132,PLZ TOROS,CAPRI,8,4,YES,65760,0,0,YES
UNIVIAJE-II,2003,1,43136,SAN PEDRO,MELENDEZ,25,3,YES,43620,0,YES,0
UNIVIAJE-II,2003,1,43136,SAN PEDRO,CAPRI,25,4,YES,56880,0,0,YES
UNIVIAJE-II,1203,1,43138,TEQUENDAMA,BUITRERA,10,2,YES,52920,0,YES,0
UNIVIAJE-II,1202,1,43138,TEQUENDAMA,MELENDEZ,10,3,YES,58560,0,0,0
UNIVIAJE-II,1203,1,43138,TEQUENDAMA,CAPRI,10,4,YES,80940,0,0,YES
UNIVIAJE-II,112,1,43139,UNIVERSIDA,BUITRERA,39,2,YES,28260,0,YES,0
UNIVIAJE-II,112,1,43139,UNIVERSIDA,BUITRERA,39,2,YES,55920,0,0,YES
UNIVIAJE-II,4703,1,43141,ALAMOS,BUITRERA,47,2,YES,23220,0,YES,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,31740,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,31980,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,37200,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,42120,0,0,0
UNIVIAJE-II,4701,1,43141,ALAMOS,BUITRERA,47,2,YES,45240,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,CAPRI,47,4,YES,50340,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,53820,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,60720,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,64440,0,0,0
UNIVIAJE-II,4701,1,43141,ALAMOS,MELENDEZ,47,3,YES,66000,0,0,0
UNIVIAJE-II,4703,1,43141,ALAMOS,MELENDEZ,47,3,YES,67800,0,0,YES
UNIVIAJE-II,2006,1,43142,SAN PEDRO,MELENDEZ,25,3,YES,57660,0,YES,0
UNIVIAJE-II,2006,1,43142,SAN PEDRO,MELENDEZ,25,3,YES,67320,0,0,YES
UNIVIAJE-II,1504,1,43144,ST LIBRADA,BUITRERA,13,2,YES,27300,0,YES,0
UNIVIAJE-II,1504,1,43144,ST LIBRADA,MELENDEZ,13,3,YES,45780,0,0,0
UNIVIAJE-II,1506,1,43144,ST LIBRADA,MELENDEZ,13,3,YES,58020,0,0,0
UNIVIAJE-II,1506,1,43144,ST LIBRADA,BUITRERA,13,2,YES,68520,0,0,0
UNIVIAJE-II,1504,1,43144,ST LIBRADA,MELENDEZ,13,3,YES,74820,0,0,YES
UNIVIAJE-II,1303,1,43145,ESTADIO,BUITRERA,11,2,YES,46980,0,YES,0
UNIVIAJE-II,1303,1,43145,ESTADIO,BUITRERA,11,2,YES,51660,0,0,0
UNIVIAJE-II,1301,1,43145,ESTADIO,BUITRERA,11,2,YES,68340,0,0,0
UNIVIAJE-II,1303,1,43145,ESTADIO,BUITRERA,11,2,YES,79200,0,0,YES
UNIVIAJE-II,2003,1,43148,SAN PEDRO,MELENDEZ,25,3,YES,42180,0,YES,0
UNIVIAJE-II,2003,1,43148,SAN PEDRO,MELENDEZ,25,3,YES,45480,0,0,0
UNIVIAJE-II,2001,1,43148,SAN PEDRO,CAPRI,25,4,YES,54120,0,0,0
UNIVIAJE-II,2003,1,43148,SAN PEDRO,TEQUENDAMA,25,10,YES,77700,0,0,YES
UNIVIAJE-II,3006,1,43151,CENTRO,MELENDEZ,28,3,YES,26940,0,YES,0
UNIVIAJE-II,3006,1,43151,CENTRO,BUITRERA,28,2,YES,35580,0,0,0
UNIVIAJE-II,3006,1,43151,CENTRO,MELENDEZ,28,3,YES,38640,0,0,0
UNIVIAJE-II,3006,1,43151,CENTRO,BUITRERA,28,2,YES,45120,0,0,0
UNIVIAJE-II,3006,1,43151,CENTRO,MELENDEZ,28,3,YES,52980,0,0,0
UNIVIAJE-II,3006,1,43151,CENTRO,MELENDEZ,28,3,YES,67980,0,0,YES
UNIVIAJE-II,4703,1,43152,ALAMOS,BUITRERA,47,2,YES,23880,0,YES,0
UNIVIAJE-II,4703,1,43152,ALAMOS,BUITRERA,47,2,YES,26220,0,0,0
UNIVIAJE-II,4701,1,43152,ALAMOS,MELENDEZ,47,3,YES,31860,0,0,0
UNIVIAJE-II,4701,1,43152,ALAMOS,MELENDEZ,47,3,YES,37980,0,0,0
UNIVIAJE-II,4701,1,43152,ALAMOS,MELENDEZ,47,3,YES,43020,0,0,0
UNIVIAJE-II,4703,1,43152,ALAMOS,BUITRERA,47,2,YES,46740,0,0,0
UNIVIAJE-II,4703,1,43152,ALAMOS,MELENDEZ,47,3,YES,56280,0,0,0
UNIVIAJE-II,4703,1,43152,ALAMOS,MELENDEZ,47,3,YES,61020,0,0,0
UNIVIAJE-II,4703,1,43152,ALAMOS,MELENDEZ,47,3,YES,64560,0,0,0
UNIVIAJE-II,4701,1,43152,ALAMOS,CAPRI,47,4,YES,69900,0,0,YES
UNIVIAJE-II,1203,1,43153,TEQUENDAMA,BUITRERA,10,2,YES,30660,0,YES,0
UNIVIAJE-II,1203,1,43153,TEQUENDAMA,BUITRERA,10,2,YES,52140,0,0,0
UNIVIAJE-II,1202,1,43153,TEQUENDAMA,MELENDEZ,10,3,YES,65760,0,0,YES
UNIVIAJE-II,104,1,43154,UNIVERSIDA,MELENDEZ,39,3,YES,21540,0,YES,0
UNIVIAJE-II,104,1,43154,UNIVERSIDA,BUITRERA,39,2,YES,29340,0,0,0
UNIVIAJE-II,104,1,43154,UNIVERSIDA,MELENDEZ,39,3,YES,42240,0,0,0
UNIVIAJE-II,104,1,43154,UNIVERSIDA,BUITRERA,39,2,YES,51300,0,0,0
UNIVIAJE-II,104,1,43154,UNIVERSIDA,MELENDEZ,39,3,YES,61860,0,0,0
UNIVIAJE-II,104,1,43154,UNIVERSIDA,MELENDEZ,39,3,YES,70560,0,0,YES
UNIVIAJE-II,1703,1,43155,SAN PASCUA,CALDAS,15,5,YES,27960,0,YES,0
UNIVIAJE-II,1703,1,43155,SAN PASCUA,MELENDEZ,15,3,YES,38160,0,0,0
UNIVIAJE-II,1703,1,43155,SAN PASCUA,MELENDEZ,15,3,YES,45660,0,0,0
UNIVIAJE-II,1703,1,43155,SAN PASCUA,CALDAS,15,5,YES,51900,0,0,0
UNIVIAJE-II,1703,1,43155,SAN PASCUA,BUITRERA,15,2,YES,61500,0,0,0
UNIVIAJE-II,1703,1,43155,SAN PASCUA,CAPRI,15,4,YES,67620,0,0,YES
UNIVIAJE-II,302,1,43160,BUITRERA,MELENDEZ,2,3,YES,46020,0,YES,0
UNIVIAJE-II,302,1,43160,BUITRERA,MELENDEZ,2,3,YES,66180,0,0,0
UNIVIAJE-II,302,1,43160,BUITRERA,MELENDEZ,2,3,YES,73680,0,0,YES
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,25740,0,YES,0
UNIVIAJE-II,504,1,43162,CAPRI,BUITRERA,4,2,YES,32280,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,36300,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,43680,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,CAPRI,4,4,YES,47340,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,52020,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,57180,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,58680,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,61320,0,0,0
UNIVIAJE-II,504,1,43162,CAPRI,MELENDEZ,4,3,YES,66360,0,0,YES
UNIVIAJE-II,302,1,43164,BUITRERA,MELENDEZ,2,3,YES,51660,0,YES,0
UNIVIAJE-II,302,1,43164,BUITRERA,MELENDEZ,2,3,YES,79020,0,0,YES
UNIVIAJE-II,1304,1,43165,ESTADIO,BUITRERA,11,2,YES,29280,0,YES,0
UNIVIAJE-II,1306,1,43165,ESTADIO,MELENDEZ,11,3,YES,71040,0,0,0
UNIVIAJE-II,1304,1,43165,ESTADIO,BUITRERA,11,2,YES,80460,0,0,YES
UNIVIAJE-II,1302,1,43166,ESTADIO,BUITRERA,11,2,YES,40260,0,YES,0
UNIVIAJE-II,1302,1,43166,ESTADIO,BUITRERA,11,2,YES,42900,0,0,0
UNIVIAJE-II,1303,1,43166,ESTADIO,BUITRERA,11,2,YES,51240,0,0,0
UNIVIAJE-II,1303,1,43166,ESTADIO,BUITRERA,11,2,YES,60900,0,0,0
UNIVIAJE-II,1303,1,43166,ESTADIO,BUITRERA,11,2,YES,64560,0,0,0
UNIVIAJE-II,1303,1,43166,ESTADIO,BUITRERA,11,2,YES,81420,0,0,YES
UNIVIAJE-II,402,1,43169,MELENDEZ,CAPRI,3,4,YES,20520,0,YES,0
UNIVIAJE-II,402,1,43169,MELENDEZ,MELENDEZ,3,3,YES,25920,0,0,0
UNIVIAJE-II,402,1,43169,MELENDEZ,MELENDEZ,3,3,YES,34860,0,0,0
UNIVIAJE-II,402,1,43169,MELENDEZ,MELENDEZ,3,3,YES,41400,0,0,0
UNIVIAJE-II,402,1,43169,MELENDEZ,MELENDEZ,3,3,YES,48540,0,0,0
UNIVIAJE-II,402,1,43169,MELENDEZ,BUITRERA,3,2,YES,66660,0,0,0
UNIVIAJE-II,402,1,43169,MELENDEZ,BUITRERA,3,2,YES,67380,0,0,YES
UNIVIAJE-II,104,1,43170,UNIVERSIDA,MELENDEZ,39,3,YES,21480,0,YES,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,28260,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,32640,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,37740,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,MELENDEZ,39,3,YES,40260,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,48660,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,49740,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,60120,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,BUITRERA,39,2,YES,66060,0,0,0
UNIVIAJE-II,104,1,43170,UNIVERSIDA,MELENDEZ,39,3,YES,79500,0,0,YES
UNIVIAJE-II,1303,1,43174,ESTADIO,BUITRERA,11,2,YES,33180,0,YES,0
UNIVIAJE-II,1303,1,43174,ESTADIO,BUITRERA,11,2,YES,38940,0,0,0
UNIVIAJE-II,1303,1,43174,ESTADIO,BUITRERA,11,2,YES,44400,0,0,0
UNIVIAJE-II,1302,1,43174,ESTADIO,BUITRERA,11,2,YES,58200,0,0,0
UNIVIAJE-II,1302,1,43174,ESTADIO,BUITRERA,11,2,YES,62940,0,0,0
UNIVIAJE-II,1303,1,43174,ESTADIO,BUITRERA,11,2,YES,80820,0,0,YES
UNIVIAJE-II,1703,1,43175,SAN PASCUA,CALDAS,15,5,YES,25560,0,YES,0
UNIVIAJE-II,1703,1,43175,SAN PASCUA,CAPRI,15,4,YES,35040,0,0,0
UNIVIAJE-II,1703,1,43175,SAN PASCUA,MELENDEZ,15,3,YES,45600,0,0,0
UNIVIAJE-II,1703,1,43175,SAN PASCUA,CALDAS,15,5,YES,53880,0,0,0
UNIVIAJE-II,1703,1,43175,SAN PASCUA,MELENDEZ,15,3,YES,61080,0,0,0
UNIVIAJE-II,1703,1,43175,SAN PASCUA,SAN PASCUA,15,15,YES,80160,0,0,YES
UNIVIAJE-II,2003,1,43176,SAN PEDRO,PLZ TOROS,25,8,YES,28320,0,YES,0
UNIVIAJE-II,2003,1,43176,SAN PEDRO,MELENDEZ,25,3,YES,57960,0,0,0
UNIVIAJE-II,2001,1,43176,SAN PEDRO,MELENDEZ,25,3,YES,67440,0,0,YES
UNIVIAJE-II,302,1,43177,BUITRERA,MELENDEZ,2,3,YES,40860,0,YES,0
UNIVIAJE-II,302,1,43177,BUITRERA,MELENDEZ,2,3,YES,55500,0,0,YES
UNIVIAJE-II,3002,1,43178,CENTRO,MELENDEZ,28,3,YES,30300,0,YES,0
UNIVIAJE-II,3002,1,43178,CENTRO,BUITRERA,28,2,YES,57120,0,0,YES
UNIVIAJE-II,2003,1,43179,SAN PEDRO,CAPRI,25,4,YES,30240,0,YES,0
UNIVIAJE-II,2003,1,43179,SAN PEDRO,MELENDEZ,25,3,YES,59400,0,0,YES
UNIVIAJE-II,3204,1,43182,ERMITA,MELENDEZ,29,3,YES,30960,0,YES,0
UNIVIAJE-II,1906,1,43182,PETECUY,CAPRI,24,4,YES,38220,0,0,0
UNIVIAJE-II,1906,1,43182,PETECUY,CAPRI,24,4,YES,66780,0,0,YES
UNIVIAJE-II,1203,1,43184,TEQUENDAMA,MELENDEZ,10,3,YES,33960,0,YES,0
UNIVIAJE-II,1203,1,43184,TEQUENDAMA,MELENDEZ,10,3,YES,44160,0,0,YES
UNIVIAJE-II,3204,1,43189,ERMITA,MELENDEZ,29,3,YES,30300,0,YES,0
UNIVIAJE-II,3204,1,43189,ERMITA,MELENDEZ,29,3,YES,37980,0,0,0
UNIVIAJE-II,3204,1,43189,ERMITA,MELENDEZ,29,3,YES,54300,0,0,0
UNIVIAJE-II,3204,1,43189,ERMITA,BUITRERA,29,2,YES,61260,0,0,0
UNIVIAJE-II,3204,1,43189,ERMITA,MELENDEZ,29,3,YES,67380,0,0,0
UNIVIAJE-II,3203,1,43189,ERMITA,MELENDEZ,29,3,YES,75900,0,0,YES
UNIVIAJE-II,2003,1,43190,SAN PEDRO,MELENDEZ,25,3,YES,41280,0,YES,0
UNIVIAJE-II,2003,1,43190,SAN PEDRO,MELENDEZ,25,3,YES,66720,0,0,0
UNIVIAJE-II,2003,1,43190,SAN PEDRO,MELENDEZ,25,3,YES,67920,0,0,YES
UNIVIAJE-II,4203,1,43191,T. CALI,CAPRI,26,4,YES,29580,0,YES,0
UNIVIAJE-II,4201,1,43191,T. CALI,MELENDEZ,26,3,YES,39480,0,0,YES
UNIVIAJE-II,1603,1,43192,SAN BOSCO,MELENDEZ,14,3,YES,22440,0,YES,0
UNIVIAJE-II,1601,1,43192,SAN BOSCO,MELENDEZ,14,3,YES,28320,0,0,0
UNIVIAJE-II,1601,1,43192,SAN BOSCO,MELENDEZ,14,3,YES,35520,0,0,0
UNIVIAJE-II,1601,1,43192,SAN BOSCO,MELENDEZ,14,3,YES,52860,0,0,0
UNIVIAJE-II,1601,1,43192,SAN BOSCO,MELENDEZ,14,3,YES,65700,0,0,0
UNIVIAJE-II,1601,1,43192,SAN BOSCO,MELENDEZ,14,3,YES,77160,0,0,YES
UNIVIAJE-II,1304,1,43193,ESTADIO,BUITRERA,11,2,YES,41460,0,YES,0
UNIVIAJE-II,1306,1,43193,ESTADIO,BUITRERA,11,2,YES,74640,0,0,YES
UNIVIAJE-II,3403,1,43197,FLORA IND,MELENDEZ,37,3,YES,47520,0,YES,0
UNIVIAJE-II,3401,1,43197,FLORA IND,MELENDEZ,37,3,YES,51960,0,0,0
UNIVIAJE-II,3401,1,43197,FLORA IND,CAPRI,37,4,YES,65400,0,0,YES
UNIVIAJE-II,4502,1,43199,PRADOS,MELENDEZ,45,3,YES,54120,0,YES,0
UNIVIAJE-II,4502,1,43199,PRADOS,MELENDEZ,45,3,YES,62280,0,0,0
UNIVIAJE-II,4501,1,43199,PRADOS,MELENDEZ,45,3,YES,71760,0,0,YES
UNIVIAJE-II,1202,1,43200,TEQUENDAMA,MELENDEZ,10,3,YES,40860,0,YES,0
UNIVIAJE-II,1203,1,43200,TEQUENDAMA,MELENDEZ,10,3,YES,61440,0,0,YES
UNIVIAJE-II,2003,1,43207,SAN PEDRO,MELENDEZ,25,3,YES,38280,0,YES,0
UNIVIAJE-II,2003,1,43207,SAN PEDRO,MELENDEZ,25,3,YES,64980,0,0,0
UNIVIAJE-II,2003,1,43207,SAN PEDRO,CAPRI,25,4,YES,69240,0,0,YES
UNIVIAJE-II,1002,1,43210,UND DEPORT,MELENDEZ,40,3,YES,40080,0,YES,0
UNIVIAJE-II,1002,1,43210,UND DEPORT,MELENDEZ,40,3,YES,58860,0,0,0
UNIVIAJE-II,1003,1,43210,UND DEPORT,MELENDEZ,40,3,YES,69720,0,0,YES
UNIVIAJE-II,3001,1,43212,CENTRO,MELENDEZ,28,3,YES,37740,0,YES,0
UNIVIAJE-II,3002,1,43212,CENTRO,MELENDEZ,28,3,YES,52680,0,0,0
UNIVIAJE-II,3001,1,43212,CENTRO,MELENDEZ,28,3,YES,70080,0,0,YES
UNIVIAJE-II,3002,1,43214,CENTRO,MELENDEZ,28,3,YES,36540,0,YES,0
UNIVIAJE-II,3002,1,43214,CENTRO,BUITRERA,28,2,YES,54360,0,0,YES
UNIVIAJE-II,203,1,43215,UNIVALLE,CHIMINANGOS,1,38,YES,34920,0,YES,0
UNIVIAJE-II,203,1,43215,UNIVALLE,CAPRI,1,4,YES,45420,0,0,0
UNIVIAJE-II,203,1,43215,UNIVALLE,CALDAS,1,5,YES,56280,0,0,0
UNIVIAJE-II,203,1,43215,UNIVALLE,CAPRI,1,4,YES,61620,0,0,0
UNIVIAJE-II,201,1,43215,UNIVALLE,BUITRERA,1,2,YES,68940,0,0,0
UNIVIAJE-II,203,1,43215,UNIVALLE,BUITRERA,1,2,YES,70020,0,0,0
UNIVIAJE-II,203,1,43215,UNIVALLE,BUITRERA,1,2,YES,71580,0,0,YES
UNIVIAJE-II,1103,1,43216,LIDO,MELENDEZ,9,3,YES,28200,0,YES,0
UNIVIAJE-II,1101,1,43216,LIDO,BUITRERA,9,2,YES,61380,0,0,YES
UNIVIAJE-II,302,1,43217,BUITRERA,MELENDEZ,2,3,YES,37200,0,YES,0
UNIVIAJE-II,302,1,43217,BUITRERA,MELENDEZ,2,3,YES,58740,0,0,0
UNIVIAJE-II,302,1,43217,BUITRERA,MELENDEZ,2,3,YES,70920,0,0,YES
UNIVIAJE-II,1003,1,43218,UND DEPORT,MELENDEZ,40,3,YES,35100,0,YES,0
UNIVIAJE-II,1003,1,43218,UND DEPORT,MELENDEZ,40,3,YES,63300,0,0,YES
UNIVIAJE-II,3202,1,43219,ERMITA,MELENDEZ,29,3,YES,39180,0,YES,0
UNIVIAJE-II,3202,1,43219,ERMITA,MELENDEZ,29,3,YES,40560,0,0,0
UNIVIAJE-II,3202,1,43219,ERMITA,BUITRERA,29,2,YES,46680,0,0,0
UNIVIAJE-II,3202,1,43219,ERMITA,MELENDEZ,29,3,YES,66840,0,0,YES
UNIVIAJE-II,1504,1,43220,ST LIBRADA,BUITRERA,13,2,YES,24840,0,YES,0
UNIVIAJE-II,1504,1,43220,ST LIBRADA,BUITRERA,13,2,YES,34560,0,0,0
UNIVIAJE-II,1504,1,43220,ST LIBRADA,MELENDEZ,13,3,YES,45660,0,0,0
UNIVIAJE-II,1506,1,43220,ST LIBRADA,BUITRERA,13,2,YES,54360,0,0,0
UNIVIAJE-II,1506,1,43220,ST LIBRADA,MELENDEZ,13,3,YES,59580,0,0,0
UNIVIAJE-II,1504,1,43220,ST LIBRADA,MELENDEZ,13,3,YES,67080,0,0,0
UNIVIAJE-II,1504,1,43220,ST LIBRADA,MELENDEZ,13,3,YES,79140,0,0,YES
UNIVIAJE-II,1601,1,43222,SAN BOSCO,BUITRERA,14,2,YES,45840,0,YES,0
UNIVIAJE-II,1601,1,43222,SAN BOSCO,BUITRERA,14,2,YES,48660,0,0,0
UNIVIAJE-II,1601,1,43222,SAN BOSCO,MELENDEZ,14,3,YES,63960,0,0,0
UNIVIAJE-II,1601,1,43222,SAN BOSCO,CAPRI,14,4,YES,71340,0,0,YES
UNIVIAJE-II,112,1,43223,UNIVERSIDA,BUITRERA,39,2,YES,24840,0,YES,0
UNIVIAJE-II,112,1,43223,UNIVERSIDA,BUITRERA,39,2,YES,32520,0,0,0
UNIVIAJE-II,112,1,43223,UNIVERSIDA,BUITRERA,39,2,YES,37200,0,0,0
UNIVIAJE-II,112,1,43223,UNIVERSIDA,MELENDEZ,39,3,YES,64080,0,0,0
UNIVIAJE-II,113,1,43223,UNIVERSIDA,BUITRERA,39,2,YES,67860,0,0,YES
UNIVIAJE-II,2003,1,43224,SAN PEDRO,MELENDEZ,25,3,YES,45780,0,YES,0
UNIVIAJE-II,2001,1,43224,SAN PEDRO,CAPRI,25,4,YES,52320,0,0,0
UNIVIAJE-II,2003,1,43224,SAN PEDRO,TEQUENDAMA,25,10,YES,76440,0,0,YES
UNIVIAJE-II,2003,1,43225,SAN PEDRO,PLZ TOROS,25,8,YES,28320,0,YES,0
UNIVIAJE-II,2001,1,43225,SAN PEDRO,CAPRI,25,4,YES,57480,0,0,YES
UNIVIAJE-II,104,1,43226,UNIVERSIDA,BUITRERA,39,2,YES,47220,0,YES,0
UNIVIAJE-II,104,1,43226,UNIVERSIDA,BUITRERA,39,2,YES,52560,0,0,0
UNIVIAJE-II,104,1,43226,UNIVERSIDA,MELENDEZ,39,3,YES,61200,0,0,0
UNIVIAJE-II,104,1,43226,UNIVERSIDA,BUITRERA,39,2,YES,65640,0,0,0
UNIVIAJE-II,104,1,43226,UNIVERSIDA,MELENDEZ,39,3,YES,75660,0,0,YES
UNIVIAJE-II,302,1,43233,BUITRERA,MELENDEZ,2,3,YES,34920,0,YES,0
UNIVIAJE-II,302,1,43233,BUITRERA,MELENDEZ,2,3,YES,51060,0,0,0
UNIVIAJE-II,302,1,43233,BUITRERA,MELENDEZ,2,3,YES,75840,0,0,YES
UNIVIAJE-II,803,1,43234,PAMPALINDA,MELENDEZ,7,3,YES,24240,0,YES,0
UNIVIAJE-II,803,1,43234,PAMPALINDA,MELENDEZ,7,3,YES,50040,0,0,0
UNIVIAJE-II,803,1,43234,PAMPALINDA,MELENDEZ,7,3,YES,67560,0,0,0
UNIVIAJE-II,803,1,43234,PAMPALINDA,MELENDEZ,7,3,YES,75660,0,0,YES
UNIVIAJE-II,803,1,43236,PAMPALINDA,BUITRERA,7,2,YES,34740,0,YES,0
UNIVIAJE-II,803,1,43236,PAMPALINDA,BUITRERA,7,2,YES,52440,0,0,0
UNIVIAJE-II,803,1,43236,PAMPALINDA,MELENDEZ,7,3,YES,68400,0,0,0
UNIVIAJE-II,803,1,43236,PAMPALINDA,MELENDEZ,7,3,YES,72840,0,0,YES
UNIVIAJE-II,1002,1,43237,UND DEPORT,MELENDEZ,40,3,YES,40560,0,YES,0
UNIVIAJE-II,1002,1,43237,UND DEPORT,MELENDEZ,40,3,YES,52800,0,0,0
UNIVIAJE-II,1003,1,43237,UND DEPORT,MELENDEZ,40,3,YES,70740,0,0,YES
UNIVIAJE-II,1103,1,43239,LIDO,MELENDEZ,9,3,YES,25200,0,YES,0
UNIVIAJE-II,1103,1,43239,LIDO,MELENDEZ,9,3,YES,58020,0,0,0
UNIVIAJE-II,1103,1,43239,LIDO,REFUGIO,9,6,YES,74700,0,0,YES
UNIVIAJE-II,3006,1,43240,CENTRO,BUITRERA,28,2,YES,35280,0,YES,0
UNIVIAJE-II,3006,1,43240,CENTRO,MELENDEZ,28,3,YES,40140,0,0,0
UNIVIAJE-II,3006,1,43240,CENTRO,BUITRERA,28,2,YES,43980,0,0,0
UNIVIAJE-II,3006,1,43240,CENTRO,MELENDEZ,28,3,YES,51480,0,0,0
UNIVIAJE-II,3006,1,43240,CENTRO,MELENDEZ,28,3,YES,66720,0,0,0
UNIVIAJE-II,3006,1,43240,CENTRO,MELENDEZ,28,3,YES,70080,0,0,YES
UNIVIAJE-II,112,1,43241,UNIVERSIDA,BUITRERA,39,2,YES,26640,0,YES,0
UNIVIAJE-II,112,1,43241,UNIVERSIDA,BUITRERA,39,2,YES,35040,0,0,0
