id,entering,leaving,passthrough,totalVolume
UNIVERSIDA,597,0,0,597
BUITRERA,135,58,539,674
MELENDEZ,493,33,641,1134
CAPRI,273,44,1090,1363
PAMPALINDA,205,136,1227,1432
UND DEPORT,91,224,1208,1299
TEQUENDAMA,183,147,1152,1335
ESTADIO,89,136,1199,1288
SAN PASCUA,251,48,1240,1491
T. CALI,71,996,495,567
POPULAR,7,140,427,433
SALOMIA,9,119,314,324
FLORA IND,4,106,218,222
CHIMINANGOS,0,222,0,0
