id,entering,leaving,passthrough,totalVolume
CHIMINANGOS,1753,0,0,1753
FLORA IND,936,8,1745,2681
SALOMIA,425,20,2660,3086
POPULAR,222,15,3071,3293
T. CALI,477,560,2733,3210
SAN BOSCO,136,1110,2100,2236
ESTADIO,147,517,1719,1866
TEQUENDAMA,82,486,1380,1462
UND DEPORT,58,158,1304,1362
PLZ TOROS,0,0,1362,1362
PAMPALINDA,75,286,1076,1151
CAPRI,52,261,890,942
MELENDEZ,87,124,818,905
BUITRERA,17,320,585,601
UNIVERSIDA,0,601,0,0
