id,entering,leaving,passthrough,totalVolume
CHIMINANGOS,456,0,0,456
FLORA IND,209,2,454,663
SALOMIA,201,6,657,858
POPULAR,153,5,853,1006
T. CALI,1063,100,906,1969
SAN BOSCO,218,415,1555,1773
ESTADIO,309,300,1472,1781
TEQUENDAMA,205,200,1581,1786
UND DEPORT,101,207,1579,1680
PLZ TOROS,0,0,1680,1680
PAMPALINDA,111,230,1450,1562
CAPRI,47,305,1257,1304
MELENDEZ,24,504,800,824
BUITRERA,49,168,656,705
UNIVERSIDA,0,705,0,0
