id,entering,leaving,passthrough,totalVolume
UNIVERSIDA,361,0,0,361
BUITRERA,173,65,296,468
MELENDEZ,132,41,427,559
CAPRI,82,37,522,604
CALDAS,133,33,572,705
PAMPALINDA,148,63,642,791
UND DEPORT,90,73,717,807
TEQUENDAMA,149,157,650,799
ESTADIO,110,110,690,800
SAN BOSCO,358,127,672,1030
SAN PASCUA,47,74,957,1004
PETECUY,147,174,830,977
T. CALI,312,294,683,995
VERSALLES,18,178,817,835
AMERICAS,25,299,536,561
PRADOS,6,105,456,462
VIPASA,4,98,364,368
ALAMOS,1,198,170,171
TERMINAL MENGA,0,171,0,0
