id,entering,leaving,passthrough,totalVolume
CHIMINANGOS,453,0,0,453
FLORA IND,216,1,452,669
SALOMIA,139,5,664,802
POPULAR,94,5,798,892
T. CALI,316,107,785,1101
SAN BOSCO,102,363,738,840
ESTADIO,133,144,696,829
TEQUENDAMA,86,154,675,761
UND DEPORT,47,86,675,723
PLZ TOROS,0,0,723,723
PAMPALINDA,71,117,606,677
CAPRI,16,143,534,550
MELENDEZ,25,120,430,455
BUITRERA,18,129,326,344
UNIVERSIDA,0,344,0,0
