id,entering,leaving,passthrough,totalVolume
TERMINAL MENGA,314,0,0,314
ALAMOS,273,0,314,587
VIPASA,133,13,574,707
PRADOS,165,3,704,869
AMERICAS,453,22,847,1300
VERSALLES,285,26,1274,1559
T. CALI,229,654,905,1134
CAICEDO,383,94,1040,1423
SAN BOSCO,403,269,1154,1557
ESTADIO,232,205,1352,1584
TEQUENDAMA,198,188,1396,1594
UND DEPORT,92,186,1408,1501
PAMPALINDA,66,257,1243,1310
CALDAS,65,366,943,1008
CAPRI,77,140,868,945
MELENDEZ,30,338,606,636
BUITRERA,64,129,508,572
UNIVERSIDA,0,572,0,0
