id,entering,leaving,passthrough,totalVolume
UNIVERSIDA,282,0,0,282
BUITRERA,190,8,273,464
MELENDEZ,131,13,450,582
CAPRI,94,13,568,662
PAMPALINDA,159,68,594,753
UND DEPORT,73,73,681,753
TEQUENDAMA,202,94,659,861
ESTADIO,174,83,778,952
SAN PASCUA,204,40,912,1116
T. CALI,167,555,561,728
POPULAR,4,58,670,674
SALOMIA,2,95,579,581
FLORA IND,1,208,373,374
CHIMINANGOS,0,374,0,0
