ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	2123.7734936824363	
1	2123.7734936824363	
2	2123.7734936824363	
3	2123.7734936824363	
4	2123.7734936824363	
5	2123.7734936824363	
6	2123.7734936824363	
7	2123.7734936824363	
8	2123.7734936824363	
9	2123.7734936824363	
10	2123.7734936824363	
11	2123.7734936824363	
12	2123.7734936824363	
13	2123.7734936824363	
14	2123.7734936824363	
15	2123.7734936824363	
16	2123.7734936824363	
17	2123.7734936824363	
18	2123.7734936824363	
19	2123.7734936824363	
20	2123.7734936824363	
