PRODUCTO,INTEGRACION,VEH_ID,QPAX,CRD_SNR,O_ESTACION,D_ESTACION,O_ID_ESTACION,D_ID_ESTACION,TRONCAL,HORA_MATSIM,1_USO,START,END
UNIVIAJE-II,,3203,1,38830,ERMITA,0,29,0,YES,57120,0,0,0
UNIVIAJE-II,,3203,1,38830,ERMITA,0,29,0,YES,63960,0,0,YES
UNIVIAJE-II,,701,1,38833,REFUGIO,0,6,0,YES,22500,0,YES,0
UNIVIAJE-II,,701,1,38833,REFUGIO,0,6,0,YES,31680,0,0,0
UNIVIAJE-II,,701,1,38833,REFUGIO,0,6,0,YES,47040,0,0,0
UNIVIAJE-II,,701,1,38833,REFUGIO,0,6,0,YES,53040,0,0,0
UNIVIAJE-II,,701,1,38833,REFUGIO,0,6,0,YES,61500,0,0,0
UNIVIAJE-II,,701,1,38833,REFUGIO,0,6,0,YES,69180,0,0,YES
UNIVIAJE-II,,701,1,38838,REFUGIO,0,6,0,YES,29820,0,YES,0
UNIVIAJE-II,,701,1,38838,REFUGIO,0,6,0,YES,37680,0,0,0
UNIVIAJE-II,,701,1,38838,REFUGIO,0,6,0,YES,55560,0,0,0
UNIVIAJE-II,,701,1,38838,REFUGIO,0,6,0,YES,64020,0,0,0
UNIVIAJE-II,,701,1,38838,REFUGIO,0,6,0,YES,68760,0,0,YES
UNIVIAJE-II,,2003,1,38841,SAN PEDRO,0,25,0,YES,41760,0,YES,0
UNIVIAJE-II,,2003,1,38841,SAN PEDRO,0,25,0,YES,50820,0,0,YES
UNIVIAJE-II,,3006,1,38844,CENTRO,0,28,0,YES,60540,0,YES,0
UNIVIAJE-II,,3006,1,38844,CENTRO,0,28,0,YES,65100,0,0,0
UNIVIAJE-II,,3006,1,38844,CENTRO,0,28,0,YES,70440,0,0,YES
UNIVIAJE-II,,4502,1,38853,PRADOS,0,45,0,YES,35580,0,YES,0
UNIVIAJE-II,,4502,1,38853,PRADOS,0,45,0,YES,45060,0,0,0
UNIVIAJE-II,,4502,1,38853,PRADOS,0,45,0,YES,51300,0,0,0
UNIVIAJE-II,,4502,1,38853,PRADOS,0,45,0,YES,57780,0,0,0
UNIVIAJE-II,,4502,1,38853,PRADOS,0,45,0,YES,65100,0,0,0
UNIVIAJE-II,,4501,1,38853,PRADOS,0,45,0,YES,79860,0,0,YES
UNIVIAJE-II,,701,1,38855,REFUGIO,0,6,0,YES,60840,0,YES,0
UNIVIAJE-II,,701,1,38855,REFUGIO,0,6,0,YES,69420,0,0,YES
UNIVIAJE-II,,3102,1,38856,CAICEDO,0,42,0,YES,30300,0,YES,0
UNIVIAJE-II,,3101,1,38856,CAICEDO,0,42,0,YES,40860,0,0,0
UNIVIAJE-II,,3102,1,38856,CAICEDO,0,42,0,YES,66000,0,0,0
UNIVIAJE-II,,3102,1,38856,CAICEDO,0,42,0,YES,77520,0,0,YES
UNIVIAJE-II,,4502,1,38867,PRADOS,0,45,0,YES,60840,0,YES,0
UNIVIAJE-II,,4502,1,38867,PRADOS,0,45,0,YES,71100,0,0,YES
UNIVIAJE-II,,302,1,38871,BUITRERA,0,2,0,YES,25860,0,YES,0
UNIVIAJE-II,,302,1,38871,BUITRERA,0,2,0,YES,35820,0,0,0
UNIVIAJE-II,,302,1,38871,BUITRERA,0,2,0,YES,50160,0,0,YES
UNIVIAJE-II,,1103,1,38875,LIDO,0,9,0,YES,34260,0,YES,0
UNIVIAJE-II,,1103,1,38875,LIDO,0,9,0,YES,51240,0,0,0
UNIVIAJE-II,,1101,1,38875,LIDO,0,9,0,YES,66120,0,0,YES
UNIVIAJE-II,,1002,1,38878,UND DEPORT,0,40,0,YES,28200,0,YES,0
UNIVIAJE-II,,1002,1,38878,UND DEPORT,0,40,0,YES,65340,0,0,0
UNIVIAJE-II,,1003,1,38878,UND DEPORT,0,40,0,YES,75300,0,0,YES
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,26220,0,YES,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,34800,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,36240,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,38640,0,0,0
UNIVIAJE-II,,4701,1,38882,ALAMOS,0,47,0,YES,43800,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,50520,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,53940,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,58440,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,59640,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,62460,0,0,0
UNIVIAJE-II,,4701,1,38882,ALAMOS,0,47,0,YES,67380,0,0,0
UNIVIAJE-II,,4703,1,38882,ALAMOS,0,47,0,YES,80280,0,0,YES
UNIVIAJE-II,,4201,1,38885,T. CALI,0,26,0,YES,41820,0,YES,0
UNIVIAJE-II,,4203,1,38885,T. CALI,0,26,0,YES,53340,0,0,0
UNIVIAJE-II,,4201,1,38885,T. CALI,0,26,0,YES,66540,0,0,0
UNIVIAJE-II,,4201,1,38885,T. CALI,0,26,0,YES,78000,0,0,YES
UNIVIAJE-II,,1503,1,38886,ST LIBRADA,0,13,0,YES,32100,0,YES,0
UNIVIAJE-II,,1503,1,38886,ST LIBRADA,0,13,0,YES,48120,0,0,0
UNIVIAJE-II,,1503,1,38886,ST LIBRADA,0,13,0,YES,56520,0,0,0
UNIVIAJE-II,,1503,1,38886,ST LIBRADA,0,13,0,YES,73980,0,0,YES
UNIVIAJE-II,,1906,1,38890,PETECUY,0,24,0,YES,34260,0,YES,0
UNIVIAJE-II,,1904,1,38890,PETECUY,0,24,0,YES,60600,0,0,YES
UNIVIAJE-II,,1002,1,38895,UND DEPORT,0,40,0,YES,48720,0,YES,0
UNIVIAJE-II,,1003,1,38895,UND DEPORT,0,40,0,YES,54780,0,0,YES
UNIVIAJE-II,,4403,1,38898,VERSALLES,0,43,0,YES,46020,0,YES,0
UNIVIAJE-II,,4403,1,38898,VERSALLES,0,43,0,YES,57660,0,0,0
UNIVIAJE-II,,4401,1,38898,VERSALLES,0,43,0,YES,77580,0,0,YES
UNIVIAJE-II,,4602,1,38899,VIPASA,0,46,0,YES,26880,0,YES,0
UNIVIAJE-II,,4602,1,38899,VIPASA,0,46,0,YES,36540,0,0,0
UNIVIAJE-II,,4602,1,38899,VIPASA,0,46,0,YES,47160,0,0,0
UNIVIAJE-II,,4602,1,38899,VIPASA,0,46,0,YES,51780,0,0,0
UNIVIAJE-II,,4602,1,38899,VIPASA,0,46,0,YES,61920,0,0,0
UNIVIAJE-II,,4602,1,38899,VIPASA,0,46,0,YES,68880,0,0,YES
UNIVIAJE-II,,1503,1,38905,ST LIBRADA,0,13,0,YES,24720,0,YES,0
UNIVIAJE-II,,1503,1,38905,ST LIBRADA,0,13,0,YES,38580,0,0,0
UNIVIAJE-II,,1503,1,38905,ST LIBRADA,0,13,0,YES,66960,0,0,0
UNIVIAJE-II,,1503,1,38905,ST LIBRADA,0,13,0,YES,81120,0,0,YES
UNIVIAJE-II,,3203,1,38906,ERMITA,0,29,0,YES,53520,0,YES,0
UNIVIAJE-II,,3204,1,38906,ERMITA,0,29,0,YES,61320,0,0,0
UNIVIAJE-II,,3203,1,38906,ERMITA,0,29,0,YES,67140,0,0,0
UNIVIAJE-II,,3204,1,38906,ERMITA,0,29,0,YES,70080,0,0,YES
UNIVIAJE-II,,1306,1,38913,ESTADIO,0,11,0,YES,42720,0,YES,0
UNIVIAJE-II,,1306,1,38913,ESTADIO,0,11,0,YES,63240,0,0,YES
UNIVIAJE-II,,1906,1,38914,PETECUY,0,24,0,YES,34440,0,YES,0
UNIVIAJE-II,,1906,1,38914,PETECUY,0,24,0,YES,63120,0,0,YES
UNIVIAJE-II,,3202,1,38916,ERMITA,0,29,0,YES,36120,0,YES,0
UNIVIAJE-II,,3202,1,38916,ERMITA,0,29,0,YES,40980,0,0,0
UNIVIAJE-II,,3202,1,38916,ERMITA,0,29,0,YES,54720,0,0,0
UNIVIAJE-II,,3202,1,38916,ERMITA,0,29,0,YES,57660,0,0,YES
UNIVIAJE-II,,3301,1,38922,CHIMINANGOS,0,38,0,YES,20340,0,YES,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,22560,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,28920,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,29940,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,33300,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,38160,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,41580,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,44940,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,47520,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,51420,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,52380,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,56760,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,58680,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,60540,0,0,0
UNIVIAJE-II,,3301,1,38922,CHIMINANGOS,0,38,0,YES,65220,0,0,0
UNIVIAJE-II,,3303,1,38922,CHIMINANGOS,0,38,0,YES,69480,0,0,YES
UNIVIAJE-II,,3002,1,38924,CENTRO,0,28,0,YES,44220,0,YES,0
UNIVIAJE-II,,3002,1,38924,CENTRO,0,28,0,YES,54420,0,0,YES
UNIVIAJE-II,,1301,1,38932,ESTADIO,0,11,0,YES,38700,0,YES,0
UNIVIAJE-II,,1301,1,38932,ESTADIO,0,11,0,YES,73800,0,0,0
UNIVIAJE-II,,1303,1,38932,ESTADIO,0,11,0,YES,80100,0,0,YES
UNIVIAJE-II,,3803,1,38942,FATIMA,0,33,0,YES,31980,0,YES,0
UNIVIAJE-II,,3803,1,38942,FATIMA,0,33,0,YES,41640,0,0,0
UNIVIAJE-II,,3803,1,38942,FATIMA,0,33,0,YES,52440,0,0,0
UNIVIAJE-II,,3803,1,38942,FATIMA,0,33,0,YES,62820,0,0,YES
UNIVIAJE-II,,3403,1,38964,FLORA IND,0,37,0,YES,24060,0,YES,0
UNIVIAJE-II,,3401,1,38964,FLORA IND,0,37,0,YES,30240,0,0,0
UNIVIAJE-II,,3403,1,38964,FLORA IND,0,37,0,YES,50700,0,0,0
UNIVIAJE-II,,3403,1,38964,FLORA IND,0,37,0,YES,59880,0,0,0
UNIVIAJE-II,,3401,1,38964,FLORA IND,0,37,0,YES,70860,0,0,YES
UNIVIAJE-II,,3503,1,38965,SALOMIA,0,36,0,YES,46020,0,YES,0
UNIVIAJE-II,,3503,1,38965,SALOMIA,0,36,0,YES,56700,0,0,YES
UNIVIAJE-II,,801,1,38968,PAMPALINDA,0,7,0,YES,42960,0,YES,0
UNIVIAJE-II,,803,1,38968,PAMPALINDA,0,7,0,YES,80580,0,0,YES
UNIVIAJE-II,,701,1,38970,REFUGIO,0,6,0,YES,60420,0,YES,0
UNIVIAJE-II,,701,1,38970,REFUGIO,0,6,0,YES,69960,0,0,YES
UNIVIAJE-II,,1306,1,38971,ESTADIO,0,11,0,YES,24360,0,YES,0
UNIVIAJE-II,,1306,1,38971,ESTADIO,0,11,0,YES,60660,0,0,0
UNIVIAJE-II,,1306,1,38971,ESTADIO,0,11,0,YES,80460,0,0,YES
UNIVIAJE-II,,1201,1,38974,TEQUENDAMA,0,10,0,YES,36240,0,YES,0
UNIVIAJE-II,,1203,1,38974,TEQUENDAMA,0,10,0,YES,73440,0,0,YES
UNIVIAJE-II,,1503,1,38976,ST LIBRADA,0,13,0,YES,33600,0,YES,0
UNIVIAJE-II,,1503,1,38976,ST LIBRADA,0,13,0,YES,47640,0,0,0
UNIVIAJE-II,,1503,1,38976,ST LIBRADA,0,13,0,YES,58920,0,0,YES
UNIVIAJE-II,,3503,1,38977,SALOMIA,0,36,0,YES,29040,0,YES,0
UNIVIAJE-II,,3503,1,38977,SALOMIA,0,36,0,YES,34500,0,0,YES
UNIVIAJE-II,,2001,1,38978,SAN PEDRO,0,25,0,YES,41220,0,YES,0
UNIVIAJE-II,,2003,1,38978,SAN PEDRO,0,25,0,YES,57600,0,0,YES
UNIVIAJE-II,,3703,1,38982,MANZANARES,0,34,0,YES,43080,0,YES,0
UNIVIAJE-II,,3703,1,38982,MANZANARES,0,34,0,YES,64200,0,0,YES
UNIVIAJE-II,,1303,1,38986,ESTADIO,0,11,0,YES,41100,0,YES,0
UNIVIAJE-II,,1303,1,38986,ESTADIO,0,11,0,YES,44940,0,0,0
UNIVIAJE-II,,1303,1,38986,ESTADIO,0,11,0,YES,72240,0,0,0
UNIVIAJE-II,,1303,1,38986,ESTADIO,0,11,0,YES,78600,0,0,YES
UNIVIAJE-II,,3703,1,38987,MANZANARES,0,34,0,YES,32280,0,YES,0
UNIVIAJE-II,,3703,1,38987,MANZANARES,0,34,0,YES,43080,0,0,0
UNIVIAJE-II,,3703,1,38987,MANZANARES,0,34,0,YES,64200,0,0,YES
UNIVIAJE-II,,1601,1,38990,SAN BOSCO,0,14,0,YES,31440,0,YES,0
UNIVIAJE-II,,1603,1,38990,SAN BOSCO,0,14,0,YES,36300,0,0,YES
UNIVIAJE-II,,2003,1,38992,SAN PEDRO,0,25,0,YES,44640,0,YES,0
UNIVIAJE-II,,2001,1,38992,SAN PEDRO,0,25,0,YES,64560,0,0,YES
UNIVIAJE-II,,803,1,38995,PAMPALINDA,0,7,0,YES,35640,0,YES,0
UNIVIAJE-II,,803,1,38995,PAMPALINDA,0,7,0,YES,53280,0,0,0
UNIVIAJE-II,,803,1,38995,PAMPALINDA,0,7,0,YES,71340,0,0,0
UNIVIAJE-II,,803,1,38995,PAMPALINDA,0,7,0,YES,72840,0,0,YES
UNIVIAJE-II,,3603,1,39000,POPULAR,0,35,0,YES,26880,0,YES,0
UNIVIAJE-II,,3603,1,39000,POPULAR,0,35,0,YES,33180,0,0,0
UNIVIAJE-II,,3603,1,39000,POPULAR,0,35,0,YES,51120,0,0,YES
UNIVIAJE-II,,2001,1,39003,SAN PEDRO,0,25,0,YES,44820,0,YES,0
UNIVIAJE-II,,2003,1,39003,SAN PEDRO,0,25,0,YES,62400,0,0,YES
UNIVIAJE-II,,3703,1,39007,MANZANARES,0,34,0,YES,51600,0,YES,0
UNIVIAJE-II,,3703,1,39007,MANZANARES,0,34,0,YES,76860,0,0,YES
UNIVIAJE-II,,1704,1,39008,SAN PASCUA,0,15,0,YES,23100,0,YES,0
UNIVIAJE-II,,1704,1,39008,SAN PASCUA,0,15,0,YES,38940,0,0,0
UNIVIAJE-II,,1704,1,39008,SAN PASCUA,0,15,0,YES,46440,0,0,YES
UNIVIAJE-II,,4103,1,39010,SAN NICOLA,0,31,0,YES,44040,0,YES,0
UNIVIAJE-II,,4103,1,39010,SAN NICOLA,0,31,0,YES,60900,0,0,YES
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,17940,0,YES,0
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,23040,0,0,0
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,31140,0,0,0
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,56280,0,0,0
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,59880,0,0,0
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,65040,0,0,0
UNIVIAJE-II,,104,1,39020,UNIVERSIDA,0,39,0,YES,73560,0,0,YES
UNIVIAJE-II,,1302,1,39023,ESTADIO,0,11,0,YES,48660,0,YES,0
UNIVIAJE-II,,1303,1,39023,ESTADIO,0,11,0,YES,55560,0,0,0
UNIVIAJE-II,,1303,1,39023,ESTADIO,0,11,0,YES,71640,0,0,0
UNIVIAJE-II,,1302,1,39023,ESTADIO,0,11,0,YES,78300,0,0,YES
UNIVIAJE-II,,3703,1,39024,MANZANARES,0,34,0,YES,27480,0,YES,0
UNIVIAJE-II,,3703,1,39024,MANZANARES,0,34,0,YES,34200,0,0,0
UNIVIAJE-II,,3703,1,39024,MANZANARES,0,34,0,YES,52440,0,0,YES
UNIVIAJE-II,,701,1,39027,REFUGIO,0,6,0,YES,32820,0,YES,0
UNIVIAJE-II,,701,1,39027,REFUGIO,0,6,0,YES,58680,0,0,0
UNIVIAJE-II,,701,1,39027,REFUGIO,0,6,0,YES,63120,0,0,0
UNIVIAJE-II,,701,1,39027,REFUGIO,0,6,0,YES,66300,0,0,YES
UNIVIAJE-II,,2003,1,39031,SAN PEDRO,0,25,0,YES,36780,0,YES,0
UNIVIAJE-II,,2001,1,39031,SAN PEDRO,0,25,0,YES,67020,0,0,YES
UNIVIAJE-II,,112,1,39035,UNIVERSIDA,0,39,0,YES,51180,0,YES,0
UNIVIAJE-II,,112,1,39035,UNIVERSIDA,0,39,0,YES,72000,0,0,YES
UNIVIAJE-II,,3002,1,39039,CENTRO,0,28,0,YES,67740,0,YES,0
UNIVIAJE-II,,3002,1,39039,CENTRO,0,28,0,YES,71820,0,0,YES
UNIVIAJE-II,,1002,1,39046,UND DEPORT,0,40,0,YES,36120,0,YES,0
UNIVIAJE-II,,1002,1,39046,UND DEPORT,0,40,0,YES,51120,0,0,YES
UNIVIAJE-II,,1203,1,39048,TEQUENDAMA,0,10,0,YES,41520,0,YES,0
UNIVIAJE-II,,1203,1,39048,TEQUENDAMA,0,10,0,YES,45960,0,0,YES
UNIVIAJE-II,,903,1,39049,PLZ TOROS,0,8,0,YES,43740,0,YES,0
UNIVIAJE-II,,903,1,39049,PLZ TOROS,0,8,0,YES,58980,0,0,0
UNIVIAJE-II,,903,1,39049,PLZ TOROS,0,8,0,YES,76800,0,0,YES
UNIVIAJE-II,,1303,1,39073,ESTADIO,0,11,0,YES,35640,0,YES,0
UNIVIAJE-II,,1303,1,39073,ESTADIO,0,11,0,YES,47760,0,0,0
UNIVIAJE-II,,1302,1,39073,ESTADIO,0,11,0,YES,58080,0,0,0
UNIVIAJE-II,,1302,1,39073,ESTADIO,0,11,0,YES,62100,0,0,YES
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,24420,0,YES,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,29220,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,31860,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,35580,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,40980,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,47940,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,56820,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,60360,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,65700,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,70080,0,0,0
UNIVIAJE-II,,402,1,39076,MELENDEZ,0,3,0,YES,79320,0,0,YES
UNIVIAJE-II,,4403,1,39077,VERSALLES,0,43,0,YES,23940,0,YES,0
UNIVIAJE-II,,4403,1,39077,VERSALLES,0,43,0,YES,52500,0,0,0
UNIVIAJE-II,,4403,1,39077,VERSALLES,0,43,0,YES,68820,0,0,YES
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,32460,0,YES,0
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,38400,0,0,0
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,40380,0,0,0
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,48540,0,0,0
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,49920,0,0,0
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,63060,0,0,0
UNIVIAJE-II,,104,1,39086,UNIVERSIDA,0,39,0,YES,71640,0,0,YES
UNIVIAJE-II,,1403,1,39088,MZ. SABER,0,12,0,YES,29040,0,YES,0
UNIVIAJE-II,,1403,1,39088,MZ. SABER,0,12,0,YES,38520,0,0,0
UNIVIAJE-II,,1403,1,39088,MZ. SABER,0,12,0,YES,42720,0,0,0
UNIVIAJE-II,,1401,1,39088,MZ. SABER,0,12,0,YES,63960,0,0,0
UNIVIAJE-II,,1403,1,39088,MZ. SABER,0,12,0,YES,80760,0,0,YES
UNIVIAJE-II,,1906,1,39095,PETECUY,0,24,0,YES,47040,0,YES,0
UNIVIAJE-II,,1906,1,39095,PETECUY,0,24,0,YES,59520,0,0,YES
