Stop Name,Stop ID,# entering,# leaving,# passengers
Universidades B2,UNIV4,181,0,181
Buitrera B1,BUITRE2,59,5,235
Melendez B1,MELEN2,58,12,281
Capri B1,CAPRI2,36,10,307
Pampalinda B1,PAMPA2,94,13,388
Unidad Deportiva B2,UDP4,44,40,392
Tequendama B2,TEQUE4,95,52,435
Estadio B1,ESTAD2,103,38,500
San Pascual B1,SANPAS2,41,7,534
Torre de Cali B1,TORRE2,67,191,410
Popular B2,POPU4,3,14,399
Salomia B1,SALOM2,5,66,338
Flora Industrial B1,FLORAI2,0,119,219
Chiminangos B1,CHIMI2,0,219,0
