Stop Name,Stop ID,# entering,# leaving,# passengers
Chiminangos A2,CHIMI3,391,0,391
Flora Industrial A1,FLORAI1,183,0,574
Salomia A1,SALOM1,176,6,744
Popular A1,POPU1,286,3,1027
Torre de Cali A2,TORRE3,434,92,1369
San Bosco A2,SANBO3,95,211,1253
Estadio A2,ESTAD3,130,182,1201
Tequendama A1,TEQUE1,106,170,1137
Unidad Deportiva A2,UDP3,61,127,1071
Pampalinda A1,PAMPA1,58,186,943
Capri A2,CAPRI3,30,118,855
Melendez A1,MELEN1,18,333,540
Buitrera A1,BUITRE1,34,128,446
Universidades A1,UNIV1,0,446,0
